Date,Blockchain,Values
2020-12-28,Avalanche,549
2020-12-27,Avalanche,1
2020-12-24,Avalanche,2
2020-12-23,Avalanche,3
2020-12-22,Avalanche,1297
2020-12-21,Avalanche,4279
2020-12-20,Avalanche,3817
2020-12-19,Avalanche,157
2020-12-18,Avalanche,51
2020-12-17,Avalanche,1
2020-12-16,Avalanche,22
2020-12-14,Avalanche,2
2020-12-13,Avalanche,3
2020-12-11,Avalanche,2
2020-12-10,Avalanche,3
2020-12-09,Avalanche,45
2020-12-08,Avalanche,11
2020-12-07,Avalanche,54
2020-12-06,Avalanche,17
2020-12-05,Avalanche,2
2020-11-29,Avalanche,4
2020-11-28,Avalanche,60
2020-11-26,Avalanche,7
2020-11-23,Avalanche,2
2020-11-20,Avalanche,5
2020-11-19,Avalanche,3
2020-11-18,Avalanche,2
2020-11-17,Avalanche,7
2020-11-16,Avalanche,4
2020-11-14,Avalanche,4
2020-11-13,Avalanche,25
2020-11-12,Avalanche,20
2020-11-11,Avalanche,10
2020-11-10,Avalanche,22
2020-11-09,Avalanche,11
2020-11-08,Avalanche,3
2020-11-06,Avalanche,3
2020-11-05,Avalanche,6
2020-11-04,Avalanche,2
2020-11-03,Avalanche,10
2020-11-02,Avalanche,25
2020-11-01,Avalanche,3
2020-10-30,Avalanche,3
2020-10-29,Avalanche,14
2020-10-28,Avalanche,12
2020-10-27,Avalanche,8
2020-10-23,Avalanche,14
2020-10-22,Avalanche,2
2020-10-21,Avalanche,5
2020-10-20,Avalanche,9
2020-10-19,Avalanche,6
2020-10-18,Avalanche,2
2020-10-17,Avalanche,31
2020-10-16,Avalanche,3
2020-10-15,Avalanche,10
2020-10-14,Avalanche,10
2020-10-13,Avalanche,20
2020-10-12,Avalanche,3
2020-10-11,Avalanche,2
2020-10-08,Avalanche,24
2020-10-07,Avalanche,25
2020-10-06,Avalanche,4
2020-10-04,Avalanche,8
2020-10-03,Avalanche,1
2020-10-02,Avalanche,7
2020-10-01,Avalanche,113
2020-09-30,Avalanche,31
2020-09-29,Avalanche,14
2020-09-28,Avalanche,1
2020-09-27,Avalanche,1
2020-09-25,Avalanche,6
2020-09-24,Avalanche,1
2020-09-23,Avalanche,3
2023-05-01,Arbitrum,1358817
2023-04-30,Arbitrum,1597104
2023-04-29,Arbitrum,1248571
2023-04-28,Arbitrum,1240232
2023-04-27,Arbitrum,1602340
2023-04-26,Arbitrum,1562914
2023-04-25,Arbitrum,1610221
2023-04-24,Arbitrum,1660078
2023-04-23,Arbitrum,1608523
2023-04-22,Arbitrum,1731614
2023-04-21,Arbitrum,1447565
2023-04-20,Arbitrum,1806067
2023-04-19,Arbitrum,1920827
2023-04-18,Arbitrum,1720218
2023-04-17,Arbitrum,2287339
2023-04-16,Arbitrum,1455264
2023-04-15,Arbitrum,1676630
2023-04-14,Arbitrum,1673122
2023-04-13,Arbitrum,1378816
2023-04-12,Arbitrum,1412174
2023-04-11,Arbitrum,1396352
2023-04-10,Arbitrum,1412938
2023-04-09,Arbitrum,1501549
2023-04-08,Arbitrum,1329329
2023-04-07,Arbitrum,1299360
2023-04-06,Arbitrum,1488821
2023-04-05,Arbitrum,1431841
2023-04-04,Arbitrum,1348899
2023-04-03,Arbitrum,1626408
2023-04-02,Arbitrum,1315024
2023-04-01,Arbitrum,1205832
2023-03-31,Arbitrum,1348850
2023-03-30,Arbitrum,1831549
2023-03-29,Arbitrum,1359162
2023-03-28,Arbitrum,1406401
2023-03-27,Arbitrum,1519307
2023-03-26,Arbitrum,1392937
2023-03-25,Arbitrum,1459334
2023-03-24,Arbitrum,2172367
2023-03-23,Arbitrum,3093127
2023-03-22,Arbitrum,1568250
2023-03-21,Arbitrum,1660413
2023-03-20,Arbitrum,1391840
2023-03-19,Arbitrum,1277077
2023-03-18,Arbitrum,1300686
2023-03-17,Arbitrum,1341961
2023-03-16,Arbitrum,1419870
2023-03-15,Arbitrum,1115073
2023-03-14,Arbitrum,1111384
2023-03-13,Arbitrum,907923
2023-03-12,Arbitrum,813816
2023-03-11,Arbitrum,917546
2023-03-10,Arbitrum,1072002
2023-03-09,Arbitrum,1071108
2023-03-08,Arbitrum,980596
2023-03-07,Arbitrum,905371
2023-03-06,Arbitrum,863757
2023-03-05,Arbitrum,754120
2023-03-04,Arbitrum,837088
2023-03-03,Arbitrum,950094
2023-03-02,Arbitrum,969253
2023-03-01,Arbitrum,996803
2023-02-28,Arbitrum,1043458
2023-02-27,Arbitrum,1166837
2023-02-26,Arbitrum,892130
2023-02-25,Arbitrum,955078
2023-02-24,Arbitrum,1097027
2023-02-23,Arbitrum,1289012
2023-02-22,Arbitrum,1432629
2023-02-21,Arbitrum,1438567
2023-02-20,Arbitrum,1266868
2023-02-19,Arbitrum,1025597
2023-02-18,Arbitrum,968631
2023-02-17,Arbitrum,1010940
2023-02-16,Arbitrum,942707
2023-02-15,Arbitrum,877055
2023-02-14,Arbitrum,826216
2023-02-13,Arbitrum,789647
2023-02-12,Arbitrum,729268
2023-02-11,Arbitrum,658920
2023-02-10,Arbitrum,805486
2023-02-09,Arbitrum,798217
2023-02-08,Arbitrum,840798
2023-02-07,Arbitrum,806330
2023-02-06,Arbitrum,749040
2023-02-05,Arbitrum,711639
2023-02-04,Arbitrum,672678
2023-02-03,Arbitrum,634084
2023-02-02,Arbitrum,703611
2023-02-01,Arbitrum,689511
2023-01-31,Arbitrum,601247
2023-01-30,Arbitrum,679157
2023-01-29,Arbitrum,609598
2023-01-28,Arbitrum,571742
2023-01-27,Arbitrum,674251
2023-01-26,Arbitrum,610354
2023-01-25,Arbitrum,553032
2023-01-24,Arbitrum,524551
2023-01-23,Arbitrum,513780
2023-01-22,Arbitrum,476488
2023-01-21,Arbitrum,493413
2023-01-20,Arbitrum,481692
2023-01-19,Arbitrum,448308
2023-01-18,Arbitrum,494925
2023-01-17,Arbitrum,496512
2023-01-16,Arbitrum,514849
2023-01-15,Arbitrum,537689
2023-01-14,Arbitrum,586745
2023-01-13,Arbitrum,507611
2023-01-12,Arbitrum,590483
2023-01-11,Arbitrum,560477
2023-01-10,Arbitrum,542180
2023-01-09,Arbitrum,525380
2023-01-08,Arbitrum,424825
2023-01-07,Arbitrum,444135
2023-01-06,Arbitrum,472134
2023-01-05,Arbitrum,452514
2023-01-04,Arbitrum,620288
2023-01-03,Arbitrum,531308
2023-01-02,Arbitrum,389829
2023-01-01,Arbitrum,307757
2022-12-31,Arbitrum,392770
2022-12-30,Arbitrum,533377
2022-12-29,Arbitrum,413831
2022-12-28,Arbitrum,440977
2022-12-27,Arbitrum,441451
2022-12-26,Arbitrum,482101
2022-12-25,Arbitrum,540733
2022-12-24,Arbitrum,582951
2022-12-23,Arbitrum,512374
2022-12-22,Arbitrum,526830
2022-12-21,Arbitrum,568764
2022-12-20,Arbitrum,553987
2022-12-19,Arbitrum,483689
2022-12-18,Arbitrum,472888
2022-12-17,Arbitrum,517871
2022-12-16,Arbitrum,610509
2022-12-15,Arbitrum,663867
2022-12-14,Arbitrum,617447
2022-12-13,Arbitrum,631483
2022-12-12,Arbitrum,652590
2022-12-11,Arbitrum,483731
2022-12-10,Arbitrum,499558
2022-12-09,Arbitrum,553244
2022-12-08,Arbitrum,589295
2022-12-07,Arbitrum,602160
2022-12-06,Arbitrum,639827
2022-12-05,Arbitrum,621701
2022-12-04,Arbitrum,685202
2022-12-03,Arbitrum,646140
2022-12-02,Arbitrum,645790
2022-12-01,Arbitrum,639631
2022-11-30,Arbitrum,685158
2022-11-29,Arbitrum,660361
2022-11-28,Arbitrum,611802
2022-11-27,Arbitrum,583109
2022-11-26,Arbitrum,601650
2022-11-25,Arbitrum,623376
2022-11-24,Arbitrum,624725
2022-11-23,Arbitrum,703142
2022-11-22,Arbitrum,764416
2022-11-21,Arbitrum,812416
2022-11-20,Arbitrum,810418
2022-11-19,Arbitrum,750610
2022-11-18,Arbitrum,552561
2022-11-17,Arbitrum,565466
2022-11-16,Arbitrum,607614
2022-11-15,Arbitrum,609234
2022-11-14,Arbitrum,621994
2022-11-13,Arbitrum,595683
2022-11-12,Arbitrum,626309
2022-11-11,Arbitrum,774066
2022-11-10,Arbitrum,763343
2022-11-09,Arbitrum,880436
2022-11-08,Arbitrum,881657
2022-11-07,Arbitrum,682823
2022-11-06,Arbitrum,653691
2022-11-05,Arbitrum,615928
2022-11-04,Arbitrum,572501
2022-11-03,Arbitrum,578784
2022-11-02,Arbitrum,624879
2022-11-01,Arbitrum,667831
2022-10-31,Arbitrum,657897
2022-10-30,Arbitrum,654318
2022-10-29,Arbitrum,633127
2022-10-28,Arbitrum,670506
2022-10-27,Arbitrum,723488
2022-10-26,Arbitrum,709327
2022-10-25,Arbitrum,632698
2022-10-24,Arbitrum,590981
2022-10-23,Arbitrum,497455
2022-10-22,Arbitrum,449415
2022-10-21,Arbitrum,464670
2022-10-20,Arbitrum,655935
2022-10-19,Arbitrum,649612
2022-10-18,Arbitrum,425983
2022-10-17,Arbitrum,396383
2022-10-16,Arbitrum,345288
2022-10-15,Arbitrum,338738
2022-10-14,Arbitrum,410609
2022-10-13,Arbitrum,396440
2022-10-12,Arbitrum,330803
2022-10-11,Arbitrum,321412
2022-10-10,Arbitrum,292696
2022-10-09,Arbitrum,352054
2022-10-08,Arbitrum,419906
2022-10-07,Arbitrum,424009
2022-10-06,Arbitrum,399403
2022-10-05,Arbitrum,408151
2022-10-04,Arbitrum,354841
2022-10-03,Arbitrum,345687
2022-10-02,Arbitrum,414204
2022-10-01,Arbitrum,382293
2022-09-30,Arbitrum,379147
2022-09-29,Arbitrum,393430
2022-09-28,Arbitrum,461793
2022-09-27,Arbitrum,384853
2022-09-26,Arbitrum,425133
2022-09-25,Arbitrum,417925
2022-09-24,Arbitrum,389686
2022-09-23,Arbitrum,449409
2022-09-22,Arbitrum,476719
2022-09-21,Arbitrum,511749
2022-09-20,Arbitrum,458399
2022-09-19,Arbitrum,349680
2022-09-18,Arbitrum,269940
2022-09-17,Arbitrum,223394
2022-09-16,Arbitrum,276977
2022-09-15,Arbitrum,311439
2022-09-14,Arbitrum,308956
2022-09-13,Arbitrum,400174
2022-09-12,Arbitrum,326419
2022-09-11,Arbitrum,302401
2022-09-10,Arbitrum,315636
2022-09-09,Arbitrum,393351
2022-09-08,Arbitrum,407230
2022-09-07,Arbitrum,431594
2022-09-06,Arbitrum,442937
2022-09-05,Arbitrum,349913
2022-09-04,Arbitrum,327882
2022-09-03,Arbitrum,298816
2022-09-02,Arbitrum,325874
2022-09-01,Arbitrum,318777
2022-08-31,Arbitrum,255142
2022-08-30,Arbitrum,179382
2022-08-29,Arbitrum,159310
2022-08-28,Arbitrum,179422
2022-08-27,Arbitrum,149275
2022-08-26,Arbitrum,184507
2022-08-25,Arbitrum,116302
2022-08-24,Arbitrum,101861
2022-08-23,Arbitrum,107840
2022-08-22,Arbitrum,101569
2022-08-21,Arbitrum,97617
2022-08-20,Arbitrum,96816
2022-08-19,Arbitrum,117833
2022-08-18,Arbitrum,89905
2022-08-17,Arbitrum,112710
2022-08-16,Arbitrum,102034
2022-08-15,Arbitrum,95595
2022-08-14,Arbitrum,87100
2022-08-13,Arbitrum,81301
2022-08-12,Arbitrum,77777
2022-08-11,Arbitrum,103906
2022-08-10,Arbitrum,107303
2022-08-09,Arbitrum,113241
2022-08-08,Arbitrum,106276
2022-08-07,Arbitrum,92965
2022-08-06,Arbitrum,89923
2022-08-05,Arbitrum,100436
2022-08-04,Arbitrum,87285
2022-08-03,Arbitrum,98642
2022-08-02,Arbitrum,91211
2022-08-01,Arbitrum,86478
2022-07-31,Arbitrum,97705
2022-07-30,Arbitrum,89154
2022-07-29,Arbitrum,93810
2022-07-28,Arbitrum,102108
2022-07-27,Arbitrum,90729
2022-07-26,Arbitrum,92315
2022-07-25,Arbitrum,100219
2022-07-24,Arbitrum,91852
2022-07-23,Arbitrum,77243
2022-07-22,Arbitrum,91792
2022-07-21,Arbitrum,104285
2022-07-20,Arbitrum,107832
2022-07-19,Arbitrum,110085
2022-07-18,Arbitrum,116795
2022-07-17,Arbitrum,88615
2022-07-16,Arbitrum,76830
2022-07-15,Arbitrum,73912
2022-07-14,Arbitrum,78018
2022-07-13,Arbitrum,87808
2022-07-12,Arbitrum,66184
2022-07-11,Arbitrum,58493
2022-07-10,Arbitrum,58855
2022-07-09,Arbitrum,62997
2022-07-08,Arbitrum,68393
2022-07-07,Arbitrum,70252
2022-07-06,Arbitrum,76205
2022-07-05,Arbitrum,75613
2022-07-04,Arbitrum,88084
2022-07-03,Arbitrum,83768
2022-07-02,Arbitrum,98540
2022-07-01,Arbitrum,111532
2022-06-30,Arbitrum,156842
2022-06-29,Arbitrum,243907
2022-06-28,Arbitrum,213912
2022-06-27,Arbitrum,287019
2022-06-26,Arbitrum,240505
2022-06-25,Arbitrum,196837
2022-06-24,Arbitrum,185443
2022-06-23,Arbitrum,169197
2022-06-22,Arbitrum,197854
2022-06-21,Arbitrum,121008
2022-06-20,Arbitrum,96005
2022-06-19,Arbitrum,94115
2022-06-18,Arbitrum,111783
2022-06-17,Arbitrum,111090
2022-06-16,Arbitrum,103413
2022-06-15,Arbitrum,131470
2022-06-14,Arbitrum,117981
2022-06-13,Arbitrum,128732
2022-06-12,Arbitrum,99682
2022-06-11,Arbitrum,105899
2022-06-10,Arbitrum,83517
2022-06-09,Arbitrum,88937
2022-06-08,Arbitrum,92291
2022-06-07,Arbitrum,116621
2022-06-06,Arbitrum,104157
2022-06-05,Arbitrum,89497
2022-06-04,Arbitrum,92070
2022-06-03,Arbitrum,90152
2022-06-02,Arbitrum,102699
2022-06-01,Arbitrum,97129
2022-05-31,Arbitrum,83525
2022-05-30,Arbitrum,80859
2022-05-29,Arbitrum,75463
2022-05-28,Arbitrum,73438
2022-05-27,Arbitrum,80659
2022-05-26,Arbitrum,74753
2022-05-25,Arbitrum,72361
2022-05-24,Arbitrum,83054
2022-05-23,Arbitrum,87489
2022-05-22,Arbitrum,78325
2022-05-21,Arbitrum,80448
2022-05-20,Arbitrum,86043
2022-05-19,Arbitrum,90118
2022-05-18,Arbitrum,91139
2022-05-17,Arbitrum,95457
2022-05-16,Arbitrum,106053
2022-05-15,Arbitrum,89754
2022-05-14,Arbitrum,82978
2022-05-13,Arbitrum,73092
2022-05-12,Arbitrum,118514
2022-05-11,Arbitrum,123145
2022-05-10,Arbitrum,113348
2022-05-09,Arbitrum,133735
2022-05-08,Arbitrum,106916
2022-05-07,Arbitrum,89751
2022-05-06,Arbitrum,96739
2022-05-05,Arbitrum,85195
2022-05-04,Arbitrum,88701
2022-05-03,Arbitrum,75275
2022-05-02,Arbitrum,77136
2022-05-01,Arbitrum,56272
2022-04-30,Arbitrum,91691
2022-04-29,Arbitrum,92474
2022-04-28,Arbitrum,88372
2022-04-27,Arbitrum,90196
2022-04-26,Arbitrum,66352
2022-04-25,Arbitrum,71053
2022-04-24,Arbitrum,60351
2022-04-23,Arbitrum,65539
2022-04-22,Arbitrum,76262
2022-04-21,Arbitrum,77405
2022-04-20,Arbitrum,98533
2022-04-19,Arbitrum,76323
2022-04-18,Arbitrum,61054
2023-05-01,Ethereum,1102060
2023-04-30,Ethereum,974972
2023-04-29,Ethereum,887098
2023-04-28,Ethereum,987649
2023-04-27,Ethereum,939262
2023-04-26,Ethereum,978121
2023-04-25,Ethereum,976311
2023-04-24,Ethereum,940804
2023-04-23,Ethereum,867666
2023-04-22,Ethereum,862010
2023-04-21,Ethereum,1009840
2023-04-20,Ethereum,1073576
2023-04-19,Ethereum,1085066
2023-04-18,Ethereum,1070108
2023-04-17,Ethereum,1011979
2023-04-16,Ethereum,854249
2023-04-15,Ethereum,1056292
2023-04-14,Ethereum,1166392
2023-04-13,Ethereum,1094764
2023-04-12,Ethereum,1021632
2023-04-11,Ethereum,1084502
2023-04-10,Ethereum,1016480
2023-04-09,Ethereum,956899
2023-04-08,Ethereum,924776
2023-04-07,Ethereum,1043552
2023-04-06,Ethereum,1036898
2023-04-05,Ethereum,1123693
2023-04-04,Ethereum,1068725
2023-04-03,Ethereum,1052294
2023-04-02,Ethereum,981226
2023-04-01,Ethereum,1020143
2023-03-31,Ethereum,1150727
2023-03-30,Ethereum,1187924
2023-03-29,Ethereum,1165012
2023-03-28,Ethereum,1149677
2023-03-27,Ethereum,1100122
2023-03-26,Ethereum,1011463
2023-03-25,Ethereum,1052415
2023-03-24,Ethereum,1084231
2023-03-23,Ethereum,1077305
2023-03-22,Ethereum,1073049
2023-03-21,Ethereum,1081542
2023-03-20,Ethereum,1123422
2023-03-19,Ethereum,992358
2023-03-18,Ethereum,1023641
2023-03-17,Ethereum,1068367
2023-03-16,Ethereum,1042763
2023-03-15,Ethereum,1076742
2023-03-14,Ethereum,1105574
2023-03-13,Ethereum,1173725
2023-03-12,Ethereum,974883
2023-03-11,Ethereum,1031282
2023-03-10,Ethereum,1065950
2023-03-09,Ethereum,1037747
2023-03-08,Ethereum,1011772
2023-03-07,Ethereum,1035152
2023-03-06,Ethereum,1037182
2023-03-05,Ethereum,940858
2023-03-04,Ethereum,971157
2023-03-03,Ethereum,1092189
2023-03-02,Ethereum,1088950
2023-03-01,Ethereum,1081357
2023-02-28,Ethereum,1044634
2023-02-27,Ethereum,1034112
2023-02-26,Ethereum,982721
2023-02-25,Ethereum,995229
2023-02-24,Ethereum,1095771
2023-02-23,Ethereum,1093537
2023-02-22,Ethereum,1080839
2023-02-21,Ethereum,1084290
2023-02-20,Ethereum,1059640
2023-02-19,Ethereum,1002399
2023-02-18,Ethereum,972865
2023-02-17,Ethereum,1066755
2023-02-16,Ethereum,1138195
2023-02-15,Ethereum,1160879
2023-02-14,Ethereum,1141796
2023-02-13,Ethereum,1054742
2023-02-12,Ethereum,953020
2023-02-11,Ethereum,961493
2023-02-10,Ethereum,1071635
2023-02-09,Ethereum,1082467
2023-02-08,Ethereum,1121215
2023-02-07,Ethereum,1142836
2023-02-06,Ethereum,1077149
2023-02-05,Ethereum,1069625
2023-02-04,Ethereum,1064597
2023-02-03,Ethereum,1072608
2023-02-02,Ethereum,1104114
2023-02-01,Ethereum,1064236
2023-01-31,Ethereum,1086364
2023-01-30,Ethereum,1074566
2023-01-29,Ethereum,998228
2023-01-28,Ethereum,964429
2023-01-27,Ethereum,1100192
2023-01-26,Ethereum,1048864
2023-01-25,Ethereum,1020705
2023-01-24,Ethereum,1032293
2023-01-23,Ethereum,947725
2023-01-22,Ethereum,889814
2023-01-21,Ethereum,994076
2023-01-20,Ethereum,1024504
2023-01-19,Ethereum,1007125
2023-01-18,Ethereum,1118225
2023-01-17,Ethereum,1018353
2023-01-16,Ethereum,1057284
2023-01-15,Ethereum,1000777
2023-01-14,Ethereum,1107804
2023-01-13,Ethereum,1076328
2023-01-12,Ethereum,1085563
2023-01-11,Ethereum,1083178
2023-01-10,Ethereum,1061055
2023-01-09,Ethereum,1093675
2023-01-08,Ethereum,1184114
2023-01-07,Ethereum,957607
2023-01-06,Ethereum,1028132
2023-01-05,Ethereum,1142818
2023-01-04,Ethereum,1046389
2023-01-03,Ethereum,948116
2023-01-02,Ethereum,920276
2023-01-01,Ethereum,742785
2022-12-31,Ethereum,865806
2022-12-30,Ethereum,944771
2022-12-29,Ethereum,945627
2022-12-28,Ethereum,977389
2022-12-27,Ethereum,1025274
2022-12-26,Ethereum,937653
2022-12-25,Ethereum,836424
2022-12-24,Ethereum,911507
2022-12-23,Ethereum,1044772
2022-12-22,Ethereum,989565
2022-12-21,Ethereum,1029079
2022-12-20,Ethereum,992470
2022-12-19,Ethereum,994746
2022-12-18,Ethereum,916817
2022-12-17,Ethereum,1040618
2022-12-16,Ethereum,1153272
2022-12-15,Ethereum,1080176
2022-12-14,Ethereum,1095120
2022-12-13,Ethereum,1151038
2022-12-12,Ethereum,1182001
2022-12-11,Ethereum,1068092
2022-12-10,Ethereum,1103199
2022-12-09,Ethereum,1932711
2022-12-08,Ethereum,923887
2022-12-07,Ethereum,972121
2022-12-06,Ethereum,1049066
2022-12-05,Ethereum,1008205
2022-12-04,Ethereum,962172
2022-12-03,Ethereum,963761
2022-12-02,Ethereum,1032952
2022-12-01,Ethereum,984139
2022-11-30,Ethereum,1026508
2022-11-29,Ethereum,1047387
2022-11-28,Ethereum,1087721
2022-11-27,Ethereum,881336
2022-11-26,Ethereum,934988
2022-11-25,Ethereum,999123
2022-11-24,Ethereum,990202
2022-11-23,Ethereum,972566
2022-11-22,Ethereum,962924
2022-11-21,Ethereum,963954
2022-11-20,Ethereum,927233
2022-11-19,Ethereum,911890
2022-11-18,Ethereum,1008485
2022-11-17,Ethereum,1103401
2022-11-16,Ethereum,1083796
2022-11-15,Ethereum,1136911
2022-11-14,Ethereum,1192824
2022-11-13,Ethereum,1133442
2022-11-12,Ethereum,1033438
2022-11-11,Ethereum,1118967
2022-11-10,Ethereum,1184632
2022-11-09,Ethereum,1219648
2022-11-08,Ethereum,1132048
2022-11-07,Ethereum,1106711
2022-11-06,Ethereum,962845
2022-11-05,Ethereum,952067
2022-11-04,Ethereum,1014135
2022-11-03,Ethereum,1093977
2022-11-02,Ethereum,1015945
2022-11-01,Ethereum,1071986
2022-10-31,Ethereum,1063248
2022-10-30,Ethereum,1033475
2022-10-29,Ethereum,1038800
2022-10-28,Ethereum,1059633
2022-10-27,Ethereum,1111785
2022-10-26,Ethereum,1104723
2022-10-25,Ethereum,1048003
2022-10-24,Ethereum,1039240
2022-10-23,Ethereum,1009771
2022-10-22,Ethereum,959417
2022-10-21,Ethereum,1116822
2022-10-20,Ethereum,1155589
2022-10-19,Ethereum,1088602
2022-10-18,Ethereum,1062562
2022-10-17,Ethereum,1073063
2022-10-16,Ethereum,980678
2022-10-15,Ethereum,1037870
2022-10-14,Ethereum,1071895
2022-10-13,Ethereum,1124129
2022-10-12,Ethereum,1074204
2022-10-11,Ethereum,1130309
2022-10-10,Ethereum,1123390
2022-10-09,Ethereum,1068531
2022-10-08,Ethereum,1180084
2022-10-07,Ethereum,1180358
2022-10-06,Ethereum,1202667
2022-10-05,Ethereum,1169356
2022-10-04,Ethereum,1185269
2022-10-03,Ethereum,1307142
2022-10-02,Ethereum,1163876
2022-10-01,Ethereum,1158038
2022-09-30,Ethereum,1225886
2022-09-29,Ethereum,1129558
2022-09-28,Ethereum,1109706
2022-09-27,Ethereum,1214294
2022-09-26,Ethereum,1141218
2022-09-25,Ethereum,1107217
2022-09-24,Ethereum,1109206
2022-09-23,Ethereum,1119895
2022-09-22,Ethereum,1118297
2022-09-21,Ethereum,1100130
2022-09-20,Ethereum,1149031
2022-09-19,Ethereum,1138210
2022-09-18,Ethereum,1156893
2022-09-17,Ethereum,1322077
2022-09-16,Ethereum,1311849
2022-09-15,Ethereum,1265640
2022-09-14,Ethereum,1109172
2022-09-13,Ethereum,1093205
2022-09-12,Ethereum,1068969
2022-09-11,Ethereum,1024482
2022-09-10,Ethereum,998158
2022-09-09,Ethereum,1093966
2022-09-08,Ethereum,1078689
2022-09-07,Ethereum,1068296
2022-09-06,Ethereum,1076929
2022-09-05,Ethereum,1091350
2022-09-04,Ethereum,1113119
2022-09-03,Ethereum,1035586
2022-09-02,Ethereum,1083220
2022-09-01,Ethereum,1085160
2022-08-31,Ethereum,1035135
2022-08-30,Ethereum,1051964
2022-08-29,Ethereum,1083202
2022-08-28,Ethereum,1025044
2022-08-27,Ethereum,1047949
2022-08-26,Ethereum,1057768
2022-08-25,Ethereum,1074563
2022-08-24,Ethereum,1043820
2022-08-23,Ethereum,1075718
2022-08-22,Ethereum,1059940
2022-08-21,Ethereum,1077250
2022-08-20,Ethereum,1096088
2022-08-19,Ethereum,1093309
2022-08-18,Ethereum,1117868
2022-08-17,Ethereum,1099261
2022-08-16,Ethereum,1086312
2022-08-15,Ethereum,1104408
2022-08-14,Ethereum,1102367
2022-08-13,Ethereum,1106236
2022-08-12,Ethereum,1130848
2022-08-11,Ethereum,1098707
2022-08-10,Ethereum,1160380
2022-08-09,Ethereum,1125139
2022-08-08,Ethereum,1167115
2022-08-07,Ethereum,1166932
2022-08-06,Ethereum,1148225
2022-08-05,Ethereum,1207188
2022-08-04,Ethereum,1459603
2022-08-03,Ethereum,1250888
2022-08-02,Ethereum,1206185
2022-08-01,Ethereum,1342202
2022-07-31,Ethereum,1158621
2022-07-30,Ethereum,1179749
2022-07-29,Ethereum,1192330
2022-07-28,Ethereum,1158611
2022-07-27,Ethereum,1197448
2022-07-26,Ethereum,1679068
2022-07-25,Ethereum,1275861
2022-07-24,Ethereum,1122303
2022-07-23,Ethereum,1144468
2022-07-22,Ethereum,1201699
2022-07-21,Ethereum,1204397
2022-07-20,Ethereum,1191452
2022-07-19,Ethereum,1175526
2022-07-18,Ethereum,1213565
2022-07-17,Ethereum,1245545
2022-07-16,Ethereum,1241502
2022-07-15,Ethereum,1217596
2022-07-14,Ethereum,1189567
2022-07-13,Ethereum,1174882
2022-07-12,Ethereum,1135896
2022-07-11,Ethereum,1146369
2022-07-10,Ethereum,1148902
2022-07-09,Ethereum,1170747
2022-07-08,Ethereum,1192819
2022-07-07,Ethereum,1194330
2022-07-06,Ethereum,1161432
2022-07-05,Ethereum,1182504
2022-07-04,Ethereum,1151999
2022-07-03,Ethereum,1157052
2022-07-02,Ethereum,1189382
2022-07-01,Ethereum,1178620
2022-06-30,Ethereum,1054433
2022-06-29,Ethereum,1005566
2022-06-28,Ethereum,976577
2022-06-27,Ethereum,994102
2022-06-26,Ethereum,919721
2022-06-25,Ethereum,939290
2022-06-24,Ethereum,1019472
2022-06-23,Ethereum,967965
2022-06-22,Ethereum,988683
2022-06-21,Ethereum,1012862
2022-06-20,Ethereum,1042748
2022-06-19,Ethereum,1018674
2022-06-18,Ethereum,1058336
2022-06-17,Ethereum,1110579
2022-06-16,Ethereum,1100312
2022-06-15,Ethereum,1097000
2022-06-14,Ethereum,1086757
2022-06-13,Ethereum,1109435
2022-06-12,Ethereum,1021635
2022-06-11,Ethereum,1031618
2022-06-10,Ethereum,1079448
2022-06-09,Ethereum,1022462
2022-06-08,Ethereum,1042749
2022-06-07,Ethereum,1050984
2022-06-06,Ethereum,1044319
2022-06-05,Ethereum,1007109
2022-06-04,Ethereum,1029121
2022-06-03,Ethereum,1067485
2022-06-02,Ethereum,1092776
2022-06-01,Ethereum,1091283
2022-05-31,Ethereum,1149142
2022-05-30,Ethereum,1070320
2022-05-29,Ethereum,1065407
2022-05-28,Ethereum,1069802
2022-05-27,Ethereum,1093469
2022-05-26,Ethereum,1071180
2022-05-25,Ethereum,1094639
2022-05-24,Ethereum,1100715
2022-05-23,Ethereum,1085863
2022-05-22,Ethereum,1055644
2022-05-21,Ethereum,1094539
2022-05-20,Ethereum,1112811
2022-05-19,Ethereum,1093367
2022-05-18,Ethereum,1177913
2022-05-17,Ethereum,1135718
2022-05-16,Ethereum,1124352
2022-05-15,Ethereum,1089441
2022-05-14,Ethereum,1139785
2022-05-13,Ethereum,1342405
2022-05-12,Ethereum,1327755
2022-05-11,Ethereum,1210708
2022-05-10,Ethereum,1202934
2022-05-09,Ethereum,1158340
2022-05-08,Ethereum,1087198
2022-05-07,Ethereum,1051489
2022-05-06,Ethereum,1116562
2022-05-05,Ethereum,1187804
2022-05-04,Ethereum,1102254
2022-05-03,Ethereum,1077506
2022-05-02,Ethereum,1112065
2022-05-01,Ethereum,1154787
2022-04-30,Ethereum,1211671
2022-04-29,Ethereum,1168081
2022-04-28,Ethereum,1155514
2022-04-27,Ethereum,1161504
2022-04-26,Ethereum,1125250
2022-04-25,Ethereum,1149227
2022-04-24,Ethereum,1071778
2022-04-23,Ethereum,1051478
2022-04-22,Ethereum,1144822
2022-04-21,Ethereum,1119925
2022-04-20,Ethereum,1241534
2022-04-19,Ethereum,1214496
2022-04-18,Ethereum,1103439
