Date,DEX,Values,Blockchain
2023-01-12,Curve,2787,Optimism
2023-01-12,Fraxswap,110,Optimism
2023-01-12,KyberSwap,4782,Optimism
2023-01-12,Sushiswap,1164,Optimism
2023-01-12,Synthetix,1701,Optimism
2023-01-12,Uniswap,123100,Optimism
2023-01-12,Velodrome,31542,Optimism
2023-01-12,WOOFi,250,Optimism
2023-01-12,Balancer,5717,Polygon
2023-01-12,Curve,1111,Polygon
2023-01-12,DODO,7000,Polygon
2023-01-12,Fraxswap,354,Polygon
2023-01-12,KyberSwap,15090,Polygon
2023-01-12,QuickSwap,69225,Polygon
2023-01-12,Sushiswap,11627,Polygon
2023-01-12,Uniswap,73832,Polygon
2023-01-12,WOOFi,69,Polygon
2023-01-11,Curve,1366,Avalanche
2023-01-11,Fraxswap,99,Avalanche
2023-01-11,GMX,1649,Avalanche
2023-01-11,Hashflow,651,Avalanche
2023-01-11,KyberSwap,6196,Avalanche
2023-01-11,Pangolin,11568,Avalanche
2023-01-11,Platypus,2026,Avalanche
2023-01-11,Sushiswap,963,Avalanche
2023-01-11,Trader Joe,32584,Avalanche
2023-01-11,WOOFi,246,Avalanche
2023-01-11,Balancer,1304,Ethereum
2023-01-11,Curve,1946,Ethereum
2023-01-11,DODO,152,Ethereum
2023-01-11,Fraxswap,118,Ethereum
2023-01-11,Hashflow,288,Ethereum
2023-01-11,KyberSwap,271,Ethereum
2023-01-11,PancakeSwap,205,Ethereum
2023-01-11,Shibaswap,1358,Ethereum
2023-01-11,Sushiswap,6194,Ethereum
2023-01-11,Synthetix,14,Ethereum
2023-01-11,Uniswap,110065,Ethereum
2023-01-11,Beethoven X,2119,Optimism
2023-01-11,Curve,1913,Optimism
2023-01-11,Fraxswap,36,Optimism
2023-01-11,KyberSwap,1510,Optimism
2023-01-11,Sushiswap,720,Optimism
2023-01-11,Synthetix,1702,Optimism
2023-01-11,Uniswap,88179,Optimism
2023-01-11,Velodrome,16501,Optimism
2023-01-11,WOOFi,145,Optimism
2023-01-11,Balancer,3823,Polygon
2023-01-11,Curve,672,Polygon
2023-01-11,DODO,6319,Polygon
2023-01-11,Fraxswap,186,Polygon
2023-01-11,KyberSwap,9579,Polygon
2023-01-11,QuickSwap,57765,Polygon
2023-01-11,Sushiswap,10013,Polygon
2023-01-11,Uniswap,46624,Polygon
2023-01-11,WOOFi,38,Polygon
2023-01-10,Curve,736,Avalanche
2023-01-10,Fraxswap,38,Avalanche
2023-01-10,GMX,952,Avalanche
2023-01-10,Hashflow,260,Avalanche
2023-01-10,KyberSwap,3590,Avalanche
2023-01-10,Pangolin,4707,Avalanche
2023-01-10,Platypus,847,Avalanche
2023-01-10,Sushiswap,497,Avalanche
2023-01-10,Trader Joe,15252,Avalanche
2023-01-10,WOOFi,9,Avalanche
2023-01-10,Balancer,980,Ethereum
2023-01-10,Curve,1634,Ethereum
2023-01-10,DODO,135,Ethereum
2023-01-10,Fraxswap,103,Ethereum
2023-01-10,Hashflow,268,Ethereum
2023-01-10,KyberSwap,314,Ethereum
2023-01-10,PancakeSwap,215,Ethereum
2023-01-10,Shibaswap,1279,Ethereum
2023-01-10,Sushiswap,5705,Ethereum
2023-01-10,Synthetix,9,Ethereum
2023-01-10,Uniswap,110521,Ethereum
2023-01-10,Beethoven X,1948,Optimism
2023-01-10,Curve,1693,Optimism
2023-01-10,Fraxswap,17,Optimism
2023-01-10,KyberSwap,1879,Optimism
2023-01-10,Sushiswap,501,Optimism
2023-01-10,Synthetix,1421,Optimism
2023-01-10,Uniswap,83249,Optimism
2023-01-10,Velodrome,15952,Optimism
2023-01-10,WOOFi,94,Optimism
2023-01-10,Balancer,3630,Polygon
2023-01-10,Curve,655,Polygon
2023-01-10,DODO,5670,Polygon
2023-01-10,Fraxswap,163,Polygon
2023-01-10,KyberSwap,8417,Polygon
2023-01-10,QuickSwap,51146,Polygon
2023-01-10,Sushiswap,8922,Polygon
2023-01-10,Uniswap,48167,Polygon
2023-01-10,WOOFi,10,Polygon
2023-01-09,Curve,771,Avalanche
2023-01-09,Fraxswap,65,Avalanche
2023-01-09,GMX,1006,Avalanche
2023-01-09,Hashflow,546,Avalanche
2023-01-09,KyberSwap,4513,Avalanche
2023-01-09,Pangolin,5823,Avalanche
2023-01-09,Platypus,1088,Avalanche
2023-01-09,Sushiswap,534,Avalanche
2023-01-09,Trader Joe,17288,Avalanche
2023-01-09,WOOFi,1067,Avalanche
2023-01-09,Balancer,1306,Ethereum
2023-01-09,Curve,1968,Ethereum
2023-01-09,DODO,161,Ethereum
2023-01-09,Fraxswap,177,Ethereum
2023-01-09,Hashflow,359,Ethereum
2023-01-09,KyberSwap,370,Ethereum
2023-01-09,PancakeSwap,211,Ethereum
2023-01-09,Shibaswap,1284,Ethereum
2023-01-09,Sushiswap,6222,Ethereum
2023-01-09,Synthetix,26,Ethereum
2023-01-09,Uniswap,116668,Ethereum
2023-01-09,Beethoven X,2765,Optimism
2023-01-09,Curve,1641,Optimism
2023-01-09,Fraxswap,55,Optimism
2023-01-09,KyberSwap,2075,Optimism
2023-01-09,Sushiswap,299,Optimism
2023-01-09,Synthetix,1311,Optimism
2023-01-09,Uniswap,110761,Optimism
2023-01-09,Velodrome,23080,Optimism
2023-01-09,WOOFi,117,Optimism
2023-01-09,Balancer,5594,Polygon
2023-01-09,Curve,1022,Polygon
2023-01-09,DODO,7019,Polygon
2023-01-09,Fraxswap,420,Polygon
2023-01-09,KyberSwap,13282,Polygon
2023-01-09,QuickSwap,59025,Polygon
2023-01-09,Sushiswap,11164,Polygon
2023-01-09,Uniswap,66354,Polygon
2023-01-09,WOOFi,226,Polygon
2023-01-08,Curve,388,Avalanche
2023-01-08,Fraxswap,34,Avalanche
2023-01-08,GMX,321,Avalanche
2023-01-08,Hashflow,143,Avalanche
2023-01-08,KyberSwap,1816,Avalanche
2023-01-08,Pangolin,3623,Avalanche
2023-01-08,Platypus,624,Avalanche
2023-01-08,Sushiswap,483,Avalanche
2023-01-08,Trader Joe,10402,Avalanche
2023-01-08,WOOFi,820,Avalanche
2023-01-08,Balancer,884,Ethereum
2023-01-08,Curve,1157,Ethereum
2023-01-08,DODO,82,Ethereum
2023-01-08,Fraxswap,154,Ethereum
2023-01-08,Hashflow,211,Ethereum
2023-01-08,KyberSwap,219,Ethereum
2023-01-08,PancakeSwap,151,Ethereum
2023-01-08,Shibaswap,1156,Ethereum
2023-01-08,Sushiswap,4730,Ethereum
2023-01-08,Synthetix,9,Ethereum
2023-01-08,Uniswap,97069,Ethereum
2023-01-08,Beethoven X,2217,Optimism
2023-01-08,Curve,1753,Optimism
2023-01-08,Fraxswap,45,Optimism
2023-01-08,KyberSwap,1976,Optimism
2023-01-08,Sushiswap,292,Optimism
2023-01-08,Synthetix,966,Optimism
2023-01-08,Uniswap,82120,Optimism
2023-01-08,Velodrome,16671,Optimism
2023-01-08,WOOFi,266,Optimism
2023-01-08,Balancer,3598,Polygon
2023-01-08,Curve,459,Polygon
2023-01-08,DODO,4283,Polygon
2023-01-08,Fraxswap,261,Polygon
2023-01-08,KyberSwap,6622,Polygon
2023-01-08,QuickSwap,54503,Polygon
2023-01-08,Sushiswap,8054,Polygon
2023-01-08,Uniswap,42101,Polygon
2023-01-08,WOOFi,585,Polygon
2023-01-07,Curve,352,Avalanche
2023-01-07,Fraxswap,17,Avalanche
2023-01-07,GMX,120,Avalanche
2023-01-07,Hashflow,178,Avalanche
2023-01-07,KyberSwap,1607,Avalanche
2023-01-07,Pangolin,2612,Avalanche
2023-01-07,Platypus,511,Avalanche
2023-01-07,Sushiswap,489,Avalanche
2023-01-07,Trader Joe,8156,Avalanche
2023-01-07,WOOFi,428,Avalanche
2023-01-07,Balancer,639,Ethereum
2023-01-07,Curve,1055,Ethereum
2023-01-07,DODO,50,Ethereum
2023-01-07,Fraxswap,107,Ethereum
2023-01-07,Hashflow,177,Ethereum
2023-01-07,KyberSwap,187,Ethereum
2023-01-07,PancakeSwap,136,Ethereum
2023-01-07,Shibaswap,1039,Ethereum
2023-01-07,Sushiswap,4482,Ethereum
2023-01-07,Synthetix,3,Ethereum
2023-01-07,Uniswap,92227,Ethereum
2023-01-07,Beethoven X,1557,Optimism
2023-01-07,Curve,2268,Optimism
2023-01-07,Fraxswap,15,Optimism
2023-01-07,KyberSwap,1363,Optimism
2023-01-07,Sushiswap,278,Optimism
2023-01-07,Synthetix,1002,Optimism
2023-01-07,Uniswap,88182,Optimism
2023-01-07,Velodrome,12491,Optimism
2023-01-07,WOOFi,179,Optimism
2023-01-07,Balancer,2528,Polygon
2023-01-07,Curve,576,Polygon
2023-01-07,DODO,4085,Polygon
2023-01-07,Fraxswap,176,Polygon
2023-01-07,KyberSwap,3900,Polygon
2023-01-07,QuickSwap,47342,Polygon
2023-01-07,Sushiswap,7376,Polygon
2023-01-07,Uniswap,29152,Polygon
2023-01-07,WOOFi,466,Polygon
2023-01-06,Curve,419,Avalanche
2023-01-06,Fraxswap,33,Avalanche
2023-01-06,GMX,323,Avalanche
2023-01-06,Hashflow,223,Avalanche
2023-01-06,KyberSwap,2828,Avalanche
2023-01-06,Pangolin,3763,Avalanche
2023-01-06,Platypus,859,Avalanche
2023-01-06,Sushiswap,375,Avalanche
2023-01-06,Trader Joe,11117,Avalanche
2023-01-06,WOOFi,747,Avalanche
2023-01-06,Balancer,959,Ethereum
2023-01-06,Curve,1304,Ethereum
2023-01-06,DODO,97,Ethereum
2023-01-06,Fraxswap,106,Ethereum
2023-01-06,Hashflow,185,Ethereum
2023-01-06,KyberSwap,246,Ethereum
2023-01-06,PancakeSwap,180,Ethereum
2023-01-06,Shibaswap,1437,Ethereum
2023-01-06,Sushiswap,4060,Ethereum
2023-01-06,Synthetix,19,Ethereum
2023-01-06,Uniswap,109817,Ethereum
2023-01-06,Beethoven X,2034,Optimism
2023-01-06,Curve,2346,Optimism
2023-01-06,Fraxswap,40,Optimism
2023-01-06,KyberSwap,1418,Optimism
2023-01-06,Sushiswap,252,Optimism
2023-01-06,Synthetix,796,Optimism
2023-01-06,Uniswap,80784,Optimism
2023-01-06,Velodrome,13450,Optimism
2023-01-06,WOOFi,128,Optimism
2023-01-06,Balancer,3164,Polygon
2023-01-06,Curve,706,Polygon
2023-01-06,DODO,4485,Polygon
2023-01-06,Fraxswap,173,Polygon
2023-01-06,KyberSwap,6123,Polygon
2023-01-06,QuickSwap,52678,Polygon
2023-01-06,Sushiswap,7600,Polygon
2023-01-06,Uniswap,39716,Polygon
2023-01-06,WOOFi,501,Polygon
2023-01-05,Curve,329,Avalanche
2023-01-05,Fraxswap,15,Avalanche
2023-01-05,GMX,283,Avalanche
2023-01-05,Hashflow,169,Avalanche
2023-01-05,KyberSwap,2080,Avalanche
2023-01-05,Pangolin,3498,Avalanche
2023-01-05,Platypus,508,Avalanche
2023-01-05,Sushiswap,484,Avalanche
2023-01-05,Trader Joe,10675,Avalanche
2023-01-05,WOOFi,970,Avalanche
2023-01-05,Balancer,743,Ethereum
2023-01-05,Curve,1273,Ethereum
2023-01-05,DODO,87,Ethereum
2023-01-05,Fraxswap,76,Ethereum
2023-01-05,Hashflow,163,Ethereum
2023-01-05,KyberSwap,205,Ethereum
2023-01-05,PancakeSwap,137,Ethereum
2023-01-05,Shibaswap,1824,Ethereum
2023-01-05,Sushiswap,4108,Ethereum
2023-01-05,Synthetix,13,Ethereum
2023-01-05,Uniswap,116740,Ethereum
2023-01-05,Beethoven X,1853,Optimism
2023-01-05,Curve,1266,Optimism
2023-01-05,Fraxswap,7,Optimism
2023-01-05,KyberSwap,1438,Optimism
2023-01-05,Sushiswap,245,Optimism
2023-01-05,Synthetix,1075,Optimism
2023-01-05,Uniswap,67100,Optimism
2023-01-05,Velodrome,13497,Optimism
2023-01-05,WOOFi,161,Optimism
2023-01-05,Balancer,3002,Polygon
2023-01-05,Curve,495,Polygon
2023-01-05,DODO,3831,Polygon
2023-01-05,Fraxswap,157,Polygon
2023-01-05,KyberSwap,5213,Polygon
2023-01-05,QuickSwap,52583,Polygon
2023-01-05,Sushiswap,6965,Polygon
2023-01-05,Uniswap,33401,Polygon
2023-01-05,WOOFi,372,Polygon
2023-01-04,Curve,391,Avalanche
2023-01-04,Fraxswap,51,Avalanche
2023-01-04,GMX,596,Avalanche
2023-01-04,Hashflow,137,Avalanche
2023-01-04,KyberSwap,3479,Avalanche
2023-01-04,Pangolin,4547,Avalanche
2023-01-04,Platypus,882,Avalanche
2023-01-04,Sushiswap,585,Avalanche
2023-01-04,Trader Joe,14320,Avalanche
2023-01-04,WOOFi,1541,Avalanche
2023-01-04,Balancer,1102,Ethereum
2023-01-04,Curve,1527,Ethereum
2023-01-04,DODO,145,Ethereum
2023-01-04,Fraxswap,142,Ethereum
2023-01-04,Hashflow,170,Ethereum
2023-01-04,KyberSwap,292,Ethereum
2023-01-04,PancakeSwap,172,Ethereum
2023-01-04,Shibaswap,1308,Ethereum
2023-01-04,Sushiswap,5201,Ethereum
2023-01-04,Synthetix,27,Ethereum
2023-01-04,Uniswap,130871,Ethereum
2023-01-04,Beethoven X,2253,Optimism
2023-01-04,Curve,2365,Optimism
2023-01-04,DODO,1,Optimism
2023-01-04,Fraxswap,48,Optimism
2023-01-04,KyberSwap,2216,Optimism
2023-01-04,Sushiswap,192,Optimism
2023-01-04,Synthetix,922,Optimism
2023-01-04,Uniswap,73150,Optimism
2023-01-04,Velodrome,16013,Optimism
2023-01-04,WOOFi,202,Optimism
2023-01-04,Balancer,4101,Polygon
2023-01-04,Curve,777,Polygon
2023-01-04,DODO,5766,Polygon
2023-01-04,Fraxswap,350,Polygon
2023-01-04,KyberSwap,8160,Polygon
2023-01-04,QuickSwap,52034,Polygon
2023-01-04,Sushiswap,8537,Polygon
2023-01-04,Uniswap,49688,Polygon
2023-01-04,WOOFi,638,Polygon
2023-01-03,Curve,519,Avalanche
2023-01-03,Fraxswap,28,Avalanche
2023-01-03,GMX,322,Avalanche
2023-01-03,Hashflow,131,Avalanche
2023-01-03,KyberSwap,2393,Avalanche
2023-01-03,Pangolin,4027,Avalanche
2023-01-03,Platypus,682,Avalanche
2023-01-03,Sushiswap,420,Avalanche
2023-01-03,Trader Joe,12090,Avalanche
2023-01-03,WOOFi,858,Avalanche
2023-01-03,Balancer,756,Ethereum
2023-01-03,Curve,1252,Ethereum
2023-01-03,DODO,120,Ethereum
2023-01-03,Fraxswap,108,Ethereum
2023-01-03,Hashflow,140,Ethereum
2023-01-03,KyberSwap,206,Ethereum
2023-01-03,PancakeSwap,152,Ethereum
2023-01-03,Shibaswap,663,Ethereum
2023-01-03,Sushiswap,4037,Ethereum
2023-01-03,Synthetix,16,Ethereum
2023-01-03,Uniswap,121275,Ethereum
2023-01-03,Beethoven X,1364,Optimism
2023-01-03,Curve,1012,Optimism
2023-01-03,Fraxswap,24,Optimism
2023-01-03,KyberSwap,866,Optimism
2023-01-03,Sushiswap,203,Optimism
2023-01-03,Synthetix,949,Optimism
2023-01-03,Uniswap,60416,Optimism
2023-01-03,Velodrome,10142,Optimism
2023-01-03,WOOFi,248,Optimism
2023-01-03,Balancer,3019,Polygon
2023-01-03,Curve,594,Polygon
2023-01-03,DODO,4026,Polygon
2023-01-03,Fraxswap,386,Polygon
2023-01-03,KyberSwap,5269,Polygon
2023-01-03,QuickSwap,44680,Polygon
2023-01-03,Sushiswap,6540,Polygon
2023-01-03,Uniswap,37041,Polygon
2023-01-03,WOOFi,364,Polygon
2023-01-02,Curve,370,Avalanche
2023-01-02,Fraxswap,20,Avalanche
2023-01-02,GMX,353,Avalanche
2023-01-02,Hashflow,185,Avalanche
2023-01-02,KyberSwap,1948,Avalanche
2023-01-02,Pangolin,3518,Avalanche
2023-01-02,Platypus,441,Avalanche
2023-01-02,Sushiswap,403,Avalanche
2023-01-02,Trader Joe,11848,Avalanche
2023-01-02,WOOFi,806,Avalanche
2023-01-02,Balancer,696,Ethereum
2023-01-02,Curve,1201,Ethereum
2023-01-02,DODO,108,Ethereum
2023-01-02,Fraxswap,119,Ethereum
2023-01-02,Hashflow,138,Ethereum
2023-01-02,KyberSwap,238,Ethereum
2023-01-02,PancakeSwap,160,Ethereum
2023-01-02,Shibaswap,832,Ethereum
2023-01-02,Sushiswap,4727,Ethereum
2023-01-02,Synthetix,20,Ethereum
2023-01-02,Uniswap,108051,Ethereum
2023-01-02,Beethoven X,1443,Optimism
2023-01-02,Curve,910,Optimism
2023-01-02,Fraxswap,24,Optimism
2023-01-02,KyberSwap,1104,Optimism
2023-01-02,Sushiswap,234,Optimism
2023-01-02,Synthetix,752,Optimism
2023-01-02,Uniswap,47136,Optimism
2023-01-02,Velodrome,9199,Optimism
2023-01-02,WOOFi,192,Optimism
2023-01-02,Balancer,2806,Polygon
2023-01-02,Curve,581,Polygon
2023-01-02,DODO,3512,Polygon
2023-01-02,Fraxswap,351,Polygon
2023-01-02,KyberSwap,6370,Polygon
2023-01-02,QuickSwap,46120,Polygon
2023-01-02,Sushiswap,7532,Polygon
2023-01-02,Uniswap,39373,Polygon
2023-01-02,WOOFi,594,Polygon
2023-01-01,Curve,354,Avalanche
2023-01-01,Fraxswap,32,Avalanche
2023-01-01,GMX,199,Avalanche
2023-01-01,Hashflow,169,Avalanche
2023-01-01,KyberSwap,1449,Avalanche
2023-01-01,Pangolin,2597,Avalanche
2023-01-01,Platypus,449,Avalanche
2023-01-01,Sushiswap,431,Avalanche
2023-01-01,Trader Joe,9962,Avalanche
2023-01-01,WOOFi,543,Avalanche
2023-01-01,Balancer,647,Ethereum
2023-01-01,Curve,1023,Ethereum
2023-01-01,DODO,64,Ethereum
2023-01-01,Fraxswap,136,Ethereum
2023-01-01,Hashflow,152,Ethereum
2023-01-01,KyberSwap,164,Ethereum
2023-01-01,PancakeSwap,138,Ethereum
2023-01-01,Shibaswap,736,Ethereum
2023-01-01,Sushiswap,3816,Ethereum
2023-01-01,Synthetix,4,Ethereum
2023-01-01,Uniswap,83842,Ethereum
2023-01-01,Beethoven X,1228,Optimism
2023-01-01,Curve,690,Optimism
2023-01-01,Fraxswap,12,Optimism
2023-01-01,KyberSwap,873,Optimism
2023-01-01,Sushiswap,187,Optimism
2023-01-01,Synthetix,514,Optimism
2023-01-01,Uniswap,37713,Optimism
2023-01-01,Velodrome,6315,Optimism
2023-01-01,WOOFi,160,Optimism
2023-01-01,Balancer,2183,Polygon
2023-01-01,Curve,414,Polygon
2023-01-01,DODO,2960,Polygon
2023-01-01,Fraxswap,279,Polygon
2023-01-01,KyberSwap,3697,Polygon
2023-01-01,QuickSwap,44089,Polygon
2023-01-01,Sushiswap,6388,Polygon
2023-01-01,Uniswap,29520,Polygon
2023-01-01,WOOFi,548,Polygon
2022-12-31,Curve,353,Avalanche
2022-12-31,Fraxswap,28,Avalanche
2022-12-31,GMX,174,Avalanche
2022-12-31,Hashflow,198,Avalanche
2022-12-31,KyberSwap,1547,Avalanche
2022-12-31,Pangolin,3577,Avalanche
2022-12-31,Platypus,588,Avalanche
2022-12-31,Sushiswap,454,Avalanche
2022-12-31,Trader Joe,9702,Avalanche
2022-12-31,WOOFi,548,Avalanche
2022-12-31,Balancer,810,Ethereum
2022-12-31,Curve,1468,Ethereum
2022-12-31,DODO,72,Ethereum
2022-12-31,Fraxswap,190,Ethereum
2022-12-31,Hashflow,191,Ethereum
2022-12-31,KyberSwap,239,Ethereum
2022-12-31,PancakeSwap,125,Ethereum
2022-12-31,Shibaswap,971,Ethereum
2022-12-31,Sushiswap,4563,Ethereum
2022-12-31,Synthetix,5,Ethereum
2022-12-31,Uniswap,74773,Ethereum
2022-12-31,Beethoven X,1398,Optimism
2022-12-31,Curve,861,Optimism
2022-12-31,Fraxswap,28,Optimism
2022-12-31,KyberSwap,789,Optimism
2022-12-31,Sushiswap,198,Optimism
2022-12-31,Synthetix,557,Optimism
2022-12-31,Uniswap,43549,Optimism
2022-12-31,Velodrome,7195,Optimism
2022-12-31,WOOFi,158,Optimism
2022-12-31,Balancer,2795,Polygon
2022-12-31,Curve,608,Polygon
2022-12-31,DODO,3513,Polygon
2022-12-31,Fraxswap,463,Polygon
2022-12-31,KyberSwap,3918,Polygon
2022-12-31,QuickSwap,50109,Polygon
2022-12-31,Sushiswap,7743,Polygon
2022-12-31,Uniswap,42127,Polygon
2022-12-31,WOOFi,505,Polygon
2022-12-30,Curve,490,Avalanche
2022-12-30,Fraxswap,14,Avalanche
2022-12-30,GMX,292,Avalanche
2022-12-30,Hashflow,227,Avalanche
2022-12-30,KyberSwap,2570,Avalanche
2022-12-30,Pangolin,3413,Avalanche
2022-12-30,Platypus,690,Avalanche
2022-12-30,Sushiswap,528,Avalanche
2022-12-30,Trader Joe,13269,Avalanche
2022-12-30,WOOFi,820,Avalanche
2022-12-30,Balancer,660,Ethereum
2022-12-30,Curve,1368,Ethereum
2022-12-30,DODO,67,Ethereum
2022-12-30,Fraxswap,49,Ethereum
2022-12-30,Hashflow,202,Ethereum
2022-12-30,KyberSwap,193,Ethereum
2022-12-30,PancakeSwap,152,Ethereum
2022-12-30,Shibaswap,1025,Ethereum
2022-12-30,Sushiswap,4456,Ethereum
2022-12-30,Synthetix,10,Ethereum
2022-12-30,Uniswap,76856,Ethereum
2022-12-30,Beethoven X,1924,Optimism
2022-12-30,Curve,1109,Optimism
2022-12-30,Fraxswap,19,Optimism
2022-12-30,KyberSwap,1220,Optimism
2022-12-30,Sushiswap,234,Optimism
2022-12-30,Synthetix,589,Optimism
2022-12-30,Uniswap,58349,Optimism
2022-12-30,Velodrome,9943,Optimism
2022-12-30,WOOFi,444,Optimism
2022-12-30,Balancer,3559,Polygon
2022-12-30,Curve,1528,Polygon
2022-12-30,DODO,6160,Polygon
2022-12-30,Fraxswap,158,Polygon
2022-12-30,KyberSwap,6892,Polygon
2022-12-30,QuickSwap,56923,Polygon
2022-12-30,Sushiswap,8451,Polygon
2022-12-30,Uniswap,42730,Polygon
2022-12-30,WOOFi,566,Polygon
2022-12-29,Curve,768,Avalanche
2022-12-29,Fraxswap,26,Avalanche
2022-12-29,GMX,631,Avalanche
2022-12-29,Hashflow,204,Avalanche
2022-12-29,KyberSwap,2717,Avalanche
2022-12-29,Pangolin,3754,Avalanche
2022-12-29,Platypus,696,Avalanche
2022-12-29,Sushiswap,599,Avalanche
2022-12-29,Trader Joe,16514,Avalanche
2022-12-29,WOOFi,1007,Avalanche
2022-12-29,Balancer,944,Ethereum
2022-12-29,Curve,1455,Ethereum
2022-12-29,DODO,95,Ethereum
2022-12-29,Fraxswap,73,Ethereum
2022-12-29,Hashflow,285,Ethereum
2022-12-29,KyberSwap,233,Ethereum
2022-12-29,PancakeSwap,156,Ethereum
2022-12-29,Shibaswap,1156,Ethereum
2022-12-29,Sushiswap,6093,Ethereum
2022-12-29,Synthetix,16,Ethereum
2022-12-29,Uniswap,86170,Ethereum
2022-12-29,Beethoven X,1775,Optimism
2022-12-29,Curve,990,Optimism
2022-12-29,Fraxswap,21,Optimism
2022-12-29,KyberSwap,1506,Optimism
2022-12-29,Sushiswap,305,Optimism
2022-12-29,Synthetix,805,Optimism
2022-12-29,Uniswap,63897,Optimism
2022-12-29,Velodrome,13662,Optimism
2022-12-29,WOOFi,659,Optimism
2022-12-29,Balancer,3628,Polygon
2022-12-29,Curve,2453,Polygon
2022-12-29,DODO,5643,Polygon
2022-12-29,Fraxswap,133,Polygon
2022-12-29,KyberSwap,6293,Polygon
2022-12-29,QuickSwap,50915,Polygon
2022-12-29,Sushiswap,9261,Polygon
2022-12-29,Uniswap,45601,Polygon
2022-12-29,WOOFi,637,Polygon
2022-12-28,Curve,629,Avalanche
2022-12-28,Fraxswap,48,Avalanche
2022-12-28,GMX,726,Avalanche
2022-12-28,Hashflow,307,Avalanche
2022-12-28,KyberSwap,3035,Avalanche
2022-12-28,Pangolin,3872,Avalanche
2022-12-28,Platypus,792,Avalanche
2022-12-28,Sushiswap,636,Avalanche
2022-12-28,Trader Joe,17572,Avalanche
2022-12-28,WOOFi,1009,Avalanche
2022-12-28,Balancer,966,Ethereum
2022-12-28,Curve,1745,Ethereum
2022-12-28,DODO,119,Ethereum
2022-12-28,Fraxswap,127,Ethereum
2022-12-28,Hashflow,196,Ethereum
2022-12-28,KyberSwap,242,Ethereum
2022-12-28,PancakeSwap,148,Ethereum
2022-12-28,Shibaswap,828,Ethereum
2022-12-28,Sushiswap,5559,Ethereum
2022-12-28,Synthetix,32,Ethereum
2022-12-28,Uniswap,85601,Ethereum
2022-12-28,Beethoven X,2064,Optimism
2022-12-28,Curve,1069,Optimism
2022-12-28,DODO,5,Optimism
2022-12-28,Fraxswap,28,Optimism
2022-12-28,KyberSwap,1232,Optimism
2022-12-28,Sushiswap,268,Optimism
2022-12-28,Synthetix,985,Optimism
2022-12-28,Uniswap,70229,Optimism
2022-12-28,Velodrome,15230,Optimism
2022-12-28,WOOFi,638,Optimism
2022-12-28,Balancer,3878,Polygon
2022-12-28,Curve,3964,Polygon
2022-12-28,DODO,5924,Polygon
2022-12-28,Fraxswap,185,Polygon
2022-12-28,KyberSwap,7186,Polygon
2022-12-28,QuickSwap,55155,Polygon
2022-12-28,Sushiswap,10472,Polygon
2022-12-28,Uniswap,45752,Polygon
2022-12-28,WOOFi,542,Polygon
2022-12-27,Curve,811,Avalanche
2022-12-27,Fraxswap,44,Avalanche
2022-12-27,GMX,342,Avalanche
2022-12-27,Hashflow,473,Avalanche
2022-12-27,KyberSwap,2399,Avalanche
2022-12-27,Pangolin,3219,Avalanche
2022-12-27,Platypus,655,Avalanche
2022-12-27,Sushiswap,421,Avalanche
2022-12-27,Trader Joe,10833,Avalanche
2022-12-27,WOOFi,890,Avalanche
2022-12-27,Balancer,649,Ethereum
2022-12-27,Curve,1566,Ethereum
2022-12-27,DODO,113,Ethereum
2022-12-27,Fraxswap,95,Ethereum
2022-12-27,Hashflow,199,Ethereum
2022-12-27,KyberSwap,200,Ethereum
2022-12-27,PancakeSwap,196,Ethereum
2022-12-27,Shibaswap,616,Ethereum
2022-12-27,Sushiswap,4962,Ethereum
2022-12-27,Synthetix,31,Ethereum
2022-12-27,Uniswap,82704,Ethereum
2022-12-27,Beethoven X,1730,Optimism
2022-12-27,Curve,1855,Optimism
2022-12-27,DODO,2,Optimism
2022-12-27,Fraxswap,23,Optimism
2022-12-27,KyberSwap,890,Optimism
2022-12-27,Sushiswap,329,Optimism
2022-12-27,Synthetix,883,Optimism
2022-12-27,Uniswap,56629,Optimism
2022-12-27,Velodrome,9861,Optimism
2022-12-27,WOOFi,469,Optimism
2022-12-27,Balancer,3566,Polygon
2022-12-27,Curve,1956,Polygon
2022-12-27,DODO,5189,Polygon
2022-12-27,Fraxswap,96,Polygon
2022-12-27,KyberSwap,5726,Polygon
2022-12-27,QuickSwap,55203,Polygon
2022-12-27,Sushiswap,7805,Polygon
2022-12-27,Uniswap,42313,Polygon
2022-12-27,WOOFi,781,Polygon
2022-12-26,Curve,740,Avalanche
2022-12-26,Fraxswap,70,Avalanche
2022-12-26,GMX,344,Avalanche
2022-12-26,Hashflow,788,Avalanche
2022-12-26,KyberSwap,3294,Avalanche
2022-12-26,Pangolin,3391,Avalanche
2022-12-26,Platypus,591,Avalanche
2022-12-26,Sushiswap,435,Avalanche
2022-12-26,Trader Joe,10582,Avalanche
2022-12-26,WOOFi,1093,Avalanche
2022-12-26,Balancer,559,Ethereum
2022-12-26,Curve,1163,Ethereum
2022-12-26,DODO,108,Ethereum
2022-12-26,Fraxswap,65,Ethereum
2022-12-26,Hashflow,156,Ethereum
2022-12-26,KyberSwap,175,Ethereum
2022-12-26,PancakeSwap,166,Ethereum
2022-12-26,Shibaswap,677,Ethereum
2022-12-26,Sushiswap,5221,Ethereum
2022-12-26,Synthetix,8,Ethereum
2022-12-26,Uniswap,79634,Ethereum
