Date,Exchange,Values,Blockchain
2023-09-14,KyberSwap,19,Ethereum
2023-09-14,PancakeSwap,462,Ethereum
2023-09-14,ShibaSwap,367,Ethereum
2023-09-14,Sushiswap,1484,Ethereum
2023-09-14,Synthetix,1,Ethereum
2023-09-14,Trader Joe,1,Ethereum
2023-09-14,Uniswap,51748,Ethereum
2023-09-14,Beethoven X,450,Optimism
2023-09-14,Curve,488,Optimism
2023-09-14,Fraxswap,14,Optimism
2023-09-14,KyberSwap,22,Optimism
2023-09-14,Sushiswap,390,Optimism
2023-09-14,Uniswap,10878,Optimism
2023-09-14,Velodrome,6507,Optimism
2023-09-14,WOOFi,746,Optimism
2023-09-14,Balancer,1125,Polygon
2023-09-14,Curve,286,Polygon
2023-09-14,DODO,1084,Polygon
2023-09-14,Fraxswap,49,Polygon
2023-09-14,KyberSwap,412,Polygon
2023-09-14,QuickSwap,9780,Polygon
2023-09-14,Sushiswap,3847,Polygon
2023-09-14,Uniswap,12664,Polygon
2023-09-14,WOOFi,1082,Polygon
2023-09-13,Balancer,923,Arbitrum
2023-09-13,Camelot,1560,Arbitrum
2023-09-13,Curve,35,Arbitrum
2023-09-13,DODO,363,Arbitrum
2023-09-13,Fraxswap,35,Arbitrum
2023-09-13,GMX,143,Arbitrum
2023-09-13,KyberSwap,566,Arbitrum
2023-09-13,Sushiswap,2038,Arbitrum
2023-09-13,Trader Joe,1334,Arbitrum
2023-09-13,Uniswap,9569,Arbitrum
2023-09-13,WOOFi,1339,Arbitrum
2023-09-13,Zyberswap,399,Arbitrum
2023-09-13,Balancer,45,Avalanche
2023-09-13,Curve,181,Avalanche
2023-09-13,Fraxswap,28,Avalanche
2023-09-13,GMX,157,Avalanche
2023-09-13,Hashflow,28,Avalanche
2023-09-13,KyberSwap,185,Avalanche
2023-09-13,Pangolin,1185,Avalanche
2023-09-13,Platypus,249,Avalanche
2023-09-13,Sushiswap,512,Avalanche
2023-09-13,Trader Joe,4967,Avalanche
2023-09-13,Uniswap,787,Avalanche
2023-09-13,WOOFi,913,Avalanche
2023-09-13,Balancer,205,Ethereum
2023-09-13,Curve,501,Ethereum
2023-09-13,DODO,111,Ethereum
2023-09-13,Fraxswap,31,Ethereum
2023-09-13,Hashflow,67,Ethereum
2023-09-13,KyberSwap,11,Ethereum
2023-09-13,PancakeSwap,404,Ethereum
2023-09-13,ShibaSwap,346,Ethereum
2023-09-13,Sushiswap,1422,Ethereum
2023-09-13,Synthetix,4,Ethereum
2023-09-13,Trader Joe,2,Ethereum
2023-09-13,Uniswap,44331,Ethereum
2023-09-13,Beethoven X,478,Optimism
2023-09-13,Curve,449,Optimism
2023-09-13,Fraxswap,12,Optimism
2023-09-13,KyberSwap,28,Optimism
2023-09-13,Sushiswap,326,Optimism
2023-09-13,Synthetix,13,Optimism
2023-09-13,Uniswap,7374,Optimism
2023-09-13,Velodrome,3504,Optimism
2023-09-13,WOOFi,594,Optimism
2023-09-13,Balancer,1221,Polygon
2023-09-13,Curve,353,Polygon
2023-09-13,DODO,1006,Polygon
2023-09-13,Fraxswap,70,Polygon
2023-09-13,KyberSwap,364,Polygon
2023-09-13,QuickSwap,9432,Polygon
2023-09-13,Sushiswap,3756,Polygon
2023-09-13,Uniswap,12296,Polygon
2023-09-13,WOOFi,1332,Polygon
2023-09-12,Balancer,1010,Arbitrum
