Date,DEX,Values,Blockchain
2023-01-03,Balancer,324,Ethereum
2023-01-03,Curve,665,Ethereum
2023-01-03,DODO,73,Ethereum
2023-01-03,Fraxswap,57,Ethereum
2023-01-03,Hashflow,81,Ethereum
2023-01-03,KyberSwap,132,Ethereum
2023-01-03,PancakeSwap,114,Ethereum
2023-01-03,Shibaswap,436,Ethereum
2023-01-03,Sushiswap,2042,Ethereum
2023-01-03,Synthetix,11,Ethereum
2023-01-03,Uniswap,31103,Ethereum
2023-01-03,Beethoven X,877,Optimism
2023-01-03,Curve,617,Optimism
2023-01-03,Fraxswap,9,Optimism
2023-01-03,KyberSwap,414,Optimism
2023-01-03,Sushiswap,104,Optimism
2023-01-03,Synthetix,452,Optimism
2023-01-03,Uniswap,16784,Optimism
2023-01-03,Velodrome,3452,Optimism
2023-01-03,WOOFi,164,Optimism
2023-01-03,Balancer,1460,Polygon
2023-01-03,Curve,286,Polygon
2023-01-03,DODO,1637,Polygon
2023-01-03,Fraxswap,293,Polygon
2023-01-03,KyberSwap,1459,Polygon
2023-01-03,QuickSwap,12367,Polygon
2023-01-03,Sushiswap,3194,Polygon
2023-01-03,Uniswap,11885,Polygon
2023-01-03,WOOFi,200,Polygon
2023-01-02,Curve,240,Avalanche
2023-01-02,Fraxswap,12,Avalanche
2023-01-02,GMX,109,Avalanche
2023-01-02,Hashflow,125,Avalanche
2023-01-02,KyberSwap,640,Avalanche
2023-01-02,Pangolin,1199,Avalanche
2023-01-02,Platypus,282,Avalanche
2023-01-02,Sushiswap,276,Avalanche
2023-01-02,Trader Joe,4470,Avalanche
2023-01-02,WOOFi,314,Avalanche
2023-01-02,Balancer,316,Ethereum
2023-01-02,Curve,665,Ethereum
2023-01-02,DODO,82,Ethereum
2023-01-02,Fraxswap,51,Ethereum
2023-01-02,Hashflow,79,Ethereum
2023-01-02,KyberSwap,144,Ethereum
2023-01-02,PancakeSwap,114,Ethereum
2023-01-02,Shibaswap,483,Ethereum
2023-01-02,Sushiswap,2250,Ethereum
2023-01-02,Synthetix,15,Ethereum
2023-01-02,Uniswap,29601,Ethereum
2023-01-02,Beethoven X,851,Optimism
2023-01-02,Curve,484,Optimism
2023-01-02,Fraxswap,9,Optimism
2023-01-02,KyberSwap,427,Optimism
2023-01-02,Sushiswap,122,Optimism
2023-01-02,Synthetix,367,Optimism
2023-01-02,Uniswap,12278,Optimism
2023-01-02,Velodrome,2902,Optimism
2023-01-02,WOOFi,118,Optimism
2023-01-02,Balancer,1317,Polygon
2023-01-02,Curve,260,Polygon
2023-01-02,DODO,1475,Polygon
2023-01-02,Fraxswap,252,Polygon
2023-01-02,KyberSwap,1636,Polygon
2023-01-02,QuickSwap,11304,Polygon
2023-01-02,Sushiswap,3317,Polygon
2023-01-02,Uniswap,10412,Polygon
2023-01-02,WOOFi,281,Polygon
2023-01-01,Curve,230,Avalanche
2023-01-01,Fraxswap,24,Avalanche
2023-01-01,GMX,81,Avalanche
2023-01-01,Hashflow,117,Avalanche
2023-01-01,KyberSwap,531,Avalanche
2023-01-01,Pangolin,1037,Avalanche
2023-01-01,Platypus,261,Avalanche
2023-01-01,Sushiswap,267,Avalanche
2023-01-01,Trader Joe,4180,Avalanche
2023-01-01,WOOFi,225,Avalanche
2023-01-01,Balancer,296,Ethereum
2023-01-01,Curve,577,Ethereum
2023-01-01,DODO,44,Ethereum
2023-01-01,Fraxswap,65,Ethereum
2023-01-01,Hashflow,88,Ethereum
2023-01-01,KyberSwap,109,Ethereum
2023-01-01,PancakeSwap,66,Ethereum
2023-01-01,Shibaswap,434,Ethereum
2023-01-01,Sushiswap,1844,Ethereum
2023-01-01,Synthetix,3,Ethereum
2023-01-01,Uniswap,23670,Ethereum
2023-01-01,Beethoven X,801,Optimism
2023-01-01,Curve,427,Optimism
2023-01-01,Fraxswap,7,Optimism
2023-01-01,KyberSwap,499,Optimism
2023-01-01,Sushiswap,100,Optimism
2023-01-01,Synthetix,244,Optimism
2023-01-01,Uniswap,11130,Optimism
2023-01-01,Velodrome,2666,Optimism
2023-01-01,WOOFi,129,Optimism
2023-01-01,Balancer,1113,Polygon
2023-01-01,Curve,222,Polygon
2023-01-01,DODO,1282,Polygon
2023-01-01,Fraxswap,170,Polygon
2023-01-01,KyberSwap,1219,Polygon
2023-01-01,QuickSwap,9501,Polygon
2023-01-01,Sushiswap,2922,Polygon
2023-01-01,Uniswap,9281,Polygon
2023-01-01,WOOFi,267,Polygon
2022-12-31,Curve,221,Avalanche
2022-12-31,Fraxswap,25,Avalanche
2022-12-31,GMX,75,Avalanche
2022-12-31,Hashflow,115,Avalanche
2022-12-31,KyberSwap,610,Avalanche
2022-12-31,Pangolin,1135,Avalanche
2022-12-31,Platypus,327,Avalanche
2022-12-31,Sushiswap,319,Avalanche
2022-12-31,Trader Joe,3729,Avalanche
2022-12-31,WOOFi,254,Avalanche
2022-12-31,Balancer,347,Ethereum
2022-12-31,Curve,714,Ethereum
2022-12-31,DODO,59,Ethereum
2022-12-31,Fraxswap,62,Ethereum
2022-12-31,Hashflow,111,Ethereum
2022-12-31,KyberSwap,118,Ethereum
2022-12-31,PancakeSwap,95,Ethereum
2022-12-31,Shibaswap,556,Ethereum
2022-12-31,Sushiswap,2138,Ethereum
2022-12-31,Synthetix,4,Ethereum
2022-12-31,Uniswap,25109,Ethereum
2022-12-31,Beethoven X,845,Optimism
2022-12-31,Curve,499,Optimism
2022-12-31,Fraxswap,14,Optimism
2022-12-31,KyberSwap,456,Optimism
2022-12-31,Sushiswap,99,Optimism
2022-12-31,Synthetix,266,Optimism
2022-12-31,Uniswap,14128,Optimism
2022-12-31,Velodrome,3024,Optimism
2022-12-31,WOOFi,122,Optimism
2022-12-31,Balancer,1481,Polygon
2022-12-31,Curve,268,Polygon
2022-12-31,DODO,1510,Polygon
2022-12-31,Fraxswap,320,Polygon
2022-12-31,KyberSwap,1362,Polygon
2022-12-31,QuickSwap,11921,Polygon
2022-12-31,Sushiswap,3837,Polygon
2022-12-31,Uniswap,15049,Polygon
2022-12-31,WOOFi,259,Polygon
2022-12-30,Curve,278,Avalanche
2022-12-30,Fraxswap,13,Avalanche
2022-12-30,GMX,105,Avalanche
2022-12-30,Hashflow,141,Avalanche
2022-12-30,KyberSwap,683,Avalanche
2022-12-30,Pangolin,1225,Avalanche
2022-12-30,Platypus,365,Avalanche
2022-12-30,Sushiswap,342,Avalanche
2022-12-30,Trader Joe,5051,Avalanche
2022-12-30,WOOFi,275,Avalanche
2022-12-30,Balancer,333,Ethereum
2022-12-30,Curve,700,Ethereum
2022-12-30,DODO,47,Ethereum
2022-12-30,Fraxswap,33,Ethereum
2022-12-30,Hashflow,111,Ethereum
2022-12-30,KyberSwap,123,Ethereum
2022-12-30,PancakeSwap,111,Ethereum
2022-12-30,Shibaswap,578,Ethereum
2022-12-30,Sushiswap,2215,Ethereum
2022-12-30,Synthetix,8,Ethereum
2022-12-30,Uniswap,27028,Ethereum
2022-12-30,Beethoven X,1022,Optimism
2022-12-30,Curve,869,Optimism
2022-12-30,Fraxswap,8,Optimism
2022-12-30,KyberSwap,665,Optimism
2022-12-30,Sushiswap,140,Optimism
2022-12-30,Synthetix,306,Optimism
2022-12-30,Uniswap,15127,Optimism
2022-12-30,Velodrome,3884,Optimism
2022-12-30,WOOFi,206,Optimism
2022-12-30,Balancer,1551,Polygon
2022-12-30,Curve,908,Polygon
2022-12-30,DODO,1742,Polygon
2022-12-30,Fraxswap,105,Polygon
2022-12-30,KyberSwap,1649,Polygon
2022-12-30,QuickSwap,12478,Polygon
2022-12-30,Sushiswap,3916,Polygon
2022-12-30,Uniswap,11274,Polygon
2022-12-30,WOOFi,289,Polygon
2022-12-29,Curve,433,Avalanche
2022-12-29,Fraxswap,16,Avalanche
2022-12-29,GMX,182,Avalanche
2022-12-29,Hashflow,126,Avalanche
2022-12-29,KyberSwap,713,Avalanche
2022-12-29,Pangolin,1313,Avalanche
2022-12-29,Platypus,360,Avalanche
2022-12-29,Sushiswap,380,Avalanche
2022-12-29,Trader Joe,6746,Avalanche
2022-12-29,WOOFi,289,Avalanche
2022-12-29,Balancer,377,Ethereum
2022-12-29,Curve,707,Ethereum
2022-12-29,DODO,57,Ethereum
2022-12-29,Fraxswap,35,Ethereum
2022-12-29,Hashflow,128,Ethereum
2022-12-29,KyberSwap,145,Ethereum
2022-12-29,PancakeSwap,107,Ethereum
2022-12-29,Shibaswap,682,Ethereum
2022-12-29,Sushiswap,2411,Ethereum
2022-12-29,Synthetix,9,Ethereum
2022-12-29,Uniswap,27984,Ethereum
2022-12-29,Beethoven X,1085,Optimism
2022-12-29,Curve,592,Optimism
2022-12-29,Fraxswap,10,Optimism
2022-12-29,KyberSwap,885,Optimism
2022-12-29,Sushiswap,167,Optimism
2022-12-29,Synthetix,379,Optimism
2022-12-29,Uniswap,18342,Optimism
2022-12-29,Velodrome,4997,Optimism
2022-12-29,WOOFi,306,Optimism
2022-12-29,Balancer,1601,Polygon
2022-12-29,Curve,1704,Polygon
2022-12-29,DODO,1780,Polygon
2022-12-29,Fraxswap,89,Polygon
2022-12-29,KyberSwap,1658,Polygon
2022-12-29,QuickSwap,12427,Polygon
2022-12-29,Sushiswap,4516,Polygon
2022-12-29,Uniswap,13060,Polygon
2022-12-29,WOOFi,350,Polygon
2022-12-28,Curve,336,Avalanche
2022-12-28,Fraxswap,28,Avalanche
2022-12-28,GMX,185,Avalanche
2022-12-28,Hashflow,154,Avalanche
2022-12-28,KyberSwap,746,Avalanche
2022-12-28,Pangolin,1310,Avalanche
2022-12-28,Platypus,419,Avalanche
2022-12-28,Sushiswap,363,Avalanche
2022-12-28,Trader Joe,8096,Avalanche
2022-12-28,WOOFi,322,Avalanche
2022-12-28,Balancer,389,Ethereum
2022-12-28,Curve,794,Ethereum
2022-12-28,DODO,81,Ethereum
2022-12-28,Fraxswap,73,Ethereum
2022-12-28,Hashflow,95,Ethereum
2022-12-28,KyberSwap,129,Ethereum
2022-12-28,PancakeSwap,93,Ethereum
2022-12-28,Shibaswap,477,Ethereum
2022-12-28,Sushiswap,2314,Ethereum
2022-12-28,Synthetix,20,Ethereum
2022-12-28,Uniswap,28109,Ethereum
2022-12-28,Beethoven X,1135,Optimism
2022-12-28,Curve,587,Optimism
2022-12-28,DODO,5,Optimism
2022-12-28,Fraxswap,7,Optimism
2022-12-28,KyberSwap,605,Optimism
2022-12-28,Sushiswap,144,Optimism
2022-12-28,Synthetix,471,Optimism
2022-12-28,Uniswap,17621,Optimism
2022-12-28,Velodrome,4614,Optimism
2022-12-28,WOOFi,293,Optimism
2022-12-28,Balancer,1616,Polygon
2022-12-28,Curve,3010,Polygon
2022-12-28,DODO,1798,Polygon
2022-12-28,Fraxswap,101,Polygon
2022-12-28,KyberSwap,1565,Polygon
2022-12-28,QuickSwap,12718,Polygon
2022-12-28,Sushiswap,4002,Polygon
2022-12-28,Uniswap,12251,Polygon
2022-12-28,WOOFi,302,Polygon
2022-12-27,Curve,353,Avalanche
2022-12-27,Fraxswap,29,Avalanche
2022-12-27,GMX,146,Avalanche
2022-12-27,Hashflow,297,Avalanche
2022-12-27,KyberSwap,865,Avalanche
2022-12-27,Pangolin,1199,Avalanche
2022-12-27,Platypus,311,Avalanche
2022-12-27,Sushiswap,295,Avalanche
2022-12-27,Trader Joe,4179,Avalanche
2022-12-27,WOOFi,376,Avalanche
2022-12-27,Balancer,300,Ethereum
2022-12-27,Curve,750,Ethereum
2022-12-27,DODO,71,Ethereum
2022-12-27,Fraxswap,56,Ethereum
2022-12-27,Hashflow,110,Ethereum
2022-12-27,KyberSwap,120,Ethereum
2022-12-27,PancakeSwap,113,Ethereum
2022-12-27,Shibaswap,423,Ethereum
2022-12-27,Sushiswap,2271,Ethereum
2022-12-27,Synthetix,16,Ethereum
2022-12-27,Uniswap,26161,Ethereum
2022-12-27,Beethoven X,1085,Optimism
2022-12-27,Curve,738,Optimism
2022-12-27,DODO,2,Optimism
2022-12-27,Fraxswap,8,Optimism
2022-12-27,KyberSwap,504,Optimism
2022-12-27,Sushiswap,181,Optimism
2022-12-27,Synthetix,410,Optimism
2022-12-27,Uniswap,15038,Optimism
2022-12-27,Velodrome,3145,Optimism
2022-12-27,WOOFi,229,Optimism
2022-12-27,Balancer,1804,Polygon
2022-12-27,Curve,1208,Polygon
2022-12-27,DODO,1816,Polygon
2022-12-27,Fraxswap,54,Polygon
2022-12-27,KyberSwap,1475,Polygon
2022-12-27,QuickSwap,12208,Polygon
2022-12-27,Sushiswap,3608,Polygon
2022-12-27,Uniswap,13577,Polygon
2022-12-27,WOOFi,369,Polygon
2022-12-26,Curve,423,Avalanche
2022-12-26,Fraxswap,45,Avalanche
2022-12-26,GMX,219,Avalanche
2022-12-26,Hashflow,584,Avalanche
2022-12-26,KyberSwap,1463,Avalanche
2022-12-26,Pangolin,1455,Avalanche
2022-12-26,Platypus,308,Avalanche
2022-12-26,Sushiswap,326,Avalanche
2022-12-26,Trader Joe,4293,Avalanche
2022-12-26,WOOFi,631,Avalanche
2022-12-26,Balancer,277,Ethereum
2022-12-26,Curve,615,Ethereum
2022-12-26,DODO,51,Ethereum
2022-12-26,Fraxswap,43,Ethereum
2022-12-26,Hashflow,91,Ethereum
2022-12-26,KyberSwap,110,Ethereum
2022-12-26,PancakeSwap,99,Ethereum
2022-12-26,Shibaswap,417,Ethereum
2022-12-26,Sushiswap,2153,Ethereum
2022-12-26,Synthetix,5,Ethereum
2022-12-26,Uniswap,24363,Ethereum
2022-12-26,Beethoven X,760,Optimism
2022-12-26,Curve,810,Optimism
2022-12-26,Fraxswap,7,Optimism
2022-12-26,KyberSwap,840,Optimism
2022-12-26,Sushiswap,150,Optimism
2022-12-26,Synthetix,429,Optimism
2022-12-26,Uniswap,13731,Optimism
2022-12-26,Velodrome,3380,Optimism
2022-12-26,WOOFi,297,Optimism
2022-12-26,Balancer,1849,Polygon
2022-12-26,Curve,248,Polygon
2022-12-26,DODO,1862,Polygon
2022-12-26,Fraxswap,86,Polygon
2022-12-26,KyberSwap,1414,Polygon
2022-12-26,QuickSwap,12769,Polygon
2022-12-26,Sushiswap,4217,Polygon
2022-12-26,Uniswap,19305,Polygon
2022-12-26,WOOFi,458,Polygon
2022-12-25,Curve,387,Avalanche
2022-12-25,Fraxswap,5,Avalanche
2022-12-25,GMX,111,Avalanche
2022-12-25,Hashflow,202,Avalanche
2022-12-25,KyberSwap,639,Avalanche
2022-12-25,Pangolin,1141,Avalanche
2022-12-25,Platypus,237,Avalanche
2022-12-25,Sushiswap,313,Avalanche
2022-12-25,Trader Joe,3532,Avalanche
2022-12-25,WOOFi,412,Avalanche
2022-12-25,Balancer,313,Ethereum
2022-12-25,Curve,650,Ethereum
2022-12-25,DODO,53,Ethereum
2022-12-25,Fraxswap,31,Ethereum
2022-12-25,Hashflow,111,Ethereum
2022-12-25,KyberSwap,96,Ethereum
2022-12-25,PancakeSwap,94,Ethereum
2022-12-25,Shibaswap,403,Ethereum
2022-12-25,Sushiswap,1794,Ethereum
2022-12-25,Synthetix,13,Ethereum
2022-12-25,Uniswap,20388,Ethereum
2022-12-25,Beethoven X,439,Optimism
2022-12-25,Curve,528,Optimism
2022-12-25,Fraxswap,6,Optimism
2022-12-25,KyberSwap,816,Optimism
2022-12-25,Sushiswap,164,Optimism
2022-12-25,Synthetix,394,Optimism
2022-12-25,Uniswap,12827,Optimism
2022-12-25,Velodrome,3546,Optimism
2022-12-25,WOOFi,304,Optimism
2022-12-25,Balancer,1963,Polygon
2022-12-25,Curve,205,Polygon
2022-12-25,DODO,1617,Polygon
2022-12-25,Fraxswap,79,Polygon
2022-12-25,KyberSwap,1304,Polygon
2022-12-25,QuickSwap,11320,Polygon
2022-12-25,Sushiswap,3860,Polygon
2022-12-25,Uniswap,17697,Polygon
2022-12-25,WOOFi,434,Polygon
2022-12-24,Curve,535,Avalanche
2022-12-24,Fraxswap,3,Avalanche
2022-12-24,GMX,106,Avalanche
2022-12-24,Hashflow,252,Avalanche
2022-12-24,KyberSwap,750,Avalanche
2022-12-24,Pangolin,1059,Avalanche
2022-12-24,Platypus,340,Avalanche
2022-12-24,Sushiswap,280,Avalanche
2022-12-24,Trader Joe,3808,Avalanche
2022-12-24,WOOFi,471,Avalanche
2022-12-24,Balancer,271,Ethereum
2022-12-24,Curve,652,Ethereum
2022-12-24,DODO,70,Ethereum
2022-12-24,Fraxswap,27,Ethereum
2022-12-24,Hashflow,136,Ethereum
2022-12-24,KyberSwap,112,Ethereum
2022-12-24,PancakeSwap,86,Ethereum
2022-12-24,Shibaswap,468,Ethereum
2022-12-24,Sushiswap,2108,Ethereum
2022-12-24,Synthetix,2,Ethereum
2022-12-24,Uniswap,22295,Ethereum
2022-12-24,Beethoven X,469,Optimism
2022-12-24,Curve,544,Optimism
2022-12-24,Fraxswap,23,Optimism
2022-12-24,KyberSwap,668,Optimism
2022-12-24,Sushiswap,163,Optimism
2022-12-24,Synthetix,64,Optimism
2022-12-24,Uniswap,13582,Optimism
2022-12-24,Velodrome,3257,Optimism
2022-12-24,WOOFi,346,Optimism
2022-12-24,Balancer,1161,Polygon
2022-12-24,Curve,267,Polygon
2022-12-24,DODO,1737,Polygon
2022-12-24,Fraxswap,464,Polygon
2022-12-24,KyberSwap,1251,Polygon
2022-12-24,QuickSwap,12777,Polygon
2022-12-24,Sushiswap,4186,Polygon
2022-12-24,Uniswap,13108,Polygon
2022-12-24,WOOFi,480,Polygon
2022-12-23,Curve,631,Avalanche
2022-12-23,Fraxswap,9,Avalanche
2022-12-23,GMX,106,Avalanche
2022-12-23,Hashflow,199,Avalanche
2022-12-23,KyberSwap,750,Avalanche
2022-12-23,Pangolin,1165,Avalanche
2022-12-23,Platypus,369,Avalanche
2022-12-23,Sushiswap,278,Avalanche
2022-12-23,Trader Joe,4153,Avalanche
2022-12-23,WOOFi,443,Avalanche
2022-12-23,Balancer,339,Ethereum
2022-12-23,Curve,1217,Ethereum
2022-12-23,DODO,92,Ethereum
2022-12-23,Fraxswap,56,Ethereum
2022-12-23,Hashflow,156,Ethereum
2022-12-23,KyberSwap,152,Ethereum
2022-12-23,PancakeSwap,86,Ethereum
2022-12-23,Shibaswap,452,Ethereum
2022-12-23,Sushiswap,2301,Ethereum
2022-12-23,Synthetix,19,Ethereum
2022-12-23,Uniswap,27145,Ethereum
2022-12-23,Beethoven X,581,Optimism
2022-12-23,Curve,647,Optimism
2022-12-23,DODO,1,Optimism
2022-12-23,Fraxswap,22,Optimism
2022-12-23,KyberSwap,662,Optimism
2022-12-23,Sushiswap,163,Optimism
2022-12-23,Synthetix,59,Optimism
2022-12-23,Uniswap,13780,Optimism
2022-12-23,Velodrome,3786,Optimism
2022-12-23,WOOFi,334,Optimism
2022-12-23,Balancer,1421,Polygon
2022-12-23,Curve,346,Polygon
2022-12-23,DODO,1992,Polygon
2022-12-23,Fraxswap,504,Polygon
2022-12-23,KyberSwap,1590,Polygon
2022-12-23,QuickSwap,12979,Polygon
2022-12-23,Sushiswap,4498,Polygon
2022-12-23,Uniswap,13600,Polygon
2022-12-23,WOOFi,638,Polygon
2022-12-22,Curve,899,Avalanche
2022-12-22,Fraxswap,25,Avalanche
2022-12-22,GMX,122,Avalanche
2022-12-22,Hashflow,260,Avalanche
2022-12-22,KyberSwap,794,Avalanche
2022-12-22,Pangolin,1275,Avalanche
2022-12-22,Platypus,400,Avalanche
2022-12-22,Sushiswap,378,Avalanche
2022-12-22,Trader Joe,4389,Avalanche
2022-12-22,WOOFi,505,Avalanche
2022-12-22,Balancer,431,Ethereum
2022-12-22,Curve,1145,Ethereum
2022-12-22,DODO,94,Ethereum
2022-12-22,Fraxswap,71,Ethereum
2022-12-22,Hashflow,184,Ethereum
2022-12-22,KyberSwap,168,Ethereum
2022-12-22,PancakeSwap,110,Ethereum
2022-12-22,Shibaswap,586,Ethereum
2022-12-22,Sushiswap,2858,Ethereum
2022-12-22,Synthetix,13,Ethereum
2022-12-22,Uniswap,28368,Ethereum
2022-12-22,Beethoven X,1440,Optimism
2022-12-22,Curve,555,Optimism
2022-12-22,Fraxswap,21,Optimism
2022-12-22,KyberSwap,769,Optimism
2022-12-22,Sushiswap,204,Optimism
2022-12-22,Synthetix,83,Optimism
2022-12-22,Uniswap,13814,Optimism
2022-12-22,Velodrome,4574,Optimism
2022-12-22,WOOFi,395,Optimism
2022-12-22,Balancer,1693,Polygon
2022-12-22,Curve,312,Polygon
2022-12-22,DODO,2146,Polygon
2022-12-22,Fraxswap,459,Polygon
2022-12-22,KyberSwap,1716,Polygon
2022-12-22,QuickSwap,15312,Polygon
2022-12-22,Sushiswap,5169,Polygon
2022-12-22,Uniswap,13271,Polygon
2022-12-22,WOOFi,570,Polygon
2022-12-21,Curve,1153,Avalanche
2022-12-21,Fraxswap,22,Avalanche
2022-12-21,GMX,68,Avalanche
2022-12-21,Hashflow,258,Avalanche
2022-12-21,KyberSwap,806,Avalanche
2022-12-21,Pangolin,1297,Avalanche
2022-12-21,Platypus,342,Avalanche
2022-12-21,Sushiswap,455,Avalanche
2022-12-21,Trader Joe,5824,Avalanche
2022-12-21,WOOFi,691,Avalanche
2022-12-21,Balancer,369,Ethereum
2022-12-21,Curve,1412,Ethereum
2022-12-21,DODO,93,Ethereum
2022-12-21,Fraxswap,56,Ethereum
2022-12-21,Hashflow,155,Ethereum
2022-12-21,KyberSwap,151,Ethereum
2022-12-21,PancakeSwap,102,Ethereum
2022-12-21,Shibaswap,495,Ethereum
2022-12-21,Sushiswap,2668,Ethereum
2022-12-21,Synthetix,14,Ethereum
2022-12-21,Uniswap,29547,Ethereum
2022-12-21,Beethoven X,1533,Optimism
2022-12-21,Curve,874,Optimism
2022-12-21,DODO,1,Optimism
2022-12-21,Fraxswap,22,Optimism
2022-12-21,KyberSwap,848,Optimism
2022-12-21,Sushiswap,172,Optimism
2022-12-21,Synthetix,67,Optimism
2022-12-21,Uniswap,15064,Optimism
2022-12-21,Velodrome,4660,Optimism
2022-12-21,WOOFi,899,Optimism
2022-12-21,Balancer,1741,Polygon
2022-12-21,Curve,389,Polygon
2022-12-21,DODO,2360,Polygon
2022-12-21,Fraxswap,426,Polygon
2022-12-21,KyberSwap,1953,Polygon
2022-12-21,QuickSwap,19945,Polygon
2022-12-21,Sushiswap,5538,Polygon
2022-12-21,Uniswap,14890,Polygon
2022-12-21,WOOFi,807,Polygon
2022-12-20,Curve,4767,Avalanche
2022-12-20,Fraxswap,20,Avalanche
2022-12-20,GMX,138,Avalanche
2022-12-20,Hashflow,293,Avalanche
2022-12-20,KyberSwap,942,Avalanche
2022-12-20,Pangolin,1416,Avalanche
2022-12-20,Platypus,325,Avalanche
2022-12-20,Sushiswap,606,Avalanche
2022-12-20,Trader Joe,5328,Avalanche
2022-12-20,WOOFi,1139,Avalanche
2022-12-20,Balancer,499,Ethereum
2022-12-20,Curve,1203,Ethereum
2022-12-20,DODO,110,Ethereum
2022-12-20,Fraxswap,65,Ethereum
2022-12-20,Hashflow,187,Ethereum
2022-12-20,KyberSwap,177,Ethereum
2022-12-20,PancakeSwap,98,Ethereum
2022-12-20,Shibaswap,600,Ethereum
2022-12-20,Sushiswap,2705,Ethereum
2022-12-20,Synthetix,28,Ethereum
2022-12-20,Uniswap,32518,Ethereum
2022-12-20,Beethoven X,1483,Optimism
2022-12-20,Curve,1023,Optimism
2022-12-20,DODO,3,Optimism
2022-12-20,Fraxswap,17,Optimism
2022-12-20,KyberSwap,830,Optimism
2022-12-20,Sushiswap,148,Optimism
2022-12-20,Synthetix,376,Optimism
2022-12-20,Uniswap,14889,Optimism
2022-12-20,Velodrome,4337,Optimism
2022-12-20,WOOFi,2588,Optimism
2022-12-20,Balancer,1650,Polygon
2022-12-20,Curve,392,Polygon
2022-12-20,DODO,2496,Polygon
2022-12-20,Fraxswap,584,Polygon
2022-12-20,KyberSwap,2940,Polygon
2022-12-20,QuickSwap,17971,Polygon
2022-12-20,Sushiswap,6538,Polygon
2022-12-20,Uniswap,14541,Polygon
2022-12-20,WOOFi,1500,Polygon
2022-12-19,Curve,1588,Avalanche
2022-12-19,Fraxswap,24,Avalanche
2022-12-19,GMX,180,Avalanche
2022-12-19,Hashflow,349,Avalanche
2022-12-19,KyberSwap,1051,Avalanche
2022-12-19,Pangolin,1518,Avalanche
2022-12-19,Platypus,384,Avalanche
2022-12-19,Sushiswap,570,Avalanche
2022-12-19,Trader Joe,5346,Avalanche
2022-12-19,WOOFi,517,Avalanche
2022-12-19,Balancer,465,Ethereum
2022-12-19,Curve,1135,Ethereum
2022-12-19,DODO,97,Ethereum
2022-12-19,Fraxswap,70,Ethereum
2022-12-19,Hashflow,217,Ethereum
2022-12-19,KyberSwap,193,Ethereum
2022-12-19,PancakeSwap,95,Ethereum
2022-12-19,Shibaswap,980,Ethereum
2022-12-19,Sushiswap,2565,Ethereum
2022-12-19,Synthetix,18,Ethereum
2022-12-19,Uniswap,29143,Ethereum
2022-12-19,Beethoven X,1026,Optimism
2022-12-19,Curve,541,Optimism
2022-12-19,DODO,4,Optimism
2022-12-19,Fraxswap,41,Optimism
2022-12-19,KyberSwap,468,Optimism
2022-12-19,Sushiswap,157,Optimism
2022-12-19,Synthetix,415,Optimism
2022-12-19,Uniswap,13212,Optimism
2022-12-19,Velodrome,3354,Optimism
2022-12-19,WOOFi,30,Optimism
2022-12-19,Balancer,1897,Polygon
2022-12-19,Curve,268,Polygon
2022-12-19,DODO,2429,Polygon
2022-12-19,Fraxswap,1059,Polygon
2022-12-19,KyberSwap,2816,Polygon
2022-12-19,QuickSwap,17029,Polygon
2022-12-19,Sushiswap,8449,Polygon
2022-12-19,Uniswap,16316,Polygon
2022-12-19,WOOFi,425,Polygon
2022-12-18,Curve,197,Avalanche
2022-12-18,Fraxswap,7,Avalanche
2022-12-18,GMX,146,Avalanche
2022-12-18,Hashflow,380,Avalanche
2022-12-18,KyberSwap,944,Avalanche
2022-12-18,Pangolin,1309,Avalanche
2022-12-18,Platypus,292,Avalanche
2022-12-18,Sushiswap,486,Avalanche
2022-12-18,Trader Joe,5107,Avalanche
2022-12-18,WOOFi,583,Avalanche
2022-12-18,Balancer,369,Ethereum
2022-12-18,Curve,859,Ethereum
2022-12-18,DODO,61,Ethereum
2022-12-18,Fraxswap,45,Ethereum
2022-12-18,Hashflow,158,Ethereum
2022-12-18,KyberSwap,149,Ethereum
2022-12-18,PancakeSwap,99,Ethereum
2022-12-18,Shibaswap,1272,Ethereum
2022-12-18,Sushiswap,2094,Ethereum
2022-12-18,Synthetix,3,Ethereum
2022-12-18,Uniswap,26111,Ethereum
2022-12-18,Beethoven X,889,Optimism
2022-12-18,Curve,570,Optimism
2022-12-18,Fraxswap,101,Optimism
2022-12-18,KyberSwap,400,Optimism
2022-12-18,Sushiswap,163,Optimism
2022-12-18,Synthetix,372,Optimism
2022-12-18,Uniswap,13985,Optimism
2022-12-18,Velodrome,3343,Optimism
2022-12-18,WOOFi,7,Optimism
2022-12-18,Balancer,2427,Polygon
2022-12-18,Curve,240,Polygon
2022-12-18,DODO,2349,Polygon
2022-12-18,Fraxswap,3327,Polygon
2022-12-18,KyberSwap,2845,Polygon
2022-12-18,QuickSwap,15778,Polygon
2022-12-18,Sushiswap,13201,Polygon
2022-12-18,Uniswap,20741,Polygon
2022-12-18,WOOFi,569,Polygon
2022-12-17,Curve,286,Avalanche
2022-12-17,Fraxswap,11,Avalanche
2022-12-17,GMX,226,Avalanche
2022-12-17,Hashflow,564,Avalanche
2022-12-17,KyberSwap,1210,Avalanche
2022-12-17,Pangolin,1324,Avalanche
2022-12-17,Platypus,375,Avalanche
2022-12-17,Sushiswap,481,Avalanche
2022-12-17,Trader Joe,5243,Avalanche
2022-12-17,WOOFi,920,Avalanche
