Date,DEX,Values,Blockchain
2022-10-05,Uniswap,34277,Ethereum
2022-10-05,Beethoven X,343,Optimism
2022-10-05,Curve,428,Optimism
2022-10-05,KyberSwap,235,Optimism
2022-10-05,Sushiswap,64,Optimism
2022-10-05,Synthetix,278,Optimism
2022-10-05,Uniswap,6256,Optimism
2022-10-05,Velodrome,2963,Optimism
2022-10-05,Balancer,1716,Polygon
2022-10-05,Curve,679,Polygon
2022-10-05,DODO,2656,Polygon
2022-10-05,Fraxswap,5132,Polygon
2022-10-05,KyberSwap,17574,Polygon
2022-10-05,QuickSwap,16050,Polygon
2022-10-05,Sushiswap,3663,Polygon
2022-10-05,Uniswap,10497,Polygon
2022-10-05,WOOFi,216,Polygon
2022-10-04,Curve,325,Avalanche
2022-10-04,Fraxswap,15,Avalanche
2022-10-04,GMX,119,Avalanche
2022-10-04,Hashflow,182,Avalanche
2022-10-04,KyberSwap,591,Avalanche
2022-10-04,Pangolin,1407,Avalanche
2022-10-04,Platypus,419,Avalanche
2022-10-04,Sushiswap,527,Avalanche
2022-10-04,Trader Joe,6309,Avalanche
2022-10-04,WOOFi,169,Avalanche
2022-10-04,Balancer,544,Ethereum
2022-10-04,Curve,1073,Ethereum
2022-10-04,DODO,159,Ethereum
2022-10-04,Fraxswap,60,Ethereum
2022-10-04,Hashflow,179,Ethereum
2022-10-04,KyberSwap,46,Ethereum
2022-10-04,PancakeSwap,109,Ethereum
2022-10-04,Shibaswap,1501,Ethereum
2022-10-04,Sushiswap,3165,Ethereum
2022-10-04,Synthetix,15,Ethereum
2022-10-04,Uniswap,35423,Ethereum
2022-10-04,Beethoven X,425,Optimism
2022-10-04,Curve,441,Optimism
2022-10-04,KyberSwap,215,Optimism
2022-10-04,Sushiswap,43,Optimism
2022-10-04,Synthetix,267,Optimism
2022-10-04,Uniswap,6008,Optimism
2022-10-04,Velodrome,2711,Optimism
2022-10-04,Balancer,1890,Polygon
2022-10-04,Curve,637,Polygon
2022-10-04,DODO,2620,Polygon
2022-10-04,Fraxswap,473,Polygon
2022-10-04,KyberSwap,4690,Polygon
2022-10-04,QuickSwap,16967,Polygon
2022-10-04,Sushiswap,3848,Polygon
2022-10-04,Uniswap,11598,Polygon
2022-10-04,WOOFi,229,Polygon
2022-10-03,Curve,288,Avalanche
2022-10-03,Fraxswap,27,Avalanche
2022-10-03,GMX,112,Avalanche
2022-10-03,Hashflow,184,Avalanche
2022-10-03,KyberSwap,520,Avalanche
2022-10-03,Pangolin,1392,Avalanche
2022-10-03,Platypus,421,Avalanche
2022-10-03,Sushiswap,576,Avalanche
2022-10-03,Trader Joe,6364,Avalanche
2022-10-03,WOOFi,183,Avalanche
2022-10-03,Balancer,515,Ethereum
2022-10-03,Curve,873,Ethereum
2022-10-03,DODO,141,Ethereum
2022-10-03,Fraxswap,37,Ethereum
2022-10-03,Hashflow,83,Ethereum
2022-10-03,KyberSwap,48,Ethereum
2022-10-03,PancakeSwap,65,Ethereum
2022-10-03,Shibaswap,887,Ethereum
2022-10-03,Sushiswap,2645,Ethereum
2022-10-03,Synthetix,16,Ethereum
2022-10-03,Uniswap,29787,Ethereum
2022-10-03,Beethoven X,344,Optimism
2022-10-03,Curve,254,Optimism
2022-10-03,KyberSwap,169,Optimism
2022-10-03,Sushiswap,56,Optimism
2022-10-03,Synthetix,184,Optimism
2022-10-03,Uniswap,5504,Optimism
2022-10-03,Velodrome,2584,Optimism
2022-10-03,Balancer,2011,Polygon
2022-10-03,Curve,1909,Polygon
2022-10-03,DODO,2683,Polygon
2022-10-03,Fraxswap,230,Polygon
2022-10-03,KyberSwap,2411,Polygon
2022-10-03,QuickSwap,18630,Polygon
2022-10-03,Sushiswap,3913,Polygon
2022-10-03,Uniswap,10425,Polygon
2022-10-03,WOOFi,164,Polygon
2022-10-02,Curve,254,Avalanche
2022-10-02,Fraxswap,27,Avalanche
2022-10-02,GMX,99,Avalanche
2022-10-02,Hashflow,147,Avalanche
2022-10-02,KyberSwap,503,Avalanche
2022-10-02,Pangolin,1343,Avalanche
2022-10-02,Platypus,377,Avalanche
2022-10-02,Sushiswap,514,Avalanche
2022-10-02,Trader Joe,6002,Avalanche
2022-10-02,WOOFi,142,Avalanche
2022-10-02,Balancer,852,Ethereum
2022-10-02,Curve,1273,Ethereum
2022-10-02,DODO,291,Ethereum
2022-10-02,Fraxswap,52,Ethereum
2022-10-02,Hashflow,340,Ethereum
2022-10-02,KyberSwap,103,Ethereum
2022-10-02,PancakeSwap,89,Ethereum
2022-10-02,Shibaswap,1111,Ethereum
2022-10-02,Sushiswap,3246,Ethereum
2022-10-02,Synthetix,10,Ethereum
2022-10-02,Uniswap,33357,Ethereum
2022-10-02,Beethoven X,374,Optimism
2022-10-02,Curve,394,Optimism
2022-10-02,KyberSwap,304,Optimism
2022-10-02,Sushiswap,48,Optimism
2022-10-02,Synthetix,305,Optimism
2022-10-02,Uniswap,7259,Optimism
2022-10-02,Velodrome,3834,Optimism
2022-10-02,Balancer,1813,Polygon
2022-10-02,Curve,3086,Polygon
2022-10-02,DODO,2506,Polygon
2022-10-02,Fraxswap,305,Polygon
2022-10-02,KyberSwap,2487,Polygon
2022-10-02,QuickSwap,19417,Polygon
2022-10-02,Sushiswap,3389,Polygon
2022-10-02,Uniswap,9432,Polygon
2022-10-02,WOOFi,196,Polygon
2022-10-01,Curve,226,Avalanche
2022-10-01,Fraxswap,23,Avalanche
2022-10-01,GMX,72,Avalanche
2022-10-01,Hashflow,146,Avalanche
2022-10-01,KyberSwap,427,Avalanche
2022-10-01,Pangolin,1204,Avalanche
2022-10-01,Platypus,388,Avalanche
2022-10-01,Sushiswap,519,Avalanche
2022-10-01,Trader Joe,5775,Avalanche
2022-10-01,WOOFi,109,Avalanche
2022-10-01,Balancer,607,Ethereum
2022-10-01,Curve,1061,Ethereum
2022-10-01,DODO,175,Ethereum
2022-10-01,Fraxswap,41,Ethereum
2022-10-01,Hashflow,182,Ethereum
2022-10-01,KyberSwap,47,Ethereum
2022-10-01,PancakeSwap,129,Ethereum
2022-10-01,Shibaswap,1073,Ethereum
2022-10-01,Sushiswap,2822,Ethereum
2022-10-01,Synthetix,13,Ethereum
2022-10-01,Uniswap,30036,Ethereum
2022-10-01,Beethoven X,351,Optimism
2022-10-01,Curve,423,Optimism
2022-10-01,KyberSwap,262,Optimism
2022-10-01,Sushiswap,52,Optimism
2022-10-01,Synthetix,365,Optimism
2022-10-01,Uniswap,8539,Optimism
2022-10-01,Velodrome,5795,Optimism
2022-10-01,Balancer,1597,Polygon
2022-10-01,Curve,3144,Polygon
2022-10-01,DODO,2473,Polygon
2022-10-01,Fraxswap,238,Polygon
2022-10-01,KyberSwap,3589,Polygon
2022-10-01,QuickSwap,19585,Polygon
2022-10-01,Sushiswap,3180,Polygon
2022-10-01,Uniswap,9729,Polygon
2022-10-01,WOOFi,82,Polygon
2022-09-30,Curve,280,Avalanche
2022-09-30,Fraxswap,27,Avalanche
2022-09-30,GMX,151,Avalanche
2022-09-30,Hashflow,169,Avalanche
2022-09-30,KyberSwap,517,Avalanche
2022-09-30,Pangolin,1321,Avalanche
2022-09-30,Platypus,425,Avalanche
2022-09-30,Sushiswap,457,Avalanche
2022-09-30,Trader Joe,7023,Avalanche
2022-09-30,WOOFi,193,Avalanche
2022-09-30,Balancer,538,Ethereum
2022-09-30,Curve,919,Ethereum
2022-09-30,DODO,162,Ethereum
2022-09-30,Fraxswap,53,Ethereum
2022-09-30,Hashflow,104,Ethereum
2022-09-30,KyberSwap,57,Ethereum
2022-09-30,PancakeSwap,267,Ethereum
2022-09-30,Shibaswap,850,Ethereum
2022-09-30,Sushiswap,2680,Ethereum
2022-09-30,Synthetix,14,Ethereum
2022-09-30,Uniswap,31141,Ethereum
2022-09-30,Beethoven X,345,Optimism
2022-09-30,Curve,413,Optimism
2022-09-30,KyberSwap,219,Optimism
2022-09-30,Sushiswap,47,Optimism
2022-09-30,Synthetix,244,Optimism
2022-09-30,Uniswap,9189,Optimism
2022-09-30,Velodrome,6275,Optimism
2022-09-30,Balancer,2022,Polygon
2022-09-30,Curve,810,Polygon
2022-09-30,DODO,3185,Polygon
2022-09-30,Fraxswap,272,Polygon
2022-09-30,KyberSwap,4341,Polygon
2022-09-30,QuickSwap,16945,Polygon
2022-09-30,Sushiswap,3940,Polygon
2022-09-30,Uniswap,12049,Polygon
2022-09-30,WOOFi,307,Polygon
2022-09-29,Curve,301,Avalanche
2022-09-29,Fraxswap,15,Avalanche
2022-09-29,GMX,107,Avalanche
2022-09-29,Hashflow,163,Avalanche
2022-09-29,KyberSwap,474,Avalanche
2022-09-29,Pangolin,1356,Avalanche
2022-09-29,Platypus,457,Avalanche
2022-09-29,Sushiswap,531,Avalanche
2022-09-29,Trader Joe,10685,Avalanche
2022-09-29,WOOFi,155,Avalanche
2022-09-29,Balancer,577,Ethereum
2022-09-29,Curve,1006,Ethereum
2022-09-29,DODO,166,Ethereum
2022-09-29,Fraxswap,55,Ethereum
2022-09-29,Hashflow,133,Ethereum
2022-09-29,KyberSwap,84,Ethereum
2022-09-29,PancakeSwap,318,Ethereum
2022-09-29,Shibaswap,942,Ethereum
2022-09-29,Sushiswap,2989,Ethereum
2022-09-29,Synthetix,24,Ethereum
2022-09-29,Uniswap,32283,Ethereum
2022-09-29,Beethoven X,318,Optimism
2022-09-29,Curve,465,Optimism
2022-09-29,KyberSwap,318,Optimism
2022-09-29,Sushiswap,28,Optimism
2022-09-29,Synthetix,293,Optimism
2022-09-29,Uniswap,7465,Optimism
2022-09-29,Velodrome,4248,Optimism
2022-09-29,Balancer,1986,Polygon
2022-09-29,Curve,781,Polygon
2022-09-29,DODO,3191,Polygon
2022-09-29,Fraxswap,300,Polygon
2022-09-29,KyberSwap,9095,Polygon
2022-09-29,QuickSwap,17162,Polygon
2022-09-29,Sushiswap,3824,Polygon
2022-09-29,Uniswap,13676,Polygon
2022-09-29,WOOFi,158,Polygon
2022-09-28,Curve,323,Avalanche
2022-09-28,Fraxswap,42,Avalanche
2022-09-28,GMX,164,Avalanche
2022-09-28,Hashflow,170,Avalanche
2022-09-28,KyberSwap,474,Avalanche
2022-09-28,Pangolin,1362,Avalanche
2022-09-28,Platypus,485,Avalanche
2022-09-28,Sushiswap,510,Avalanche
2022-09-28,Trader Joe,6299,Avalanche
2022-09-28,WOOFi,217,Avalanche
2022-09-28,Balancer,678,Ethereum
2022-09-28,Curve,1036,Ethereum
2022-09-28,DODO,192,Ethereum
2022-09-28,Fraxswap,72,Ethereum
2022-09-28,Hashflow,111,Ethereum
2022-09-28,KyberSwap,64,Ethereum
2022-09-28,PancakeSwap,829,Ethereum
2022-09-28,Shibaswap,995,Ethereum
2022-09-28,Sushiswap,3179,Ethereum
2022-09-28,Synthetix,19,Ethereum
2022-09-28,Uniswap,31375,Ethereum
2022-09-28,Beethoven X,303,Optimism
2022-09-28,Curve,513,Optimism
2022-09-28,KyberSwap,256,Optimism
2022-09-28,Sushiswap,42,Optimism
2022-09-28,Synthetix,361,Optimism
2022-09-28,Uniswap,7177,Optimism
2022-09-28,Velodrome,3262,Optimism
2022-09-28,Balancer,2591,Polygon
2022-09-28,Curve,879,Polygon
2022-09-28,DODO,2939,Polygon
2022-09-28,Fraxswap,402,Polygon
2022-09-28,KyberSwap,28546,Polygon
2022-09-28,QuickSwap,16936,Polygon
2022-09-28,Sushiswap,4080,Polygon
2022-09-28,Uniswap,12240,Polygon
2022-09-28,WOOFi,305,Polygon
2022-09-27,Curve,330,Avalanche
2022-09-27,Fraxswap,24,Avalanche
2022-09-27,GMX,208,Avalanche
2022-09-27,Hashflow,165,Avalanche
2022-09-27,KyberSwap,507,Avalanche
2022-09-27,Pangolin,1507,Avalanche
2022-09-27,Platypus,536,Avalanche
2022-09-27,Sushiswap,529,Avalanche
2022-09-27,Trader Joe,6797,Avalanche
2022-09-27,WOOFi,233,Avalanche
2022-09-27,Balancer,637,Ethereum
2022-09-27,Curve,966,Ethereum
2022-09-27,DODO,172,Ethereum
2022-09-27,Fraxswap,59,Ethereum
2022-09-27,Hashflow,108,Ethereum
2022-09-27,KyberSwap,67,Ethereum
2022-09-27,PancakeSwap,1544,Ethereum
2022-09-27,Shibaswap,875,Ethereum
2022-09-27,Sushiswap,3273,Ethereum
2022-09-27,Synthetix,10,Ethereum
2022-09-27,Uniswap,31526,Ethereum
2022-09-27,Beethoven X,320,Optimism
2022-09-27,Curve,503,Optimism
2022-09-27,KyberSwap,247,Optimism
2022-09-27,Sushiswap,27,Optimism
2022-09-27,Synthetix,427,Optimism
2022-09-27,Uniswap,5656,Optimism
2022-09-27,Velodrome,2417,Optimism
2022-09-27,Balancer,2883,Polygon
2022-09-27,Curve,5511,Polygon
2022-09-27,DODO,3637,Polygon
2022-09-27,Fraxswap,516,Polygon
2022-09-27,KyberSwap,23156,Polygon
2022-09-27,QuickSwap,22952,Polygon
2022-09-27,Sushiswap,8611,Polygon
2022-09-27,Uniswap,13395,Polygon
2022-09-27,WOOFi,333,Polygon
2022-09-26,Curve,294,Avalanche
2022-09-26,Fraxswap,11,Avalanche
2022-09-26,GMX,117,Avalanche
2022-09-26,Hashflow,141,Avalanche
2022-09-26,KyberSwap,287,Avalanche
2022-09-26,Pangolin,1348,Avalanche
2022-09-26,Platypus,403,Avalanche
2022-09-26,Sushiswap,507,Avalanche
2022-09-26,Trader Joe,6432,Avalanche
2022-09-26,WOOFi,171,Avalanche
2022-09-26,Balancer,728,Ethereum
2022-09-26,Curve,1136,Ethereum
2022-09-26,DODO,258,Ethereum
2022-09-26,Fraxswap,46,Ethereum
2022-09-26,Hashflow,137,Ethereum
2022-09-26,KyberSwap,84,Ethereum
2022-09-26,Shibaswap,993,Ethereum
2022-09-26,Sushiswap,3159,Ethereum
2022-09-26,Synthetix,19,Ethereum
2022-09-26,Uniswap,30700,Ethereum
2022-09-26,Beethoven X,278,Optimism
2022-09-26,Curve,801,Optimism
2022-09-26,KyberSwap,221,Optimism
2022-09-26,Sushiswap,39,Optimism
2022-09-26,Synthetix,632,Optimism
2022-09-26,Uniswap,6225,Optimism
2022-09-26,Velodrome,2697,Optimism
2022-09-26,Balancer,3118,Polygon
2022-09-26,Curve,1606,Polygon
2022-09-26,DODO,3237,Polygon
2022-09-26,Fraxswap,606,Polygon
2022-09-26,KyberSwap,6481,Polygon
2022-09-26,QuickSwap,17797,Polygon
2022-09-26,Sushiswap,4229,Polygon
2022-09-26,Uniswap,12178,Polygon
2022-09-26,WOOFi,166,Polygon
2022-09-25,Curve,225,Avalanche
2022-09-25,Fraxswap,11,Avalanche
2022-09-25,GMX,97,Avalanche
2022-09-25,Hashflow,131,Avalanche
2022-09-25,KyberSwap,131,Avalanche
2022-09-25,Pangolin,1240,Avalanche
2022-09-25,Platypus,316,Avalanche
2022-09-25,Sushiswap,459,Avalanche
2022-09-25,Trader Joe,5856,Avalanche
2022-09-25,WOOFi,181,Avalanche
2022-09-25,Balancer,646,Ethereum
2022-09-25,Curve,1043,Ethereum
2022-09-25,DODO,196,Ethereum
2022-09-25,Fraxswap,57,Ethereum
2022-09-25,Hashflow,204,Ethereum
2022-09-25,KyberSwap,76,Ethereum
2022-09-25,Shibaswap,1032,Ethereum
2022-09-25,Sushiswap,3003,Ethereum
2022-09-25,Synthetix,9,Ethereum
2022-09-25,Uniswap,28374,Ethereum
2022-09-25,Beethoven X,235,Optimism
2022-09-25,Curve,2521,Optimism
2022-09-25,KyberSwap,181,Optimism
2022-09-25,Sushiswap,43,Optimism
2022-09-25,Synthetix,2850,Optimism
2022-09-25,Uniswap,7031,Optimism
2022-09-25,Velodrome,3183,Optimism
2022-09-25,Balancer,1648,Polygon
2022-09-25,Curve,858,Polygon
2022-09-25,DODO,2553,Polygon
2022-09-25,Fraxswap,731,Polygon
2022-09-25,KyberSwap,5532,Polygon
2022-09-25,QuickSwap,14929,Polygon
2022-09-25,Sushiswap,3436,Polygon
2022-09-25,Uniswap,10320,Polygon
2022-09-25,WOOFi,181,Polygon
2022-09-24,Curve,216,Avalanche
2022-09-24,Fraxswap,12,Avalanche
2022-09-24,GMX,93,Avalanche
2022-09-24,Hashflow,141,Avalanche
2022-09-24,KyberSwap,147,Avalanche
2022-09-24,Pangolin,1214,Avalanche
2022-09-24,Platypus,327,Avalanche
2022-09-24,Sushiswap,482,Avalanche
2022-09-24,Trader Joe,5611,Avalanche
2022-09-24,WOOFi,229,Avalanche
2022-09-24,Balancer,713,Ethereum
2022-09-24,Curve,967,Ethereum
2022-09-24,DODO,199,Ethereum
2022-09-24,Fraxswap,49,Ethereum
2022-09-24,Hashflow,208,Ethereum
2022-09-24,KyberSwap,78,Ethereum
2022-09-24,Shibaswap,1219,Ethereum
2022-09-24,Sushiswap,3376,Ethereum
2022-09-24,Synthetix,8,Ethereum
2022-09-24,Uniswap,28052,Ethereum
2022-09-24,Beethoven X,207,Optimism
2022-09-24,Curve,449,Optimism
2022-09-24,KyberSwap,147,Optimism
2022-09-24,Sushiswap,44,Optimism
2022-09-24,Synthetix,428,Optimism
2022-09-24,Uniswap,6997,Optimism
2022-09-24,Velodrome,2483,Optimism
2022-09-24,Balancer,1826,Polygon
2022-09-24,Curve,860,Polygon
2022-09-24,DODO,2891,Polygon
2022-09-24,Fraxswap,1708,Polygon
2022-09-24,KyberSwap,6585,Polygon
2022-09-24,QuickSwap,14109,Polygon
2022-09-24,Sushiswap,3180,Polygon
2022-09-24,Uniswap,11820,Polygon
2022-09-24,WOOFi,139,Polygon
2022-09-23,Curve,317,Avalanche
2022-09-23,Fraxswap,36,Avalanche
2022-09-23,GMX,172,Avalanche
2022-09-23,Hashflow,134,Avalanche
2022-09-23,KyberSwap,225,Avalanche
2022-09-23,Pangolin,1393,Avalanche
2022-09-23,Platypus,491,Avalanche
2022-09-23,Sushiswap,541,Avalanche
2022-09-23,Trader Joe,6400,Avalanche
2022-09-23,WOOFi,324,Avalanche
2022-09-23,Balancer,887,Ethereum
2022-09-23,Curve,1336,Ethereum
2022-09-23,DODO,258,Ethereum
2022-09-23,Fraxswap,65,Ethereum
2022-09-23,Hashflow,170,Ethereum
2022-09-23,KyberSwap,95,Ethereum
2022-09-23,Shibaswap,1171,Ethereum
2022-09-23,Sushiswap,3902,Ethereum
2022-09-23,Synthetix,23,Ethereum
2022-09-23,Uniswap,30270,Ethereum
2022-09-23,Beethoven X,258,Optimism
2022-09-23,Curve,431,Optimism
2022-09-23,KyberSwap,162,Optimism
2022-09-23,Sushiswap,43,Optimism
2022-09-23,Synthetix,408,Optimism
2022-09-23,Uniswap,7748,Optimism
2022-09-23,Velodrome,2804,Optimism
2022-09-23,Balancer,2137,Polygon
2022-09-23,Curve,992,Polygon
2022-09-23,DODO,3276,Polygon
2022-09-23,Fraxswap,651,Polygon
2022-09-23,KyberSwap,6777,Polygon
2022-09-23,QuickSwap,15609,Polygon
2022-09-23,Sushiswap,4044,Polygon
2022-09-23,Uniswap,12902,Polygon
2022-09-23,WOOFi,288,Polygon
2022-09-22,Curve,332,Avalanche
2022-09-22,Fraxswap,19,Avalanche
2022-09-22,GMX,169,Avalanche
2022-09-22,Hashflow,155,Avalanche
2022-09-22,KyberSwap,283,Avalanche
2022-09-22,Pangolin,1433,Avalanche
2022-09-22,Platypus,357,Avalanche
2022-09-22,Sushiswap,529,Avalanche
2022-09-22,Trader Joe,6357,Avalanche
2022-09-22,WOOFi,323,Avalanche
2022-09-22,Balancer,908,Ethereum
2022-09-22,Curve,1223,Ethereum
2022-09-22,DODO,246,Ethereum
2022-09-22,Fraxswap,74,Ethereum
2022-09-22,Hashflow,143,Ethereum
2022-09-22,KyberSwap,85,Ethereum
2022-09-22,Shibaswap,1331,Ethereum
2022-09-22,Sushiswap,3697,Ethereum
2022-09-22,Synthetix,21,Ethereum
2022-09-22,Uniswap,29818,Ethereum
2022-09-22,Beethoven X,321,Optimism
2022-09-22,Curve,498,Optimism
2022-09-22,KyberSwap,155,Optimism
2022-09-22,Sushiswap,39,Optimism
2022-09-22,Synthetix,401,Optimism
2022-09-22,Uniswap,6779,Optimism
2022-09-22,Velodrome,3184,Optimism
2022-09-22,Balancer,4062,Polygon
2022-09-22,Curve,869,Polygon
2022-09-22,DODO,3727,Polygon
2022-09-22,Fraxswap,146,Polygon
2022-09-22,KyberSwap,7241,Polygon
2022-09-22,QuickSwap,15780,Polygon
2022-09-22,Sushiswap,4378,Polygon
2022-09-22,Uniswap,12765,Polygon
2022-09-22,WOOFi,274,Polygon
2022-09-21,Curve,384,Avalanche
2022-09-21,Fraxswap,60,Avalanche
2022-09-21,GMX,218,Avalanche
2022-09-21,Hashflow,158,Avalanche
2022-09-21,KyberSwap,304,Avalanche
2022-09-21,Pangolin,1498,Avalanche
2022-09-21,Platypus,403,Avalanche
2022-09-21,Sushiswap,625,Avalanche
2022-09-21,Trader Joe,6798,Avalanche
2022-09-21,WOOFi,368,Avalanche
2022-09-21,Balancer,858,Ethereum
2022-09-21,Curve,1211,Ethereum
2022-09-21,DODO,276,Ethereum
2022-09-21,Fraxswap,101,Ethereum
2022-09-21,Hashflow,157,Ethereum
2022-09-21,KyberSwap,100,Ethereum
2022-09-21,Shibaswap,1449,Ethereum
2022-09-21,Sushiswap,3918,Ethereum
2022-09-21,Synthetix,35,Ethereum
2022-09-21,Uniswap,30686,Ethereum
2022-09-21,Beethoven X,276,Optimism
2022-09-21,Curve,626,Optimism
2022-09-21,KyberSwap,138,Optimism
2022-09-21,Sushiswap,47,Optimism
2022-09-21,Synthetix,355,Optimism
2022-09-21,Uniswap,9254,Optimism
2022-09-21,Velodrome,3715,Optimism
2022-09-21,Balancer,2371,Polygon
2022-09-21,Curve,1116,Polygon
2022-09-21,DODO,3240,Polygon
2022-09-21,Fraxswap,196,Polygon
2022-09-21,KyberSwap,4218,Polygon
2022-09-21,QuickSwap,16610,Polygon
2022-09-21,Sushiswap,4658,Polygon
2022-09-21,Uniswap,12552,Polygon
2022-09-21,WOOFi,380,Polygon
2022-09-20,Curve,277,Avalanche
2022-09-20,Fraxswap,33,Avalanche
2022-09-20,GMX,89,Avalanche
2022-09-20,Hashflow,136,Avalanche
2022-09-20,KyberSwap,257,Avalanche
2022-09-20,Pangolin,1404,Avalanche
2022-09-20,Platypus,287,Avalanche
2022-09-20,Sushiswap,540,Avalanche
2022-09-20,Trader Joe,6581,Avalanche
2022-09-20,WOOFi,243,Avalanche
2022-09-20,Balancer,666,Ethereum
2022-09-20,Curve,1134,Ethereum
2022-09-20,DODO,199,Ethereum
2022-09-20,Fraxswap,67,Ethereum
2022-09-20,Hashflow,129,Ethereum
2022-09-20,KyberSwap,89,Ethereum
2022-09-20,Shibaswap,1150,Ethereum
2022-09-20,Sushiswap,3634,Ethereum
2022-09-20,Synthetix,16,Ethereum
2022-09-20,Uniswap,30004,Ethereum
2022-09-20,Beethoven X,173,Optimism
2022-09-20,Curve,297,Optimism
2022-09-20,KyberSwap,139,Optimism
2022-09-20,Sushiswap,54,Optimism
2022-09-20,Synthetix,70,Optimism
2022-09-20,Uniswap,8285,Optimism
2022-09-20,Velodrome,3569,Optimism
2022-09-20,Balancer,1695,Polygon
2022-09-20,Curve,1036,Polygon
2022-09-20,DODO,2795,Polygon
2022-09-20,Fraxswap,109,Polygon
2022-09-20,KyberSwap,3593,Polygon
2022-09-20,QuickSwap,15084,Polygon
2022-09-20,Sushiswap,4291,Polygon
2022-09-20,Uniswap,11243,Polygon
2022-09-20,WOOFi,214,Polygon
2022-09-19,Curve,401,Avalanche
2022-09-19,Fraxswap,18,Avalanche
2022-09-19,GMX,173,Avalanche
2022-09-19,Hashflow,158,Avalanche
2022-09-19,KyberSwap,269,Avalanche
2022-09-19,Pangolin,1678,Avalanche
2022-09-19,Platypus,432,Avalanche
2022-09-19,Sushiswap,615,Avalanche
2022-09-19,Trader Joe,7651,Avalanche
2022-09-19,WOOFi,372,Avalanche
2022-09-19,Balancer,918,Ethereum
2022-09-19,Curve,1189,Ethereum
2022-09-19,DODO,279,Ethereum
2022-09-19,Fraxswap,85,Ethereum
2022-09-19,Hashflow,180,Ethereum
2022-09-19,KyberSwap,107,Ethereum
2022-09-19,Shibaswap,1886,Ethereum
2022-09-19,Sushiswap,4154,Ethereum
2022-09-19,Synthetix,38,Ethereum
2022-09-19,Uniswap,31617,Ethereum
2022-09-19,Beethoven X,204,Optimism
2022-09-19,Curve,247,Optimism
2022-09-19,KyberSwap,139,Optimism
2022-09-19,Sushiswap,40,Optimism
2022-09-19,Synthetix,67,Optimism
2022-09-19,Uniswap,3702,Optimism
2022-09-19,Velodrome,1956,Optimism
2022-09-19,Balancer,1871,Polygon
2022-09-19,Curve,2378,Polygon
2022-09-19,DODO,2824,Polygon
2022-09-19,Fraxswap,1487,Polygon
2022-09-19,KyberSwap,3701,Polygon
2022-09-19,QuickSwap,16128,Polygon
2022-09-19,Sushiswap,4537,Polygon
2022-09-19,Uniswap,13838,Polygon
2022-09-19,WOOFi,286,Polygon
2022-09-18,Curve,318,Avalanche
2022-09-18,Fraxswap,24,Avalanche
2022-09-18,GMX,185,Avalanche
2022-09-18,Hashflow,162,Avalanche
2022-09-18,KyberSwap,241,Avalanche
2022-09-18,Pangolin,1592,Avalanche
2022-09-18,Platypus,358,Avalanche
2022-09-18,Sushiswap,555,Avalanche
2022-09-18,Trader Joe,7119,Avalanche
2022-09-18,WOOFi,346,Avalanche
2022-09-18,Balancer,957,Ethereum
2022-09-18,Curve,1010,Ethereum
2022-09-18,DODO,234,Ethereum
2022-09-18,Fraxswap,75,Ethereum
2022-09-18,Hashflow,134,Ethereum
2022-09-18,KyberSwap,147,Ethereum
2022-09-18,Shibaswap,2042,Ethereum
2022-09-18,Sushiswap,4203,Ethereum
2022-09-18,Synthetix,9,Ethereum
2022-09-18,Uniswap,29894,Ethereum
2022-09-18,Beethoven X,144,Optimism
2022-09-18,Curve,120,Optimism
2022-09-18,KyberSwap,89,Optimism
2022-09-18,Sushiswap,39,Optimism
2022-09-18,Synthetix,102,Optimism
2022-09-18,Uniswap,2543,Optimism
2022-09-18,Velodrome,1366,Optimism
2022-09-18,Balancer,1687,Polygon
2022-09-18,Curve,1153,Polygon
2022-09-18,DODO,2421,Polygon
2022-09-18,Fraxswap,3295,Polygon
2022-09-18,KyberSwap,5618,Polygon
2022-09-18,QuickSwap,15932,Polygon
2022-09-18,Sushiswap,4269,Polygon
2022-09-18,Uniswap,11731,Polygon
2022-09-18,WOOFi,241,Polygon
2022-09-17,Curve,262,Avalanche
2022-09-17,Fraxswap,12,Avalanche
2022-09-17,GMX,133,Avalanche
2022-09-17,Hashflow,134,Avalanche
2022-09-17,KyberSwap,192,Avalanche
2022-09-17,Pangolin,1382,Avalanche
2022-09-17,Platypus,338,Avalanche
2022-09-17,Sushiswap,469,Avalanche
2022-09-17,Trader Joe,6708,Avalanche
2022-09-17,WOOFi,304,Avalanche
2022-09-17,Balancer,732,Ethereum
2022-09-17,Curve,948,Ethereum
2022-09-17,DODO,195,Ethereum
2022-09-17,Fraxswap,73,Ethereum
2022-09-17,Hashflow,133,Ethereum
2022-09-17,KyberSwap,92,Ethereum
2022-09-17,Shibaswap,1454,Ethereum
2022-09-17,Sushiswap,4711,Ethereum
2022-09-17,Synthetix,12,Ethereum
2022-09-17,Uniswap,27686,Ethereum
2022-09-17,Beethoven X,132,Optimism
2022-09-17,Curve,143,Optimism
2022-09-17,KyberSwap,92,Optimism
2022-09-17,Sushiswap,29,Optimism
2022-09-17,Synthetix,62,Optimism
2022-09-17,Uniswap,2568,Optimism
2022-09-17,Velodrome,1250,Optimism
2022-09-17,Balancer,1290,Polygon
2022-09-17,Curve,538,Polygon
2022-09-17,DODO,2632,Polygon
2022-09-17,Fraxswap,2235,Polygon
