Date,Marketplace,Values,Blockchain
2022-10-29,Tensor,6880.761145,Solana
2022-10-29,Yawww,306.4154817,Solana
2022-10-28,Blur,2161726.649,Ethereum
2022-10-28,Gem,364823.0778,Ethereum
2022-10-28,Larva Labs,527061.58,Ethereum
2022-10-28,LooksRare,1410880.372,Ethereum
2022-10-28,NFTX,36396.42898,Ethereum
2022-10-28,OpenSea,10292428.16,Ethereum
2022-10-28,Rarible,80235.85768,Ethereum
2022-10-28,Sudoswap,351698.99,Ethereum
2022-10-28,X2Y2,6159004.706,Ethereum
2022-10-28,OpenSea,519.6196369,Optimism
2022-10-28,Quix,29825.68,Optimism
2022-10-28,Coral Cube,8304.401633,Solana
2022-10-28,Exchange Art,26603.70139,Solana
2022-10-28,Hadeswap,244540.4951,Solana
2022-10-28,Hyperspace,13021.76817,Solana
2022-10-28,Magic Eden,2723108.277,Solana
2022-10-28,Opensea,732.8651453,Solana
2022-10-28,Solanart,4499.676283,Solana
2022-10-28,Tensor,9960.383119,Solana
2022-10-28,Yawww,3540.258225,Solana
2022-10-27,Blur,1610023.862,Ethereum
2022-10-27,Gem,384492.4506,Ethereum
2022-10-27,Larva Labs,642984.3,Ethereum
2022-10-27,LooksRare,6854461.1,Ethereum
2022-10-27,NFTX,36360.6351,Ethereum
2022-10-27,OpenSea,10112617.9,Ethereum
2022-10-27,Rarible,62384.64388,Ethereum
2022-10-27,Sudoswap,252671.31,Ethereum
2022-10-27,X2Y2,8067132.286,Ethereum
2022-10-27,OpenSea,1399.615046,Optimism
2022-10-27,Quix,27375.79,Optimism
2022-10-27,Coral Cube,7275.708294,Solana
2022-10-27,Exchange Art,25816.89862,Solana
2022-10-27,Hadeswap,160542.7974,Solana
2022-10-27,Hyperspace,22704.23469,Solana
2022-10-27,Magic Eden,2599417.288,Solana
2022-10-27,Opensea,8942.285183,Solana
2022-10-27,Solanart,7315.850437,Solana
2022-10-27,Tensor,4381.723553,Solana
2022-10-27,Yawww,1906.845875,Solana
2022-10-26,Blur,2074988.556,Ethereum
2022-10-26,Gem,454417.8598,Ethereum
2022-10-26,Larva Labs,1450608.62,Ethereum
2022-10-26,LooksRare,4533690.983,Ethereum
2022-10-26,NFTX,40484.77585,Ethereum
2022-10-26,OpenSea,9612277.981,Ethereum
2022-10-26,Rarible,151682.0154,Ethereum
2022-10-26,Sudoswap,427217.49,Ethereum
2022-10-26,X2Y2,9662005.427,Ethereum
2022-10-26,OpenSea,844.6237779,Optimism
2022-10-26,Quix,31164.78,Optimism
2022-10-26,Coral Cube,9368.538542,Solana
2022-10-26,Exchange Art,29048.64506,Solana
2022-10-26,Hadeswap,190508.0987,Solana
2022-10-26,Hyperspace,37775.44685,Solana
2022-10-26,Magic Eden,1732779.198,Solana
2022-10-26,Opensea,7267.136103,Solana
2022-10-26,Solanart,2871.816592,Solana
2022-10-26,Tensor,4531.755774,Solana
2022-10-26,Yawww,2169.247733,Solana
2022-10-25,Blur,1242630.359,Ethereum
2022-10-25,Gem,290474.8768,Ethereum
2022-10-25,Larva Labs,511302.48,Ethereum
2022-10-25,LooksRare,2998445.02,Ethereum
2022-10-25,NFTX,22683.49064,Ethereum
2022-10-25,OpenSea,8996983.073,Ethereum
2022-10-25,Rarible,82404.36318,Ethereum
2022-10-25,Sudoswap,225869.24,Ethereum
2022-10-25,X2Y2,8027309.728,Ethereum
2022-10-25,OpenSea,1395.056859,Optimism
2022-10-25,Quix,111370.32,Optimism
2022-10-25,Coral Cube,11386.88339,Solana
2022-10-25,Exchange Art,17491.25135,Solana
2022-10-25,Hadeswap,147100.26,Solana
2022-10-25,Hyperspace,29465.88964,Solana
2022-10-25,Magic Eden,2292891.862,Solana
2022-10-25,Opensea,2660.295862,Solana
2022-10-25,Solanart,5772.733647,Solana
2022-10-25,Tensor,3549.233641,Solana
2022-10-25,Yawww,16094.16891,Solana
2022-10-24,Blur,1133696.513,Ethereum
2022-10-24,Gem,297599.1592,Ethereum
2022-10-24,Larva Labs,713228.66,Ethereum
2022-10-24,LooksRare,4265139.421,Ethereum
2022-10-24,NFTX,42656.78357,Ethereum
2022-10-24,OpenSea,7587861.811,Ethereum
2022-10-24,Rarible,61757.32033,Ethereum
2022-10-24,Sudoswap,228671.86,Ethereum
2022-10-24,X2Y2,8088593.425,Ethereum
2022-10-24,OpenSea,536.0558433,Optimism
2022-10-24,Quix,45656.94,Optimism
2022-10-24,Coral Cube,4797.706407,Solana
2022-10-24,Exchange Art,17116.84872,Solana
2022-10-24,Hadeswap,129261.6397,Solana
2022-10-24,Hyperspace,24071.20881,Solana
2022-10-24,Magic Eden,1642246.638,Solana
2022-10-24,Opensea,5101.590666,Solana
2022-10-24,Solanart,5526.017567,Solana
2022-10-24,Tensor,13723.52056,Solana
2022-10-24,Yawww,2863.12257,Solana
2022-10-23,Blur,1300268.009,Ethereum
2022-10-23,Gem,255768.7457,Ethereum
2022-10-23,Larva Labs,827047.52,Ethereum
2022-10-23,LooksRare,4422028.787,Ethereum
2022-10-23,NFTX,20917.50397,Ethereum
2022-10-23,OpenSea,6995204.935,Ethereum
2022-10-23,Rarible,138028.5362,Ethereum
2022-10-23,Sudoswap,361204.56,Ethereum
2022-10-23,X2Y2,8144534.51,Ethereum
2022-10-23,OpenSea,601.0991223,Optimism
2022-10-23,Quix,33781.87,Optimism
2022-10-23,Coral Cube,4878.583494,Solana
2022-10-23,Exchange Art,11898.48602,Solana
2022-10-23,Hadeswap,95398.82554,Solana
2022-10-23,Hyperspace,35448.5198,Solana
2022-10-23,Magic Eden,1797656.626,Solana
2022-10-23,Opensea,1069.742212,Solana
2022-10-23,Solanart,20761.87008,Solana
2022-10-23,Tensor,10565.326,Solana
2022-10-23,Yawww,2503.96125,Solana
2022-10-22,Blur,1006930.296,Ethereum
2022-10-22,Gem,354659.0944,Ethereum
2022-10-22,Larva Labs,966433.05,Ethereum
2022-10-22,LooksRare,4219158.335,Ethereum
2022-10-22,NFTX,18763.66317,Ethereum
2022-10-22,OpenSea,7252357.727,Ethereum
2022-10-22,Rarible,46187.64084,Ethereum
2022-10-22,Sudoswap,293829.65,Ethereum
2022-10-22,X2Y2,7435893.71,Ethereum
2022-10-22,OpenSea,48.67680013,Optimism
2022-10-22,Quix,27502.99,Optimism
2022-10-22,Coral Cube,6464.34043,Solana
2022-10-22,Exchange Art,20784.99339,Solana
2022-10-22,Hadeswap,131243.6288,Solana
2022-10-22,Hyperspace,29242.35086,Solana
2022-10-22,Magic Eden,2273127.601,Solana
2022-10-22,Opensea,1644.332621,Solana
2022-10-22,Solanart,9904.53107,Solana
2022-10-22,Tensor,6943.198495,Solana
2022-10-22,Yawww,6762.701655,Solana
2022-10-21,Blur,1451174.956,Ethereum
2022-10-21,Gem,576773.3546,Ethereum
2022-10-21,Larva Labs,896314.37,Ethereum
2022-10-21,LooksRare,4341237.733,Ethereum
2022-10-21,NFTX,21649.3864,Ethereum
2022-10-21,OpenSea,8465320.986,Ethereum
2022-10-21,Rarible,60804.74208,Ethereum
2022-10-21,Sudoswap,356993.06,Ethereum
2022-10-21,X2Y2,7740257.752,Ethereum
2022-10-21,OpenSea,156.4771493,Optimism
2022-10-21,Quix,26258.92,Optimism
2022-10-21,Coral Cube,10321.4264,Solana
2022-10-21,Exchange Art,30507.75683,Solana
2022-10-21,Hadeswap,134994.7837,Solana
2022-10-21,Hyperspace,46967.32947,Solana
2022-10-21,Magic Eden,2761951.75,Solana
2022-10-21,Opensea,2983.332029,Solana
2022-10-21,Solanart,30574.88308,Solana
2022-10-21,Tensor,9163.343288,Solana
2022-10-21,Yawww,3636.956917,Solana
2022-10-20,Blur,1311045.122,Ethereum
2022-10-20,Gem,894854.2124,Ethereum
2022-10-20,Larva Labs,520308.28,Ethereum
2022-10-20,LooksRare,4370756.956,Ethereum
2022-10-20,NFTX,16815.85771,Ethereum
2022-10-20,OpenSea,9189367.793,Ethereum
2022-10-20,Rarible,19205.77112,Ethereum
2022-10-20,Sudoswap,248709.0,Ethereum
2022-10-20,X2Y2,7992806.425,Ethereum
2022-10-20,OpenSea,214.4012448,Optimism
2022-10-20,Quix,25795.1,Optimism
2022-10-20,Coral Cube,15578.50508,Solana
2022-10-20,Exchange Art,14192.45019,Solana
2022-10-20,Hadeswap,173191.8708,Solana
2022-10-20,Hyperspace,43483.87011,Solana
2022-10-20,Magic Eden,2973884.587,Solana
2022-10-20,Opensea,3296.137706,Solana
2022-10-20,SMB Market,115.3719039,Solana
2022-10-20,Solanart,5644.114985,Solana
2022-10-20,Tensor,3755.204937,Solana
2022-10-20,Yawww,7961.760152,Solana
2022-10-19,Blur,389673.5102,Ethereum
2022-10-19,Gem,1244381.039,Ethereum
2022-10-19,Larva Labs,203037.91,Ethereum
2022-10-19,LooksRare,4854598.413,Ethereum
2022-10-19,NFTX,19292.15834,Ethereum
2022-10-19,OpenSea,9227643.809,Ethereum
2022-10-19,Rarible,15101.70572,Ethereum
2022-10-19,Sudoswap,238375.58,Ethereum
2022-10-19,X2Y2,6558106.342,Ethereum
2022-10-19,OpenSea,230.9214293,Optimism
2022-10-19,Quix,16801.18,Optimism
2022-10-19,Coral Cube,22833.74801,Solana
2022-10-19,Exchange Art,13370.0,Solana
2022-10-19,Hadeswap,166111.5489,Solana
2022-10-19,Hyperspace,66187.92238,Solana
2022-10-19,Magic Eden,2517605.954,Solana
2022-10-19,Opensea,2334.061781,Solana
2022-10-19,Solanart,6903.665156,Solana
2022-10-19,Tensor,6946.450993,Solana
2022-10-19,Yawww,14380.98688,Solana
2022-10-18,Blur,252002.6002,Ethereum
2022-10-18,Gem,1972882.679,Ethereum
2022-10-18,Larva Labs,775139.91,Ethereum
2022-10-18,LooksRare,4320466.845,Ethereum
2022-10-18,NFTX,19816.06885,Ethereum
2022-10-18,OpenSea,8596200.022,Ethereum
2022-10-18,Rarible,7474.126156,Ethereum
2022-10-18,Sudoswap,294254.3,Ethereum
2022-10-18,X2Y2,8370643.403,Ethereum
2022-10-18,OpenSea,777.8361037,Optimism
2022-10-18,Quix,15179.47,Optimism
2022-10-18,Coral Cube,26861.49948,Solana
2022-10-18,Exchange Art,17890.70937,Solana
2022-10-18,Hadeswap,287538.2373,Solana
2022-10-18,Hyperspace,78662.09154,Solana
2022-10-18,Magic Eden,3821834.748,Solana
2022-10-18,Opensea,4384.393751,Solana
2022-10-18,Solanart,19179.7286,Solana
2022-10-18,Tensor,13883.33051,Solana
2022-10-18,Yawww,22327.11933,Solana
2022-10-17,Blur,138537.6143,Ethereum
2022-10-17,Gem,1792541.541,Ethereum
2022-10-17,Larva Labs,911605.52,Ethereum
2022-10-17,LooksRare,5101210.754,Ethereum
2022-10-17,NFTX,20066.48649,Ethereum
2022-10-17,OpenSea,10496426.42,Ethereum
2022-10-17,Rarible,10142.19187,Ethereum
2022-10-17,Sudoswap,341585.2,Ethereum
2022-10-17,X2Y2,10082115.76,Ethereum
2022-10-17,OpenSea,1056.421354,Optimism
2022-10-17,Quix,25648.74,Optimism
2022-10-17,Coral Cube,36174.8055,Solana
2022-10-17,Exchange Art,19055.15963,Solana
2022-10-17,Hadeswap,267159.7782,Solana
2022-10-17,Hyperspace,86483.0409,Solana
2022-10-17,Magic Eden,2737354.432,Solana
2022-10-17,Opensea,2622.389963,Solana
2022-10-17,Solanart,30887.33725,Solana
2022-10-17,Tensor,9054.098786,Solana
2022-10-17,Yawww,5157.235292,Solana
2022-10-16,Blur,61839.58913,Ethereum
2022-10-16,Gem,1328120.852,Ethereum
2022-10-16,Larva Labs,301266.82,Ethereum
2022-10-16,LooksRare,4804518.911,Ethereum
2022-10-16,NFTX,17428.96395,Ethereum
2022-10-16,OpenSea,7694861.854,Ethereum
2022-10-16,Rarible,10490.30073,Ethereum
2022-10-16,Sudoswap,171964.34,Ethereum
2022-10-16,X2Y2,8393856.962,Ethereum
2022-10-16,OpenSea,515.1363001,Optimism
2022-10-16,Quix,32934.19,Optimism
2022-10-16,Coral Cube,44531.21029,Solana
2022-10-16,Exchange Art,17755.67688,Solana
2022-10-16,Hadeswap,220725.5609,Solana
2022-10-16,Hyperspace,52255.95248,Solana
2022-10-16,Magic Eden,2517574.498,Solana
2022-10-16,Opensea,2016.090386,Solana
2022-10-16,Solanart,95086.24255,Solana
2022-10-16,Tensor,29438.58466,Solana
2022-10-16,Yawww,10142.2548,Solana
2022-10-15,Blur,49149.94732,Ethereum
2022-10-15,Gem,495702.3934,Ethereum
2022-10-15,Larva Labs,380128.95,Ethereum
2022-10-15,LooksRare,4351313.518,Ethereum
2022-10-15,NFTX,21908.96949,Ethereum
2022-10-15,OpenSea,9691384.438,Ethereum
2022-10-15,Rarible,3524.807455,Ethereum
2022-10-15,Sudoswap,355009.96,Ethereum
2022-10-15,X2Y2,8048682.58,Ethereum
2022-10-15,OpenSea,32.08944724,Optimism
2022-10-15,Quix,12777.85,Optimism
2022-10-15,Coral Cube,124875.9556,Solana
2022-10-15,Exchange Art,27793.40343,Solana
2022-10-15,Hadeswap,279128.3073,Solana
2022-10-15,Hyperspace,76243.9827,Solana
2022-10-15,Magic Eden,4317709.688,Solana
2022-10-15,Opensea,3793.017636,Solana
2022-10-15,Solanart,68174.40211,Solana
2022-10-15,Tensor,18159.12243,Solana
2022-10-15,Yawww,28714.12243,Solana
2022-10-14,Blur,125008.4294,Ethereum
2022-10-14,Gem,860285.6905,Ethereum
2022-10-14,Larva Labs,758022.76,Ethereum
2022-10-14,LooksRare,4501187.879,Ethereum
2022-10-14,NFTX,22893.47926,Ethereum
2022-10-14,OpenSea,10141159.05,Ethereum
2022-10-14,Rarible,21519.03936,Ethereum
2022-10-14,Sudoswap,342691.98,Ethereum
2022-10-14,X2Y2,8476770.558,Ethereum
2022-10-14,OpenSea,77.748419,Optimism
2022-10-14,Quix,11138.6,Optimism
2022-10-14,Coral Cube,235693.217,Solana
2022-10-14,Exchange Art,23434.13635,Solana
2022-10-14,Hadeswap,189524.7965,Solana
2022-10-14,Hyperspace,99064.77808,Solana
2022-10-14,Magic Eden,1745543.9,Solana
2022-10-14,Opensea,1774.016034,Solana
2022-10-14,Solanart,204049.3873,Solana
2022-10-14,Tensor,13097.68171,Solana
2022-10-14,Yawww,63895.47372,Solana
2022-10-13,Blur,242244.7648,Ethereum
2022-10-13,Gem,823837.1125,Ethereum
2022-10-13,Larva Labs,178712.28,Ethereum
2022-10-13,LooksRare,5154253.907,Ethereum
2022-10-13,NFTX,117713.5227,Ethereum
2022-10-13,OpenSea,12342149.61,Ethereum
2022-10-13,Rarible,43690.22572,Ethereum
2022-10-13,Sudoswap,450627.39,Ethereum
2022-10-13,X2Y2,8608193.612,Ethereum
2022-10-13,OpenSea,114.3494658,Optimism
2022-10-13,Quix,14580.62,Optimism
2022-10-13,Coral Cube,185185.2444,Solana
2022-10-13,Exchange Art,25260.12859,Solana
2022-10-13,Hadeswap,275468.0825,Solana
2022-10-13,Hyperspace,125401.6146,Solana
2022-10-13,Magic Eden,1962606.697,Solana
2022-10-13,Opensea,3761.122513,Solana
2022-10-13,Solanart,342332.7984,Solana
2022-10-13,Tensor,19336.96206,Solana
2022-10-13,Yawww,113882.0468,Solana
2022-10-12,Blur,59274.01047,Ethereum
2022-10-12,Gem,374856.3743,Ethereum
2022-10-12,Larva Labs,356783.82,Ethereum
2022-10-12,LooksRare,4289097.924,Ethereum
2022-10-12,NFTX,34787.71309,Ethereum
2022-10-12,OpenSea,9115092.363,Ethereum
2022-10-12,Rarible,2984.909747,Ethereum
2022-10-12,Sudoswap,361027.55,Ethereum
2022-10-12,X2Y2,8514088.784,Ethereum
2022-10-12,OpenSea,282.0304002,Optimism
2022-10-12,Quix,18445.24,Optimism
2022-10-12,Coral Cube,218226.3371,Solana
2022-10-12,Exchange Art,22612.19263,Solana
2022-10-12,Hadeswap,373924.3531,Solana
2022-10-12,Hyperspace,108789.54,Solana
2022-10-12,Magic Eden,2387036.788,Solana
2022-10-12,Opensea,4269.378527,Solana
2022-10-12,Solanart,314592.6213,Solana
2022-10-12,Tensor,33086.43942,Solana
2022-10-12,Yawww,202866.826,Solana
2022-10-11,Blur,41797.90354,Ethereum
2022-10-11,Gem,356333.176,Ethereum
2022-10-11,Larva Labs,512561.15,Ethereum
2022-10-11,LooksRare,3942797.015,Ethereum
2022-10-11,NFTX,22955.65954,Ethereum
2022-10-11,OpenSea,9528485.266,Ethereum
2022-10-11,Rarible,2153.81057,Ethereum
2022-10-11,Sudoswap,380652.78,Ethereum
2022-10-11,X2Y2,8544728.002,Ethereum
2022-10-11,OpenSea,126.9001693,Optimism
2022-10-11,Quix,9441.65,Optimism
2022-10-11,Coral Cube,255460.7534,Solana
2022-10-11,Exchange Art,12647.26004,Solana
2022-10-11,Hadeswap,271780.5296,Solana
2022-10-11,Hyperspace,119292.2151,Solana
2022-10-11,Magic Eden,2144195.078,Solana
2022-10-11,Opensea,7613.688434,Solana
2022-10-11,Solanart,189643.2532,Solana
2022-10-11,Tensor,25208.00735,Solana
2022-10-11,Yawww,125442.0806,Solana
2022-10-10,Blur,63945.22331,Ethereum
2022-10-10,Gem,678666.2372,Ethereum
2022-10-10,LooksRare,4004682.263,Ethereum
2022-10-10,NFTX,14686.60893,Ethereum
2022-10-10,OpenSea,9082537.037,Ethereum
2022-10-10,Rarible,14645.51788,Ethereum
2022-10-10,Sudoswap,217589.11,Ethereum
2022-10-10,X2Y2,8463389.859,Ethereum
2022-10-10,OpenSea,70.29157822,Optimism
2022-10-10,Quix,8815.74,Optimism
2022-10-10,Coral Cube,217154.4811,Solana
2022-10-10,Exchange Art,7907.521343,Solana
2022-10-10,Hadeswap,274118.2923,Solana
2022-10-10,Hyperspace,62966.55232,Solana
2022-10-10,Magic Eden,2063249.619,Solana
2022-10-10,Opensea,4752.059043,Solana
2022-10-10,Solanart,282536.3411,Solana
2022-10-10,Tensor,16067.36698,Solana
2022-10-10,Yawww,99382.66377,Solana
2022-10-09,Blur,61925.37946,Ethereum
2022-10-09,Gem,706688.4437,Ethereum
2022-10-09,Larva Labs,187344.61,Ethereum
2022-10-09,LooksRare,4628975.82,Ethereum
2022-10-09,NFTX,13419.47783,Ethereum
2022-10-09,OpenSea,8298695.437,Ethereum
2022-10-09,Rarible,6611.159198,Ethereum
2022-10-09,Sudoswap,161895.79,Ethereum
2022-10-09,X2Y2,8736321.089,Ethereum
2022-10-09,OpenSea,126.1699948,Optimism
2022-10-09,Quix,14492.29,Optimism
2022-10-09,Coral Cube,563179.1294,Solana
2022-10-09,Exchange Art,11376.352,Solana
2022-10-09,Hadeswap,1256161.202,Solana
2022-10-09,Hyperspace,311236.6744,Solana
2022-10-09,Magic Eden,3078004.193,Solana
2022-10-09,Opensea,7757.117997,Solana
2022-10-09,Solanart,1154495.076,Solana
2022-10-09,Tensor,24135.76944,Solana
2022-10-09,Yawww,229326.212,Solana
2022-10-08,Blur,115325.91,Ethereum
2022-10-08,Gem,804124.6286,Ethereum
2022-10-08,Larva Labs,402383.86,Ethereum
2022-10-08,LooksRare,4481714.784,Ethereum
2022-10-08,NFTX,21533.11537,Ethereum
2022-10-08,OpenSea,10352550.64,Ethereum
2022-10-08,Rarible,18624.27921,Ethereum
2022-10-08,Sudoswap,247848.25,Ethereum
2022-10-08,X2Y2,8615103.19,Ethereum
2022-10-08,OpenSea,84.06292127,Optimism
2022-10-08,Quix,18417.68,Optimism
2022-10-08,Coral Cube,236559.5823,Solana
2022-10-08,Exchange Art,26916.76673,Solana
2022-10-08,Hadeswap,165796.38,Solana
2022-10-08,Hyperspace,41848.80598,Solana
2022-10-08,Magic Eden,2004363.454,Solana
2022-10-08,Opensea,3276.412216,Solana
2022-10-08,SMB Market,6801.237154,Solana
2022-10-08,Solanart,149598.7109,Solana
2022-10-08,Tensor,35030.14051,Solana
2022-10-08,Yawww,133128.7927,Solana
2022-10-07,Blur,117286.5387,Ethereum
2022-10-07,Gem,1112881.097,Ethereum
2022-10-07,Larva Labs,514950.3,Ethereum
2022-10-07,LooksRare,4702729.982,Ethereum
2022-10-07,NFTX,14308.3347,Ethereum
2022-10-07,OpenSea,12839571.09,Ethereum
2022-10-07,Rarible,3546.457365,Ethereum
2022-10-07,Sudoswap,406413.41,Ethereum
2022-10-07,X2Y2,5558072.668,Ethereum
2022-10-07,OpenSea,98.440106,Optimism
2022-10-07,Quix,18780.61,Optimism
2022-10-07,Coral Cube,360868.6089,Solana
2022-10-07,Exchange Art,26456.72444,Solana
2022-10-07,Hadeswap,264310.6919,Solana
2022-10-07,Hyperspace,40387.3254,Solana
2022-10-07,Magic Eden,2964955.786,Solana
2022-10-07,Opensea,5445.714102,Solana
2022-10-07,Solanart,242340.1627,Solana
2022-10-07,Tensor,18874.83605,Solana
2022-10-07,Yawww,209244.5249,Solana
2022-10-06,Blur,132187.0898,Ethereum
2022-10-06,Gem,1403930.148,Ethereum
2022-10-06,Larva Labs,876975.46,Ethereum
2022-10-06,LooksRare,4561691.831,Ethereum
2022-10-06,NFTX,37005.94765,Ethereum
2022-10-06,OpenSea,12443175.81,Ethereum
2022-10-06,Rarible,19013.56934,Ethereum
2022-10-06,Sudoswap,342642.89,Ethereum
2022-10-06,X2Y2,7610592.429,Ethereum
2022-10-06,OpenSea,140.9614414,Optimism
2022-10-06,Quix,21934.88,Optimism
2022-10-06,Coral Cube,274508.2955,Solana
2022-10-06,Exchange Art,46958.79149,Solana
2022-10-06,Hadeswap,254210.8344,Solana
2022-10-06,Hyperspace,32777.42543,Solana
2022-10-06,Magic Eden,3100942.33,Solana
2022-10-06,Opensea,9571.257912,Solana
2022-10-06,Solanart,337500.3573,Solana
2022-10-06,Tensor,41351.53221,Solana
2022-10-06,Yawww,220538.126,Solana
2022-10-05,Blur,228720.9159,Ethereum
2022-10-05,Gem,1208644.988,Ethereum
2022-10-05,Larva Labs,870051.54,Ethereum
2022-10-05,LooksRare,4503726.28,Ethereum
2022-10-05,NFTX,34715.90098,Ethereum
2022-10-05,OpenSea,10981993.58,Ethereum
2022-10-05,Rarible,72607.34237,Ethereum
2022-10-05,Sudoswap,479975.01,Ethereum
2022-10-05,X2Y2,7025093.563,Ethereum
2022-10-05,OpenSea,220.3363455,Optimism
2022-10-05,Quix,13043.12,Optimism
2022-10-05,Coral Cube,117809.1168,Solana
2022-10-05,Exchange Art,24024.59099,Solana
2022-10-05,Hadeswap,162761.8685,Solana
2022-10-05,Hyperspace,61771.96553,Solana
2022-10-05,Magic Eden,2497856.163,Solana
2022-10-05,Opensea,3638.544882,Solana
2022-10-05,SMB Market,7454.791667,Solana
2022-10-05,Solanart,437296.558,Solana
2022-10-05,Tensor,58751.8232,Solana
2022-10-05,Yawww,197346.8386,Solana
2022-10-04,Blur,173675.1543,Ethereum
2022-10-04,Gem,1187739.814,Ethereum
2022-10-04,Larva Labs,620625.0,Ethereum
2022-10-04,LooksRare,4899770.187,Ethereum
2022-10-04,NFTX,17312.07866,Ethereum
2022-10-04,OpenSea,10901684.24,Ethereum
2022-10-04,Rarible,11954.05786,Ethereum
2022-10-04,Sudoswap,352536.94,Ethereum
2022-10-04,X2Y2,12161803.01,Ethereum
2022-10-04,OpenSea,36.2156675,Optimism
2022-10-04,Quix,14956.24,Optimism
2022-10-04,Coral Cube,67780.38762,Solana
2022-10-04,Exchange Art,18147.04266,Solana
2022-10-04,Hadeswap,322979.132,Solana
2022-10-04,Hyperspace,124787.3672,Solana
2022-10-04,Magic Eden,3097115.035,Solana
2022-10-04,Opensea,2369.607381,Solana
2022-10-04,Solanart,369190.0677,Solana
2022-10-04,Tensor,46460.61993,Solana
2022-10-04,Yawww,354161.8267,Solana
2022-10-03,Blur,114248.8915,Ethereum
2022-10-03,Gem,1321879.182,Ethereum
2022-10-03,Larva Labs,507760.76,Ethereum
2022-10-03,LooksRare,4341966.651,Ethereum
2022-10-03,NFTX,28158.31849,Ethereum
2022-10-03,OpenSea,12482867.45,Ethereum
2022-10-03,Rarible,13298.26558,Ethereum
2022-10-03,Sudoswap,291692.22,Ethereum
2022-10-03,X2Y2,10614572.13,Ethereum
2022-10-03,OpenSea,103.4316798,Optimism
2022-10-03,Quix,17241.14,Optimism
2022-10-03,Coral Cube,65846.90502,Solana
2022-10-03,Exchange Art,15492.55073,Solana
2022-10-03,Hadeswap,313250.2698,Solana
2022-10-03,Hyperspace,41281.691,Solana
2022-10-03,Magic Eden,3434498.961,Solana
2022-10-03,Opensea,3590.731412,Solana
2022-10-03,Solanart,455028.2616,Solana
2022-10-03,Solport,0.977770397,Solana
2022-10-03,Tensor,54619.37748,Solana
2022-10-03,Yawww,308889.2999,Solana
2022-10-02,Blur,301691.9636,Ethereum
2022-10-02,Gem,518879.9424,Ethereum
2022-10-02,LooksRare,4203560.627,Ethereum
2022-10-02,NFTX,11051.47113,Ethereum
2022-10-02,OpenSea,11417452.74,Ethereum
2022-10-02,Rarible,9492.066492,Ethereum
2022-10-02,Sudoswap,398200.05,Ethereum
2022-10-02,X2Y2,10441026.7,Ethereum
2022-10-02,OpenSea,28.46987198,Optimism
2022-10-02,Quix,16298.18,Optimism
2022-10-02,Coral Cube,57604.25257,Solana
2022-10-02,Exchange Art,14218.58472,Solana
2022-10-02,Hadeswap,227352.8842,Solana
2022-10-02,Hyperspace,45179.3734,Solana
2022-10-02,Magic Eden,3759001.956,Solana
2022-10-02,Opensea,4111.269526,Solana
2022-10-02,Solanart,308499.3748,Solana
2022-10-02,Tensor,44651.88102,Solana
2022-10-02,Yawww,287834.8155,Solana
2022-10-01,Blur,356270.3683,Ethereum
2022-10-01,Gem,630434.8474,Ethereum
2022-10-01,Larva Labs,1940417.29,Ethereum
2022-10-01,LooksRare,5991200.513,Ethereum
2022-10-01,NFTX,13200.36333,Ethereum
2022-10-01,OpenSea,11178612.81,Ethereum
2022-10-01,Rarible,10170.88542,Ethereum
2022-10-01,Sudoswap,288720.42,Ethereum
2022-10-01,X2Y2,10773666.44,Ethereum
2022-10-01,OpenSea,49.34818755,Optimism
2022-10-01,Quix,25343.51,Optimism
2022-10-01,Coral Cube,19101.83404,Solana
2022-10-01,Exchange Art,7388.512372,Solana
2022-10-01,Hadeswap,134164.7108,Solana
2022-10-01,Hyperspace,48829.38172,Solana
2022-10-01,Magic Eden,2338505.52,Solana
2022-10-01,Opensea,2311.774097,Solana
2022-10-01,Solanart,159100.2443,Solana
2022-10-01,Tensor,31931.88174,Solana
2022-10-01,Yawww,194256.945,Solana
2022-09-30,Blur,79013.72414,Ethereum
2022-09-30,Gem,562357.412,Ethereum
2022-09-30,Larva Labs,680042.19,Ethereum
2022-09-30,LooksRare,4120491.889,Ethereum
2022-09-30,NFTX,9344.917056,Ethereum
2022-09-30,OpenSea,11433292.7,Ethereum
2022-09-30,Rarible,21985.25315,Ethereum
2022-09-30,Sudoswap,338475.87,Ethereum
2022-09-30,X2Y2,12147312.46,Ethereum
2022-09-30,OpenSea,1.37347025,Optimism
2022-09-30,Quix,25158.87,Optimism
2022-09-30,Coral Cube,11696.18724,Solana
2022-09-30,Exchange Art,34408.8903,Solana
2022-09-30,Hadeswap,160798.9341,Solana
2022-09-30,Hyperspace,63065.18325,Solana
2022-09-30,Magic Eden,2991652.462,Solana
2022-09-30,Opensea,4922.946438,Solana
2022-09-30,Solanart,184485.7616,Solana
2022-09-30,Solport,1.873460417,Solana
2022-09-30,Tensor,52087.50144,Solana
2022-09-30,Yawww,196864.1052,Solana
2022-09-29,Blur,40648.80194,Ethereum
2022-09-29,Gem,542315.1612,Ethereum
2022-09-29,Larva Labs,828312.4,Ethereum
2022-09-29,LooksRare,3904090.032,Ethereum
2022-09-29,NFTX,22762.44052,Ethereum
2022-09-29,OpenSea,11917923.18,Ethereum
2022-09-29,Rarible,4294.591494,Ethereum
2022-09-29,Sudoswap,402798.01,Ethereum
