Date,Marketplace,Values,Blockchain
2023-02-05,Magic Eden,2679319.386,Solana
2023-02-05,Opensea,14.33916325,Solana
2023-02-05,Solanart,10837.92937,Solana
2023-02-05,Tensor,22511.46002,Solana
2023-02-04,Blur,16084597.0,Ethereum
2023-02-04,Gem,63741.21109,Ethereum
2023-02-04,Larva Labs,114711.81,Ethereum
2023-02-04,LooksRare,4634872.137,Ethereum
2023-02-04,NFTX,20901.99847,Ethereum
2023-02-04,OpenSea,14805920.99,Ethereum
2023-02-04,Rarible,2425.280411,Ethereum
2023-02-04,Sudoswap,323984.08,Ethereum
2023-02-04,X2Y2,17537583.91,Ethereum
2023-02-04,OpenSea,297.6762977,Optimism
2023-02-04,Quix,33035.86,Optimism
2023-02-04,OpenSea,1762774.483,Polygon
2023-02-04,Coral Cube,292362.0472,Solana
2023-02-04,Exchange Art,31343.12816,Solana
2023-02-04,Hadeswap,206918.7949,Solana
2023-02-04,Hyperspace,5277.689387,Solana
2023-02-04,Magic Eden,2250793.296,Solana
2023-02-04,Opensea,480.4522667,Solana
2023-02-04,Solanart,5515.77416,Solana
2023-02-04,Tensor,22539.31167,Solana
2023-02-04,Yawww,763.0133333,Solana
2023-02-03,Blur,14816183.85,Ethereum
2023-02-03,Gem,135901.2053,Ethereum
2023-02-03,Larva Labs,1021475.56,Ethereum
2023-02-03,LooksRare,4933203.783,Ethereum
2023-02-03,NFTX,295351.6426,Ethereum
2023-02-03,OpenSea,17117234.13,Ethereum
2023-02-03,Rarible,7267.942899,Ethereum
2023-02-03,Sudoswap,340720.79,Ethereum
2023-02-03,X2Y2,16602700.3,Ethereum
2023-02-03,OpenSea,541.9587907,Optimism
2023-02-03,Quix,27686.97,Optimism
2023-02-03,OpenSea,1149793.326,Polygon
2023-02-03,Coral Cube,272500.0481,Solana
2023-02-03,Exchange Art,30721.15948,Solana
2023-02-03,Hadeswap,259792.8205,Solana
2023-02-03,Hyperspace,9334.267584,Solana
2023-02-03,Magic Eden,2975166.895,Solana
2023-02-03,Opensea,1042.223795,Solana
2023-02-03,Solanart,15852.7334,Solana
2023-02-03,Tensor,34360.66339,Solana
2023-02-02,Blur,9591422.323,Ethereum
2023-02-02,Gem,53051.26991,Ethereum
2023-02-02,Larva Labs,1924512.4,Ethereum
2023-02-02,LooksRare,2997074.171,Ethereum
2023-02-02,NFTX,51959.9178,Ethereum
2023-02-02,OpenSea,14442365.84,Ethereum
2023-02-02,Rarible,15792.19422,Ethereum
2023-02-02,Sudoswap,369259.16,Ethereum
2023-02-02,X2Y2,13502580.67,Ethereum
2023-02-02,OpenSea,2217.09778,Optimism
2023-02-02,Quix,61705.02,Optimism
2023-02-02,OpenSea,553609.278,Polygon
2023-02-02,Coral Cube,213058.4028,Solana
2023-02-02,Exchange Art,68987.27034,Solana
2023-02-02,Hadeswap,295117.6521,Solana
2023-02-02,Hyperspace,8018.71335,Solana
2023-02-02,Magic Eden,3241736.506,Solana
2023-02-02,Opensea,691.2366041,Solana
2023-02-02,Solanart,8834.423792,Solana
2023-02-02,Tensor,43519.964,Solana
2023-02-02,Yawww,354.9931204,Solana
2023-02-01,Blur,11608243.96,Ethereum
2023-02-01,Gem,98724.10434,Ethereum
2023-02-01,Larva Labs,1582592.24,Ethereum
2023-02-01,LooksRare,2888896.914,Ethereum
2023-02-01,NFTX,16278.52332,Ethereum
2023-02-01,OpenSea,14264965.91,Ethereum
2023-02-01,Rarible,2606.034907,Ethereum
2023-02-01,Sudoswap,364240.23,Ethereum
2023-02-01,X2Y2,11935446.29,Ethereum
2023-02-01,OpenSea,254.3406855,Optimism
2023-02-01,Quix,4111.51,Optimism
2023-02-01,OpenSea,434189.4215,Polygon
2023-02-01,Coral Cube,213472.9841,Solana
2023-02-01,Exchange Art,23340.67019,Solana
2023-02-01,Hadeswap,382187.1313,Solana
2023-02-01,Hyperspace,3253.443386,Solana
2023-02-01,Magic Eden,2818917.252,Solana
2023-02-01,Opensea,3078.42301,Solana
2023-02-01,SMB Market,2847.007367,Solana
2023-02-01,Solanart,756.3733667,Solana
2023-02-01,Tensor,21783.36891,Solana
2023-01-31,Blur,10699947.3,Ethereum
2023-01-31,Gem,144219.6255,Ethereum
2023-01-31,Larva Labs,648031.04,Ethereum
2023-01-31,LooksRare,2720043.179,Ethereum
2023-01-31,NFTX,32539.63594,Ethereum
2023-01-31,OpenSea,12396577.02,Ethereum
2023-01-31,Rarible,2721.934257,Ethereum
2023-01-31,Sudoswap,172500.64,Ethereum
2023-01-31,X2Y2,11051869.18,Ethereum
2023-01-31,OpenSea,101359.1289,Optimism
2023-01-31,Quix,4772.32,Optimism
2023-01-31,OpenSea,433862.52,Polygon
2023-01-31,Coral Cube,319538.7695,Solana
2023-01-31,Exchange Art,22775.02681,Solana
2023-01-31,Hadeswap,321218.0944,Solana
2023-01-31,Hyperspace,2705.175614,Solana
2023-01-31,Magic Eden,2912762.35,Solana
2023-01-31,Opensea,247.238541,Solana
2023-01-31,Solanart,10444.11847,Solana
2023-01-31,Tensor,125034.5315,Solana
2023-01-31,Yawww,34.88146,Solana
2023-01-30,Blur,9653061.11,Ethereum
2023-01-30,Gem,52371.61793,Ethereum
2023-01-30,Larva Labs,869380.88,Ethereum
2023-01-30,LooksRare,2735446.653,Ethereum
2023-01-30,NFTX,12200.95037,Ethereum
2023-01-30,OpenSea,13222319.85,Ethereum
2023-01-30,Rarible,2146.398008,Ethereum
2023-01-30,Sudoswap,227684.59,Ethereum
2023-01-30,X2Y2,10137685.19,Ethereum
2023-01-30,OpenSea,248.2896658,Optimism
2023-01-30,Quix,16307.7,Optimism
2023-01-30,OpenSea,647805.3913,Polygon
2023-01-30,Coral Cube,365781.656,Solana
2023-01-30,Exchange Art,14577.74062,Solana
2023-01-30,Hadeswap,349926.404,Solana
2023-01-30,Hyperspace,2544.312202,Solana
2023-01-30,Magic Eden,3315693.411,Solana
2023-01-30,Opensea,1803.4861,Solana
2023-01-30,Solanart,529.49325,Solana
2023-01-30,Tensor,32825.67404,Solana
2023-01-30,Yawww,120.9565,Solana
2023-01-29,Blur,9901329.989,Ethereum
2023-01-29,Gem,105923.5916,Ethereum
2023-01-29,Larva Labs,1004393.48,Ethereum
2023-01-29,LooksRare,3056375.362,Ethereum
2023-01-29,NFTX,12897.34167,Ethereum
2023-01-29,OpenSea,15372001.47,Ethereum
2023-01-29,Rarible,1645.926587,Ethereum
2023-01-29,Sudoswap,260996.71,Ethereum
2023-01-29,X2Y2,11017812.54,Ethereum
2023-01-29,OpenSea,3204.798841,Optimism
2023-01-29,Quix,28765.77,Optimism
2023-01-29,OpenSea,786944.0422,Polygon
2023-01-29,Coral Cube,406233.0206,Solana
2023-01-29,Exchange Art,11107.20894,Solana
2023-01-29,Hadeswap,402851.1233,Solana
2023-01-29,Hyperspace,893.9457995,Solana
2023-01-29,Magic Eden,2719929.718,Solana
2023-01-29,Opensea,666.66067,Solana
2023-01-29,Solanart,3602.51021,Solana
2023-01-29,Tensor,37601.75017,Solana
2023-01-28,Blur,9452310.304,Ethereum
2023-01-28,Gem,119233.7283,Ethereum
2023-01-28,Larva Labs,701358.02,Ethereum
2023-01-28,LooksRare,3498114.348,Ethereum
2023-01-28,NFTX,33576.10775,Ethereum
2023-01-28,OpenSea,13193080.47,Ethereum
2023-01-28,Rarible,3491.090925,Ethereum
2023-01-28,Sudoswap,248416.25,Ethereum
2023-01-28,X2Y2,10823471.51,Ethereum
2023-01-28,OpenSea,914.4197703,Optimism
2023-01-28,Quix,14981.88,Optimism
2023-01-28,OpenSea,873565.4056,Polygon
2023-01-28,Coral Cube,339045.3315,Solana
2023-01-28,Exchange Art,15728.47476,Solana
2023-01-28,Hadeswap,248995.4198,Solana
2023-01-28,Hyperspace,5183.057519,Solana
2023-01-28,Magic Eden,2718122.147,Solana
2023-01-28,Opensea,1459.249526,Solana
2023-01-28,Solanart,72.52369583,Solana
2023-01-28,Tensor,29910.58453,Solana
2023-01-27,Blur,10047421.29,Ethereum
2023-01-27,Gem,645274.0015,Ethereum
2023-01-27,Larva Labs,868003.6,Ethereum
2023-01-27,LooksRare,2934537.083,Ethereum
2023-01-27,NFTX,27544.69386,Ethereum
2023-01-27,OpenSea,17253169.5,Ethereum
2023-01-27,Rarible,30302.90452,Ethereum
2023-01-27,Sudoswap,269046.63,Ethereum
2023-01-27,X2Y2,10456931.73,Ethereum
2023-01-27,OpenSea,668.3035695,Optimism
2023-01-27,Quix,11662.91,Optimism
2023-01-27,OpenSea,848303.457,Polygon
2023-01-27,Coral Cube,360713.7928,Solana
2023-01-27,Exchange Art,24966.56698,Solana
2023-01-27,Hadeswap,376115.5666,Solana
2023-01-27,Hyperspace,3407.181597,Solana
2023-01-27,Magic Eden,3204320.908,Solana
2023-01-27,Opensea,636.6635867,Solana
2023-01-27,SMB Market,410.4021083,Solana
2023-01-27,Solanart,14512.72148,Solana
2023-01-27,Tensor,32414.09648,Solana
2023-01-27,Yawww,60.39562917,Solana
2023-01-26,Blur,11395630.58,Ethereum
2023-01-26,Gem,203150.1081,Ethereum
2023-01-26,Larva Labs,569446.18,Ethereum
2023-01-26,LooksRare,2516804.64,Ethereum
2023-01-26,NFTX,352663.6144,Ethereum
2023-01-26,OpenSea,16709245.52,Ethereum
2023-01-26,Rarible,29502.18499,Ethereum
2023-01-26,Sudoswap,261872.84,Ethereum
2023-01-26,X2Y2,11766781.47,Ethereum
2023-01-26,OpenSea,492.9779851,Optimism
2023-01-26,Quix,47400.63,Optimism
2023-01-26,OpenSea,429580.8322,Polygon
2023-01-26,Coral Cube,403933.2157,Solana
2023-01-26,Exchange Art,85642.81602,Solana
2023-01-26,Hadeswap,234322.5272,Solana
2023-01-26,Hyperspace,5767.169157,Solana
2023-01-26,Magic Eden,3440831.961,Solana
2023-01-26,Opensea,104.4772392,Solana
2023-01-26,SMB Market,565.1004167,Solana
2023-01-26,Solanart,20891.7624,Solana
2023-01-26,Tensor,48791.64181,Solana
2023-01-25,Blur,10776772.93,Ethereum
2023-01-25,Gem,120441.2104,Ethereum
2023-01-25,Larva Labs,809537.0,Ethereum
2023-01-25,LooksRare,3889808.846,Ethereum
2023-01-25,NFTX,109026.084,Ethereum
2023-01-25,OpenSea,14927467.83,Ethereum
2023-01-25,Rarible,4592.98393,Ethereum
2023-01-25,Sudoswap,328767.14,Ethereum
2023-01-25,X2Y2,8440444.126,Ethereum
2023-01-25,OpenSea,268.5996991,Optimism
2023-01-25,Quix,36264.99,Optimism
2023-01-25,OpenSea,559704.6889,Polygon
2023-01-25,Coral Cube,411204.9308,Solana
2023-01-25,Exchange Art,45516.24353,Solana
2023-01-25,Hadeswap,256711.6361,Solana
2023-01-25,Hyperspace,4784.641774,Solana
2023-01-25,Magic Eden,2964862.027,Solana
2023-01-25,Opensea,733.6479058,Solana
2023-01-25,Solanart,18519.99532,Solana
2023-01-25,Tensor,51252.48401,Solana
2023-01-24,Blur,12303711.34,Ethereum
2023-01-24,Gem,190818.6243,Ethereum
2023-01-24,Larva Labs,719048.48,Ethereum
2023-01-24,LooksRare,3143466.739,Ethereum
2023-01-24,NFTX,19826.77527,Ethereum
2023-01-24,OpenSea,18994252.99,Ethereum
2023-01-24,Rarible,8041.090729,Ethereum
2023-01-24,Sudoswap,457682.67,Ethereum
2023-01-24,X2Y2,8685524.705,Ethereum
2023-01-24,OpenSea,824.3667399,Optimism
2023-01-24,Quix,10494.42,Optimism
2023-01-24,OpenSea,598014.9575,Polygon
2023-01-24,Coral Cube,420960.858,Solana
2023-01-24,Exchange Art,35419.61192,Solana
2023-01-24,Hadeswap,283179.4016,Solana
2023-01-24,Hyperspace,13361.94887,Solana
2023-01-24,Magic Eden,2830209.954,Solana
2023-01-24,Opensea,2717.938186,Solana
2023-01-24,SMB Market,864.666725,Solana
2023-01-24,Solanart,2038.719719,Solana
2023-01-24,Tensor,26119.01886,Solana
2023-01-23,Blur,8341951.308,Ethereum
2023-01-23,Gem,77951.97455,Ethereum
2023-01-23,Larva Labs,831588.37,Ethereum
2023-01-23,LooksRare,2688121.581,Ethereum
2023-01-23,NFTX,14612.1692,Ethereum
2023-01-23,OpenSea,14520506.01,Ethereum
2023-01-23,Rarible,16595.06969,Ethereum
2023-01-23,Sudoswap,366999.34,Ethereum
2023-01-23,X2Y2,11439900.24,Ethereum
2023-01-23,OpenSea,800.4488462,Optimism
2023-01-23,Quix,4632.28,Optimism
2023-01-23,OpenSea,659604.3564,Polygon
2023-01-23,Coral Cube,316594.6189,Solana
2023-01-23,Exchange Art,25712.15952,Solana
2023-01-23,Hadeswap,664249.2478,Solana
2023-01-23,Hyperspace,7182.275074,Solana
2023-01-23,Magic Eden,3090146.839,Solana
2023-01-23,Opensea,2830.02469,Solana
2023-01-23,Solanart,5465.226236,Solana
2023-01-23,Tensor,71731.92657,Solana
2023-01-23,Yawww,8.542945,Solana
2023-01-22,Blur,7331362.11,Ethereum
2023-01-22,Gem,152003.1512,Ethereum
2023-01-22,Larva Labs,475200.13,Ethereum
2023-01-22,LooksRare,4156024.836,Ethereum
2023-01-22,NFTX,25124.84829,Ethereum
2023-01-22,OpenSea,13882778.36,Ethereum
2023-01-22,Rarible,1752.59304,Ethereum
2023-01-22,Sudoswap,242556.87,Ethereum
2023-01-22,X2Y2,11615602.57,Ethereum
2023-01-22,OpenSea,770.9751185,Optimism
2023-01-22,Quix,6386.26,Optimism
2023-01-22,OpenSea,400952.4109,Polygon
2023-01-22,Coral Cube,289404.9138,Solana
2023-01-22,Exchange Art,21539.64295,Solana
2023-01-22,Hadeswap,563546.9876,Solana
2023-01-22,Hyperspace,6077.407547,Solana
2023-01-22,Magic Eden,3024312.146,Solana
2023-01-22,Opensea,1009.621012,Solana
2023-01-22,Solanart,1489.044783,Solana
2023-01-22,Tensor,77262.88547,Solana
2023-01-22,Yawww,68.468125,Solana
2023-01-21,Blur,9567584.445,Ethereum
2023-01-21,Gem,213431.1337,Ethereum
2023-01-21,Larva Labs,328548.52,Ethereum
2023-01-21,LooksRare,2264537.613,Ethereum
2023-01-21,NFTX,16610.70005,Ethereum
2023-01-21,OpenSea,14069626.25,Ethereum
2023-01-21,Rarible,3220.329265,Ethereum
2023-01-21,Sudoswap,250817.87,Ethereum
2023-01-21,X2Y2,10016391.9,Ethereum
2023-01-21,OpenSea,509.8278809,Optimism
2023-01-21,Quix,6239.91,Optimism
2023-01-21,OpenSea,498888.6319,Polygon
2023-01-21,Coral Cube,404022.6443,Solana
2023-01-21,Exchange Art,46498.96774,Solana
2023-01-21,Hadeswap,323100.7225,Solana
2023-01-21,Hyperspace,3359.16886,Solana
2023-01-21,Magic Eden,3377472.863,Solana
2023-01-21,Opensea,2705.677293,Solana
2023-01-21,Solanart,2517.255575,Solana
2023-01-21,Tensor,34159.56003,Solana
2023-01-20,Blur,10831629.7,Ethereum
2023-01-20,Gem,289535.5726,Ethereum
2023-01-20,Larva Labs,335547.46,Ethereum
2023-01-20,LooksRare,3042228.537,Ethereum
2023-01-20,NFTX,30471.73428,Ethereum
2023-01-20,OpenSea,15464480.27,Ethereum
2023-01-20,Rarible,6614.369266,Ethereum
2023-01-20,Sudoswap,429294.96,Ethereum
2023-01-20,X2Y2,8709511.23,Ethereum
2023-01-20,OpenSea,929.0814615,Optimism
2023-01-20,Quix,1713.73,Optimism
2023-01-20,OpenSea,390609.7191,Polygon
2023-01-20,Coral Cube,466347.3763,Solana
2023-01-20,Exchange Art,39001.87594,Solana
2023-01-20,Hadeswap,423158.0089,Solana
2023-01-20,Hyperspace,3996.949125,Solana
2023-01-20,Magic Eden,3904022.443,Solana
2023-01-20,Opensea,2591.435928,Solana
2023-01-20,Solanart,707.0667625,Solana
2023-01-20,Tensor,48143.38132,Solana
2023-01-20,Yawww,87.86166667,Solana
2023-01-19,Blur,11547626.6,Ethereum
2023-01-19,Gem,137044.0207,Ethereum
2023-01-19,Larva Labs,1488743.22,Ethereum
2023-01-19,LooksRare,2670075.52,Ethereum
2023-01-19,NFTX,16726.71782,Ethereum
2023-01-19,OpenSea,22484840.29,Ethereum
2023-01-19,Rarible,9620.815216,Ethereum
2023-01-19,Sudoswap,625792.15,Ethereum
2023-01-19,X2Y2,9806367.065,Ethereum
2023-01-19,OpenSea,401.296407,Optimism
2023-01-19,Quix,11665.18,Optimism
2023-01-19,OpenSea,803122.9795,Polygon
2023-01-19,Coral Cube,437991.8563,Solana
2023-01-19,Exchange Art,76201.43709,Solana
2023-01-19,Hadeswap,427556.0789,Solana
2023-01-19,Hyperspace,10951.00615,Solana
2023-01-19,Magic Eden,3511399.881,Solana
2023-01-19,Opensea,3476.052167,Solana
2023-01-19,Solanart,2775.807229,Solana
2023-01-19,Tensor,32146.86538,Solana
2023-01-19,Yawww,5347.146042,Solana
2023-01-18,Blur,14946007.62,Ethereum
2023-01-18,Gem,494121.4784,Ethereum
2023-01-18,Larva Labs,1104308.72,Ethereum
2023-01-18,LooksRare,2736855.026,Ethereum
2023-01-18,NFTX,17604.8619,Ethereum
2023-01-18,OpenSea,19199627.56,Ethereum
2023-01-18,Rarible,3494.06195,Ethereum
2023-01-18,Sudoswap,305902.89,Ethereum
2023-01-18,X2Y2,8659425.372,Ethereum
2023-01-18,OpenSea,940.8240679,Optimism
2023-01-18,Quix,5427.78,Optimism
2023-01-18,OpenSea,660490.9641,Polygon
2023-01-18,Coral Cube,441505.3676,Solana
2023-01-18,Exchange Art,31840.68916,Solana
2023-01-18,Hadeswap,598099.1033,Solana
2023-01-18,Hyperspace,15734.37465,Solana
2023-01-18,Magic Eden,3735275.527,Solana
2023-01-18,Opensea,3877.787917,Solana
2023-01-18,Solanart,6720.481938,Solana
2023-01-18,Tensor,56487.59818,Solana
2023-01-18,Yawww,544.3395,Solana
2023-01-17,Blur,10867788.11,Ethereum
2023-01-17,Gem,105348.9575,Ethereum
2023-01-17,Larva Labs,584634.19,Ethereum
2023-01-17,LooksRare,2384350.867,Ethereum
2023-01-17,NFTX,15185.34726,Ethereum
2023-01-17,OpenSea,12354295.31,Ethereum
2023-01-17,Rarible,6281.722265,Ethereum
2023-01-17,Sudoswap,167933.31,Ethereum
2023-01-17,X2Y2,8809933.7,Ethereum
2023-01-17,OpenSea,673.5842893,Optimism
2023-01-17,Quix,36212.47,Optimism
2023-01-17,OpenSea,422847.2031,Polygon
2023-01-17,Coral Cube,500078.8773,Solana
2023-01-17,Exchange Art,43230.91179,Solana
2023-01-17,Hadeswap,358401.1198,Solana
2023-01-17,Hyperspace,18353.13952,Solana
2023-01-17,Magic Eden,3764354.707,Solana
2023-01-17,Opensea,1226.89589,Solana
2023-01-17,Solanart,7630.367875,Solana
2023-01-17,Tensor,36940.82731,Solana
2023-01-16,Blur,13749785.19,Ethereum
2023-01-16,Gem,211048.4692,Ethereum
2023-01-16,Larva Labs,691029.0,Ethereum
2023-01-16,LooksRare,3111144.799,Ethereum
2023-01-16,NFTX,146959.2385,Ethereum
2023-01-16,OpenSea,13075314.23,Ethereum
2023-01-16,Rarible,14807.09087,Ethereum
2023-01-16,Sudoswap,268448.37,Ethereum
2023-01-16,X2Y2,8906612.695,Ethereum
2023-01-16,OpenSea,1040.429272,Optimism
2023-01-16,Quix,74511.14,Optimism
2023-01-16,OpenSea,337217.2072,Polygon
2023-01-16,Coral Cube,614566.8808,Solana
2023-01-16,Exchange Art,27845.11286,Solana
2023-01-16,Hadeswap,547597.6667,Solana
2023-01-16,Hyperspace,17772.56156,Solana
2023-01-16,Magic Eden,5774956.397,Solana
2023-01-16,Opensea,1816.381296,Solana
2023-01-16,Solanart,12956.89456,Solana
2023-01-16,Tensor,45020.61008,Solana
2023-01-16,Yawww,0.35079375,Solana
2023-01-15,Blur,12604833.35,Ethereum
2023-01-15,Gem,106732.7432,Ethereum
2023-01-15,Larva Labs,1128573.85,Ethereum
2023-01-15,LooksRare,2606314.41,Ethereum
2023-01-15,NFTX,36008.46591,Ethereum
2023-01-15,OpenSea,11974981.75,Ethereum
2023-01-15,Rarible,3134.418137,Ethereum
2023-01-15,Sudoswap,200462.1,Ethereum
2023-01-15,X2Y2,8330688.138,Ethereum
2023-01-15,OpenSea,784.64691,Optimism
2023-01-15,Quix,80191.73,Optimism
2023-01-15,OpenSea,403097.0338,Polygon
2023-01-15,Coral Cube,521848.8961,Solana
2023-01-15,Exchange Art,24042.17723,Solana
2023-01-15,Hadeswap,302769.7685,Solana
2023-01-15,Hyperspace,8483.486715,Solana
2023-01-15,Magic Eden,3695284.224,Solana
2023-01-15,Opensea,520.5612005,Solana
2023-01-15,Solanart,2019.89425,Solana
2023-01-15,Tensor,12635.22025,Solana
2023-01-15,Yawww,1868.9495,Solana
2023-01-14,Blur,11747271.86,Ethereum
2023-01-14,Gem,152141.3083,Ethereum
2023-01-14,Larva Labs,310706.36,Ethereum
2023-01-14,LooksRare,1559638.767,Ethereum
2023-01-14,NFTX,26396.12178,Ethereum
2023-01-14,OpenSea,11129399.49,Ethereum
2023-01-14,Rarible,5283.005318,Ethereum
2023-01-14,Sudoswap,203505.41,Ethereum
2023-01-14,X2Y2,8144611.307,Ethereum
2023-01-14,OpenSea,1044.135772,Optimism
2023-01-14,Quix,79588.48,Optimism
2023-01-14,OpenSea,539210.8941,Polygon
2023-01-14,Coral Cube,654438.6979,Solana
2023-01-14,Exchange Art,19128.84681,Solana
2023-01-14,Hadeswap,648854.0754,Solana
2023-01-14,Hyperspace,24384.27868,Solana
2023-01-14,Magic Eden,5240602.855,Solana
2023-01-14,Opensea,1416.239068,Solana
2023-01-14,Solanart,4531.299447,Solana
2023-01-14,Tensor,38704.63981,Solana
2023-01-14,Yawww,1024.819675,Solana
2023-01-13,Blur,9151804.752,Ethereum
2023-01-13,Gem,124296.4704,Ethereum
2023-01-13,Larva Labs,700207.29,Ethereum
2023-01-13,LooksRare,4083944.077,Ethereum
2023-01-13,NFTX,16120.41255,Ethereum
2023-01-13,OpenSea,12047541.69,Ethereum
2023-01-13,Rarible,7689.087759,Ethereum
2023-01-13,Sudoswap,255418.76,Ethereum
2023-01-13,X2Y2,8077645.185,Ethereum
2023-01-13,OpenSea,504.3307684,Optimism
2023-01-13,Quix,78952.08,Optimism
2023-01-13,OpenSea,438888.5025,Polygon
2023-01-13,Coral Cube,391290.9418,Solana
2023-01-13,Exchange Art,40513.4486,Solana
2023-01-13,Hadeswap,438266.3462,Solana
2023-01-13,Hyperspace,16710.26332,Solana
2023-01-13,Magic Eden,3871626.773,Solana
2023-01-13,Opensea,1035.579791,Solana
2023-01-13,SMB Market,7436.183333,Solana
2023-01-13,Solanart,16180.76312,Solana
2023-01-13,Tensor,64066.4402,Solana
2023-01-13,Yawww,358.96485,Solana
2023-01-12,Blur,17962357.61,Ethereum
2023-01-12,Gem,171069.023,Ethereum
2023-01-12,Larva Labs,1216492.06,Ethereum
2023-01-12,LooksRare,2293406.761,Ethereum
2023-01-12,NFTX,66391.3614,Ethereum
2023-01-12,OpenSea,15760010.45,Ethereum
2023-01-12,Rarible,16029.05642,Ethereum
2023-01-12,Sudoswap,335095.82,Ethereum
2023-01-12,X2Y2,8020361.235,Ethereum
2023-01-12,OpenSea,449.6566464,Optimism
2023-01-12,Quix,68536.42,Optimism
2023-01-12,OpenSea,411712.1125,Polygon
2023-01-12,Coral Cube,277767.1258,Solana
2023-01-12,Exchange Art,65931.02081,Solana
2023-01-12,Hadeswap,381108.5827,Solana
2023-01-12,Hyperspace,27192.54767,Solana
2023-01-12,Magic Eden,3536752.897,Solana
2023-01-12,Opensea,464.5579686,Solana
2023-01-12,Solanart,11457.03772,Solana
2023-01-12,Tensor,53511.43346,Solana
2023-01-12,Yawww,125.5324583,Solana
2023-01-11,Blur,13871831.26,Ethereum
2023-01-11,Gem,101820.658,Ethereum
2023-01-11,Larva Labs,279526.46,Ethereum
2023-01-11,LooksRare,2101933.546,Ethereum
2023-01-11,NFTX,12573.87887,Ethereum
2023-01-11,OpenSea,13486174.57,Ethereum
2023-01-11,Rarible,36939.66656,Ethereum
2023-01-11,Sudoswap,409481.34,Ethereum
2023-01-11,X2Y2,6928269.73,Ethereum
2023-01-11,OpenSea,687.6368714,Optimism
2023-01-11,Quix,53074.99,Optimism
2023-01-11,OpenSea,384073.6146,Polygon
2023-01-11,Coral Cube,262765.7763,Solana
2023-01-11,Exchange Art,29847.90182,Solana
2023-01-11,Hadeswap,429238.8291,Solana
2023-01-11,Hyperspace,14082.29164,Solana
2023-01-11,Magic Eden,4397673.439,Solana
2023-01-11,Opensea,904.7504283,Solana
2023-01-11,Solanart,6779.322458,Solana
2023-01-11,Tensor,15510.1911,Solana
2023-01-11,Yawww,2114.132167,Solana
2023-01-10,Blur,10777979.81,Ethereum
2023-01-10,Gem,88186.80836,Ethereum
2023-01-10,Larva Labs,1055745.53,Ethereum
2023-01-10,LooksRare,2398701.316,Ethereum
2023-01-10,NFTX,13565.52136,Ethereum
2023-01-10,OpenSea,13289615.41,Ethereum
2023-01-10,Rarible,12479.18886,Ethereum
2023-01-10,Sudoswap,346762.17,Ethereum
2023-01-10,X2Y2,7361578.04,Ethereum
2023-01-10,OpenSea,636.5121054,Optimism
2023-01-10,Quix,51097.34,Optimism
2023-01-10,OpenSea,372356.6068,Polygon
2023-01-10,Coral Cube,377395.991,Solana
2023-01-10,Exchange Art,24652.60852,Solana
2023-01-10,Hadeswap,481058.9011,Solana
2023-01-10,Hyperspace,21749.90258,Solana
2023-01-10,Magic Eden,5828748.399,Solana
2023-01-10,Opensea,955.7705174,Solana
2023-01-10,SMB Market,11300.03833,Solana
2023-01-10,Solanart,5928.14905,Solana
2023-01-10,Tensor,56701.27003,Solana
2023-01-10,Yawww,50.995875,Solana
2023-01-09,Blur,16764998.93,Ethereum
2023-01-09,Gem,209559.6239,Ethereum
2023-01-09,Larva Labs,287109.3,Ethereum
2023-01-09,LooksRare,2813883.123,Ethereum
2023-01-09,NFTX,52940.87676,Ethereum
2023-01-09,OpenSea,14318509.05,Ethereum
2023-01-09,Rarible,22116.63803,Ethereum
2023-01-09,Sudoswap,329552.2,Ethereum
2023-01-09,X2Y2,7772921.562,Ethereum
2023-01-09,OpenSea,1065.895291,Optimism
2023-01-09,Quix,48355.02,Optimism
2023-01-09,OpenSea,376729.4508,Polygon
2023-01-09,Coral Cube,505263.2601,Solana
2023-01-09,Exchange Art,19341.92016,Solana
2023-01-09,Hadeswap,535829.6606,Solana
2023-01-09,Hyperspace,8152.255133,Solana
2023-01-09,Magic Eden,5591441.948,Solana
2023-01-09,Opensea,3103.168917,Solana
2023-01-09,Solanart,2699.729305,Solana
2023-01-09,Tensor,37022.41718,Solana
2023-01-09,Yawww,54.20263332,Solana
2023-01-08,Blur,12778915.88,Ethereum
2023-01-08,Gem,141403.0465,Ethereum
2023-01-08,Larva Labs,1167094.37,Ethereum
2023-01-08,LooksRare,2202799.671,Ethereum
2023-01-08,NFTX,8548.517436,Ethereum
2023-01-08,OpenSea,12786496.36,Ethereum
2023-01-08,Rarible,10154.8266,Ethereum
2023-01-08,Sudoswap,462060.23,Ethereum
2023-01-08,X2Y2,6710418.651,Ethereum
2023-01-08,OpenSea,1677.007274,Optimism
2023-01-08,Quix,64276.6,Optimism
2023-01-08,OpenSea,263811.7154,Polygon
2023-01-08,Coral Cube,306067.0409,Solana
2023-01-08,Exchange Art,24756.95893,Solana
2023-01-08,Hadeswap,257817.2074,Solana
2023-01-08,Hyperspace,8495.629987,Solana
2023-01-08,Magic Eden,5698498.773,Solana
2023-01-08,Opensea,1231.496925,Solana
2023-01-08,SMB Market,17488.975,Solana
2023-01-08,Solanart,8240.008225,Solana
2023-01-08,Tensor,25652.21881,Solana
2023-01-08,Yawww,1855.708545,Solana
2023-01-07,Blur,12454153.92,Ethereum
2023-01-07,Gem,189534.788,Ethereum
