Date,Blockchain,Values
2022-11-17,Optimism,39224
2022-11-17,Osmosis,28707
2022-11-17,Polygon,317590
2022-11-17,Solana,119790
2022-11-16,Arbitrum,61976
2022-11-16,Avalanche,46036
2022-11-16,Axelar,1035
2022-11-16,BSC,1078880
2022-11-16,Cosmos,18534
2022-11-16,Ethereum,359951
2022-11-16,Gnosis,3337
2022-11-16,NEAR,53261
2022-11-16,Optimism,32453
2022-11-16,Osmosis,29314
2022-11-16,Polygon,388529
2022-11-16,Solana,113574
2022-11-15,Arbitrum,67543
2022-11-15,Avalanche,28623
2022-11-15,Axelar,1046
2022-11-15,BSC,1088373
2022-11-15,Cosmos,18898
2022-11-15,Ethereum,367750
2022-11-15,Gnosis,3450
2022-11-15,NEAR,56661
2022-11-15,Optimism,29470
2022-11-15,Osmosis,30288
2022-11-15,Polygon,315212
2022-11-15,Solana,116307
2022-11-14,Arbitrum,58203
2022-11-14,Avalanche,28650
2022-11-14,Axelar,1084
2022-11-14,BSC,1085804
2022-11-14,Cosmos,21689
2022-11-14,Ethereum,344501
2022-11-14,Gnosis,3279
2022-11-14,NEAR,59013
2022-11-14,Optimism,29929
2022-11-14,Osmosis,31002
2022-11-14,Polygon,328644
2022-11-14,Solana,122046
2022-11-13,Arbitrum,50523
2022-11-13,Avalanche,28522
2022-11-13,Axelar,1119
2022-11-13,BSC,1069190
2022-11-13,Cosmos,24503
2022-11-13,Ethereum,309670
2022-11-13,Gnosis,2859
2022-11-13,NEAR,58118
2022-11-13,Optimism,31117
2022-11-13,Osmosis,30318
2022-11-13,Polygon,307308
2022-11-13,Solana,120466
2022-11-12,Arbitrum,54182
2022-11-12,Avalanche,25250
2022-11-12,Axelar,1008
2022-11-12,BSC,1023783
2022-11-12,Cosmos,21147
2022-11-12,Ethereum,329359
2022-11-12,Gnosis,3638
2022-11-12,NEAR,57446
2022-11-12,Optimism,42905
2022-11-12,Osmosis,29655
2022-11-12,Polygon,322362
2022-11-12,Solana,113801
2022-11-11,Arbitrum,62906
2022-11-11,Avalanche,28001
2022-11-11,Axelar,1113
2022-11-11,BSC,1175280
2022-11-11,Cosmos,19339
2022-11-11,Ethereum,333209
2022-11-11,Gnosis,2851
2022-11-11,NEAR,59889
2022-11-11,Optimism,36565
2022-11-11,Osmosis,31181
2022-11-11,Polygon,353357
2022-11-11,Solana,124135
2022-11-10,Arbitrum,59791
2022-11-10,Avalanche,41132
2022-11-10,Axelar,1128
2022-11-10,BSC,1142910
2022-11-10,Cosmos,20862
2022-11-10,Ethereum,340884
2022-11-10,Gnosis,3355
2022-11-10,NEAR,64695
2022-11-10,Optimism,29495
2022-11-10,Osmosis,33145
2022-11-10,Polygon,511202
2022-11-10,Solana,169163
2022-11-09,Arbitrum,66452
2022-11-09,Avalanche,32002
2022-11-09,Axelar,1301
2022-11-09,BSC,1126287
2022-11-09,Cosmos,20051
2022-11-09,Ethereum,361172
2022-11-09,Gnosis,3177
2022-11-09,NEAR,67131
2022-11-09,Optimism,32831
2022-11-09,Osmosis,32608
2022-11-09,Polygon,452380
2022-11-09,Solana,188960
2022-11-08,Arbitrum,75906
2022-11-08,Avalanche,29512
2022-11-08,Axelar,1450
2022-11-08,BSC,1136454
2022-11-08,Cosmos,18867
2022-11-08,Ethereum,332877
2022-11-08,Gnosis,3375
2022-11-08,NEAR,70292
2022-11-08,Optimism,31158
2022-11-08,Osmosis,23147
2022-11-08,Polygon,308945
2022-11-08,Solana,156249
2022-11-07,Arbitrum,59318
2022-11-07,Avalanche,28080
2022-11-07,Axelar,1339
2022-11-07,BSC,1079500
2022-11-07,Cosmos,20257
2022-11-07,Ethereum,352142
2022-11-07,Gnosis,3741
2022-11-07,NEAR,75749
2022-11-07,Optimism,32817
2022-11-07,Osmosis,24285
2022-11-07,Polygon,343255
2022-11-07,Solana,143741
2022-11-06,Arbitrum,56541
2022-11-06,Avalanche,28057
2022-11-06,Axelar,1305
2022-11-06,BSC,1029484
2022-11-06,Cosmos,20105
2022-11-06,Ethereum,302428
2022-11-06,Gnosis,2665
2022-11-06,NEAR,73950
2022-11-06,Optimism,37507
2022-11-06,Osmosis,23024
2022-11-06,Polygon,277650
2022-11-06,Solana,152404
2022-11-05,Arbitrum,56899
2022-11-05,Avalanche,31239
2022-11-05,Axelar,1346
2022-11-05,BSC,1095505
2022-11-05,Cosmos,22055
2022-11-05,Ethereum,329283
2022-11-05,Gnosis,3416
2022-11-05,NEAR,81958
2022-11-05,Optimism,39097
2022-11-05,Osmosis,35650
2022-11-05,Polygon,303997
2022-11-05,Solana,165175
2022-11-04,Arbitrum,52481
2022-11-04,Avalanche,29477
2022-11-04,Axelar,1297
2022-11-04,BSC,1138527
2022-11-04,Cosmos,23084
2022-11-04,Ethereum,317486
2022-11-04,Gnosis,3702
2022-11-04,NEAR,90910
2022-11-04,Optimism,38043
2022-11-04,Osmosis,23645
2022-11-04,Polygon,277263
2022-11-04,Solana,140461
2022-11-03,Arbitrum,49955
2022-11-03,Avalanche,32197
2022-11-03,Axelar,1301
2022-11-03,BSC,1126259
2022-11-03,Cosmos,19619
2022-11-03,Ethereum,352391
2022-11-03,Gnosis,3326
2022-11-03,NEAR,90266
2022-11-03,Optimism,33325
2022-11-03,Osmosis,23799
2022-11-03,Polygon,280853
2022-11-03,Solana,127996
2022-11-02,Arbitrum,53565
2022-11-02,Avalanche,47612
2022-11-02,Axelar,1256
2022-11-02,BSC,1085709
2022-11-02,Cosmos,22473
2022-11-02,Ethereum,322229
2022-11-02,Gnosis,3049
2022-11-02,NEAR,74919
2022-11-02,Optimism,30159
2022-11-02,Osmosis,31463
2022-11-02,Polygon,324077
2022-11-02,Solana,138314
2022-11-01,Arbitrum,55492
2022-11-01,Avalanche,46549
2022-11-01,Axelar,1408
2022-11-01,BSC,1169354
2022-11-01,Cosmos,32653
2022-11-01,Ethereum,360091
2022-11-01,Gnosis,3140
2022-11-01,NEAR,74752
2022-11-01,Optimism,32017
2022-11-01,Osmosis,23329
2022-11-01,Polygon,359553
2022-11-01,Solana,138458
2022-10-31,Arbitrum,70251
2022-10-31,Avalanche,49996
2022-10-31,Axelar,1331
2022-10-31,BSC,1214689
2022-10-31,Cosmos,34685
2022-10-31,Ethereum,345859
2022-10-31,Gnosis,3205
2022-10-31,NEAR,75116
2022-10-31,Optimism,29679
2022-10-31,Osmosis,22539
2022-10-31,Polygon,405373
2022-10-31,Solana,143697
2022-10-30,Arbitrum,58437
2022-10-30,Avalanche,25814
2022-10-30,Axelar,1265
2022-10-30,BSC,1084714
2022-10-30,Cosmos,18065
2022-10-30,Ethereum,331416
2022-10-30,Gnosis,2933
2022-10-30,NEAR,70149
2022-10-30,Optimism,28147
2022-10-30,Osmosis,21067
2022-10-30,Polygon,310033
2022-10-30,Solana,133541
2022-10-29,Arbitrum,58117
2022-10-29,Avalanche,30730
2022-10-29,Axelar,1260
2022-10-29,BSC,1028469
2022-10-29,Cosmos,21363
2022-10-29,Ethereum,335408
2022-10-29,Gnosis,3249
2022-10-29,NEAR,73586
2022-10-29,Optimism,25628
2022-10-29,Osmosis,22907
2022-10-29,Polygon,264014
2022-10-29,Solana,137782
2022-10-28,Arbitrum,63303
2022-10-28,Avalanche,33671
2022-10-28,Axelar,1322
2022-10-28,BSC,1123766
2022-10-28,Cosmos,24660
2022-10-28,Ethereum,335401
2022-10-28,Gnosis,3304
2022-10-28,NEAR,77116
2022-10-28,Optimism,29587
2022-10-28,Osmosis,40034
2022-10-28,Polygon,342196
2022-10-28,Solana,146880
2022-10-27,Arbitrum,70578
2022-10-27,Avalanche,40045
2022-10-27,Axelar,1451
2022-10-27,BSC,1134009
2022-10-27,Cosmos,18809
2022-10-27,Ethereum,382360
2022-10-27,Gnosis,3840
2022-10-27,NEAR,81747
2022-10-27,Optimism,33761
2022-10-27,Osmosis,27186
2022-10-27,Polygon,360834
2022-10-27,Solana,141291
2022-10-26,Arbitrum,76149
2022-10-26,Avalanche,42060
2022-10-26,Axelar,1180
2022-10-26,BSC,1099158
2022-10-26,Cosmos,20171
2022-10-26,Ethereum,371178
2022-10-26,Gnosis,3395
2022-10-26,NEAR,71682
2022-10-26,Optimism,33799
2022-10-26,Osmosis,25274
2022-10-26,Polygon,391059
2022-10-26,Solana,145965
2022-10-25,Arbitrum,60240
2022-10-25,Avalanche,42647
2022-10-25,Axelar,1196
2022-10-25,BSC,1093965
2022-10-25,Cosmos,21050
2022-10-25,Ethereum,338916
2022-10-25,Gnosis,3408
2022-10-25,NEAR,69626
2022-10-25,Optimism,25017
2022-10-25,Osmosis,22514
2022-10-25,Polygon,406808
2022-10-25,Solana,148642
2022-10-24,Arbitrum,63447
2022-10-24,Avalanche,33720
2022-10-24,Axelar,1241
2022-10-24,BSC,1028357
2022-10-24,Cosmos,18527
2022-10-24,Ethereum,351290
2022-10-24,Gnosis,3206
2022-10-24,NEAR,72902
2022-10-24,Optimism,25102
2022-10-24,Osmosis,22710
2022-10-24,Polygon,314660
2022-10-24,Solana,136732
2022-10-23,Arbitrum,46681
2022-10-23,Avalanche,33806
2022-10-23,Axelar,1189
2022-10-23,BSC,945680
2022-10-23,Cosmos,17577
2022-10-23,Ethereum,342108
2022-10-23,Gnosis,2726
2022-10-23,NEAR,81622
2022-10-23,Optimism,22193
2022-10-23,Osmosis,22279
2022-10-23,Polygon,357594
2022-10-23,Solana,135334
2022-10-22,Arbitrum,44746
2022-10-22,Avalanche,30349
2022-10-22,Axelar,1142
2022-10-22,BSC,997913
2022-10-22,Cosmos,16204
2022-10-22,Ethereum,325651
2022-10-22,Gnosis,2933
2022-10-22,NEAR,68859
2022-10-22,Optimism,19643
2022-10-22,Osmosis,21369
2022-10-22,Polygon,388987
2022-10-22,Solana,139340
2022-10-21,Arbitrum,45962
2022-10-21,Avalanche,41529
2022-10-21,Axelar,1209
2022-10-21,BSC,1022000
2022-10-21,Cosmos,16983
2022-10-21,Ethereum,367613
2022-10-21,Gnosis,3240
2022-10-21,NEAR,67167
2022-10-21,Optimism,25788
2022-10-21,Osmosis,26280
2022-10-21,Polygon,353839
2022-10-21,Solana,152040
2022-10-20,Arbitrum,38645
2022-10-20,Avalanche,40636
2022-10-20,Axelar,1245
2022-10-20,BSC,980378
2022-10-20,Cosmos,16086
2022-10-20,Ethereum,369902
2022-10-20,Gnosis,3453
2022-10-20,NEAR,66218
2022-10-20,Optimism,22402
2022-10-20,Osmosis,27350
2022-10-20,Polygon,326269
2022-10-20,Solana,167759
2022-10-19,Arbitrum,33414
2022-10-19,Avalanche,37691
2022-10-19,Axelar,1201
2022-10-19,BSC,1022221
2022-10-19,Cosmos,15733
2022-10-19,Ethereum,331925
2022-10-19,Gnosis,3229
2022-10-19,NEAR,70906
2022-10-19,Optimism,20799
2022-10-19,Osmosis,20172
2022-10-19,Polygon,526661
2022-10-19,Solana,245188
2022-10-18,Arbitrum,29902
2022-10-18,Avalanche,40171
2022-10-18,Axelar,1276
2022-10-18,BSC,966026
2022-10-18,Cosmos,16490
2022-10-18,Ethereum,318482
2022-10-18,Gnosis,3560
2022-10-18,NEAR,70738
2022-10-18,Optimism,19474
2022-10-18,Osmosis,24865
2022-10-18,Polygon,608911
2022-10-18,Solana,178164
2022-10-17,Arbitrum,33667
2022-10-17,Avalanche,42237
2022-10-17,Axelar,1244
2022-10-17,BSC,921294
2022-10-17,Cosmos,17952
2022-10-17,Ethereum,338954
2022-10-17,Gnosis,3573
2022-10-17,NEAR,72419
2022-10-17,Optimism,21480
2022-10-17,Osmosis,27373
2022-10-17,Polygon,650643
2022-10-17,Solana,160866
2022-10-16,Arbitrum,25051
2022-10-16,Avalanche,47111
2022-10-16,Axelar,1155
2022-10-16,BSC,869878
2022-10-16,Cosmos,16469
2022-10-16,Ethereum,350276
2022-10-16,Gnosis,2871
2022-10-16,NEAR,70828
2022-10-16,Optimism,27312
2022-10-16,Osmosis,22122
2022-10-16,Polygon,595085
2022-10-16,Solana,152921
2022-10-15,Arbitrum,26865
2022-10-15,Avalanche,69402
2022-10-15,Axelar,1137
2022-10-15,BSC,899661
2022-10-15,Cosmos,18300
2022-10-15,Ethereum,392404
2022-10-15,Gnosis,2362
2022-10-15,NEAR,72602
2022-10-15,Optimism,25971
2022-10-15,Osmosis,23989
2022-10-15,Polygon,542034
2022-10-15,Solana,161398
2022-10-14,Arbitrum,33471
2022-10-14,Avalanche,131223
2022-10-14,Axelar,1196
2022-10-14,BSC,1077500
2022-10-14,Cosmos,17502
2022-10-14,Ethereum,358863
2022-10-14,Gnosis,2665
2022-10-14,NEAR,84547
2022-10-14,Optimism,22773
2022-10-14,Osmosis,23547
2022-10-14,Polygon,648068
2022-10-14,Solana,168468
2022-10-13,Arbitrum,29668
2022-10-13,Avalanche,43064
2022-10-13,Axelar,1234
2022-10-13,BSC,1615301
2022-10-13,Cosmos,18086
2022-10-13,Ethereum,375253
2022-10-13,Gnosis,3083
2022-10-13,NEAR,85941
2022-10-13,Optimism,25684
2022-10-13,Osmosis,21054
2022-10-13,Polygon,737834
2022-10-13,Solana,199686
2022-10-12,Arbitrum,28826
2022-10-12,Avalanche,24578
2022-10-12,Axelar,1222
2022-10-12,BSC,2167844
2022-10-12,Cosmos,17713
2022-10-12,Ethereum,412079
2022-10-12,Gnosis,2807
2022-10-12,NEAR,81240
2022-10-12,Optimism,22499
2022-10-12,Osmosis,21921
2022-10-12,Polygon,361161
2022-10-12,Solana,209692
2022-10-11,Arbitrum,30600
2022-10-11,Avalanche,25598
2022-10-11,Axelar,1283
2022-10-11,BSC,1496120
2022-10-11,Cosmos,22965
2022-10-11,Ethereum,442417
2022-10-11,Gnosis,3438
2022-10-11,NEAR,83597
2022-10-11,Optimism,21194
2022-10-11,Osmosis,23857
2022-10-11,Polygon,431189
2022-10-11,Solana,285357
2022-10-10,Arbitrum,26904
2022-10-10,Avalanche,24738
2022-10-10,Axelar,1352
2022-10-10,BSC,936111
2022-10-10,Cosmos,18807
2022-10-10,Ethereum,463550
2022-10-10,Gnosis,2719
2022-10-10,NEAR,90762
2022-10-10,Optimism,19074
2022-10-10,Osmosis,30724
2022-10-10,Polygon,444269
2022-10-10,Solana,196982
2022-10-09,Arbitrum,42164
2022-10-09,Avalanche,22652
2022-10-09,Axelar,1211
2022-10-09,BSC,762660
2022-10-09,Cosmos,17540
2022-10-09,Ethereum,475056
2022-10-09,Gnosis,2912
2022-10-09,NEAR,76701
2022-10-09,Optimism,21136
2022-10-09,Osmosis,22290
2022-10-09,Polygon,366678
2022-10-09,Solana,208608
2022-10-08,Arbitrum,33905
2022-10-08,Avalanche,22520
2022-10-08,Axelar,1260
2022-10-08,BSC,780768
2022-10-08,Cosmos,17785
2022-10-08,Ethereum,450982
2022-10-08,Gnosis,3067
2022-10-08,NEAR,85116
2022-10-08,Optimism,28101
2022-10-08,Osmosis,19707
2022-10-08,Polygon,397042
2022-10-08,Solana,193090
2022-10-07,Arbitrum,39418
2022-10-07,Avalanche,30046
2022-10-07,Axelar,1180
2022-10-07,BSC,666630
2022-10-07,Cosmos,17770
2022-10-07,Ethereum,411369
2022-10-07,Gnosis,2863
2022-10-07,NEAR,85882
2022-10-07,Optimism,33979
2022-10-07,Osmosis,17522
2022-10-07,Polygon,369476
2022-10-07,Solana,195630
2022-10-06,Arbitrum,35297
2022-10-06,Avalanche,26300
2022-10-06,Axelar,1226
2022-10-06,BSC,770540
2022-10-06,Cosmos,20313
2022-10-06,Ethereum,421417
2022-10-06,Gnosis,2973
2022-10-06,NEAR,95576
2022-10-06,Optimism,41953
2022-10-06,Osmosis,21103
2022-10-06,Polygon,328009
2022-10-06,Solana,220272
2022-10-05,Arbitrum,32609
2022-10-05,Avalanche,26631
2022-10-05,Axelar,1264
2022-10-05,BSC,789703
2022-10-05,Cosmos,17113
2022-10-05,Ethereum,380929
2022-10-05,Gnosis,57391
2022-10-05,NEAR,90513
2022-10-05,Optimism,58763
2022-10-05,Osmosis,19261
2022-10-05,Polygon,367017
2022-10-05,Solana,210894
2022-10-04,Arbitrum,28218
2022-10-04,Avalanche,27130
2022-10-04,Axelar,1546
2022-10-04,BSC,778202
2022-10-04,Cosmos,17285
2022-10-04,Ethereum,356683
2022-10-04,Gnosis,2694
2022-10-04,NEAR,98140
2022-10-04,Optimism,22839
2022-10-04,Osmosis,22005
2022-10-04,Polygon,346736
2022-10-04,Solana,198358
2022-10-03,Arbitrum,28068
2022-10-03,Avalanche,29241
2022-10-03,Axelar,1181
2022-10-03,BSC,798572
2022-10-03,Cosmos,16008
2022-10-03,Ethereum,341933
2022-10-03,Gnosis,3065
2022-10-03,NEAR,96678
2022-10-03,Optimism,25172
2022-10-03,Osmosis,14664
2022-10-03,Polygon,356155
2022-10-03,Solana,205443
2022-10-02,Arbitrum,30478
2022-10-02,Avalanche,27200
2022-10-02,Axelar,1336
2022-10-02,BSC,743380
2022-10-02,Cosmos,15112
2022-10-02,Ethereum,361081
2022-10-02,Gnosis,2704
2022-10-02,NEAR,93201
2022-10-02,Optimism,26730
2022-10-02,Osmosis,18879
2022-10-02,Polygon,337473
2022-10-02,Solana,191862
2022-10-01,Arbitrum,36184
2022-10-01,Avalanche,27315
2022-10-01,Axelar,1387
2022-10-01,BSC,734417
2022-10-01,Cosmos,14718
2022-10-01,Ethereum,363751
2022-10-01,Gnosis,2633
2022-10-01,NEAR,93013
2022-10-01,Optimism,24225
2022-10-01,Osmosis,19541
2022-10-01,Polygon,315248
2022-10-01,Solana,161853
2022-09-30,Arbitrum,25308
2022-09-30,Avalanche,27699
2022-09-30,Axelar,1547
2022-09-30,BSC,851047
2022-09-30,Cosmos,15177
2022-09-30,Ethereum,373687
2022-09-30,Gnosis,2961
2022-09-30,NEAR,102515
2022-09-30,Optimism,24819
2022-09-30,Osmosis,23890
2022-09-30,Polygon,335556
2022-09-30,Solana,183347
2022-09-29,Arbitrum,26503
2022-09-29,Avalanche,31367
2022-09-29,Axelar,1734
2022-09-29,BSC,819452
2022-09-29,Cosmos,14973
2022-09-29,Ethereum,382970
2022-09-29,Gnosis,3443
2022-09-29,NEAR,116082
2022-09-29,Optimism,22549
2022-09-29,Osmosis,26063
2022-09-29,Polygon,353258
2022-09-29,Solana,206468
2022-09-28,Arbitrum,28022
2022-09-28,Avalanche,29472
2022-09-28,Axelar,1355
2022-09-28,BSC,833595
2022-09-28,Cosmos,14862
2022-09-28,Ethereum,356589
2022-09-28,Gnosis,13669
2022-09-28,NEAR,94608
2022-09-28,Optimism,27975
2022-09-28,Osmosis,24362
2022-09-28,Polygon,367684
2022-09-28,Solana,218250
2022-09-27,Arbitrum,27207
2022-09-27,Avalanche,35355
2022-09-27,Axelar,1297
2022-09-27,BSC,968968
2022-09-27,Cosmos,16213
2022-09-27,Ethereum,451237
2022-09-27,Gnosis,10229
2022-09-27,NEAR,100631
2022-09-27,Optimism,20528
2022-09-27,Osmosis,22971
2022-09-27,Polygon,349303
2022-09-27,Solana,221834
2022-09-26,Arbitrum,27771
2022-09-26,Avalanche,29273
2022-09-26,Axelar,755
2022-09-26,BSC,806333
2022-09-26,Cosmos,16917
2022-09-26,Ethereum,395225
2022-09-26,Gnosis,3387
2022-09-26,NEAR,103433
2022-09-26,Optimism,25310
2022-09-26,Osmosis,22751
2022-09-26,Polygon,336573
2022-09-26,Solana,211081
2022-09-25,Arbitrum,26020
2022-09-25,Avalanche,24462
2022-09-25,Axelar,727
2022-09-25,BSC,729129
2022-09-25,Cosmos,15058
2022-09-25,Ethereum,388894
2022-09-25,Gnosis,3136
2022-09-25,NEAR,99980
2022-09-25,Optimism,22672
2022-09-25,Osmosis,22891
2022-09-25,Polygon,283353
2022-09-25,Solana,183027
2022-09-24,Arbitrum,30636
2022-09-24,Avalanche,23515
2022-09-24,Axelar,593
2022-09-24,BSC,761579
2022-09-24,Cosmos,13485
2022-09-24,Ethereum,428964
2022-09-24,Gnosis,2764
2022-09-24,NEAR,92110
2022-09-24,Optimism,22702
2022-09-24,Osmosis,18529
2022-09-24,Polygon,245817
2022-09-24,Solana,179156
2022-09-23,Arbitrum,28610
2022-09-23,Avalanche,25883
2022-09-23,Axelar,606
2022-09-23,BSC,797458
2022-09-23,Cosmos,14947
2022-09-23,Ethereum,395038
2022-09-23,Gnosis,3144
2022-09-23,NEAR,103121
2022-09-23,Optimism,49454
2022-09-23,Osmosis,21714
2022-09-23,Polygon,248311
2022-09-23,Solana,200103
2022-09-22,Arbitrum,40908
2022-09-22,Avalanche,25091
2022-09-22,Axelar,618
2022-09-22,BSC,856472
2022-09-22,Cosmos,15354
2022-09-22,Ethereum,377392
2022-09-22,Gnosis,3225
2022-09-22,NEAR,109019
2022-09-22,Optimism,27960
2022-09-22,Osmosis,21372
2022-09-22,Polygon,258966
2022-09-22,Solana,207832
2022-09-21,Arbitrum,37187
2022-09-21,Avalanche,28044
2022-09-21,Axelar,588
2022-09-21,BSC,813034
2022-09-21,Cosmos,14280
2022-09-21,Ethereum,360181
2022-09-21,Gnosis,2868
2022-09-21,NEAR,111470
2022-09-21,Optimism,31415
2022-09-21,Osmosis,21329
2022-09-21,Polygon,272589
2022-09-21,Solana,217027
2022-09-20,Arbitrum,38863
2022-09-20,Avalanche,26755
2022-09-20,Axelar,608
2022-09-20,BSC,829358
2022-09-20,Cosmos,15280
2022-09-20,Ethereum,376827
2022-09-20,Gnosis,3103
2022-09-20,NEAR,114289
2022-09-20,Optimism,20657
2022-09-20,Osmosis,23537
2022-09-20,Polygon,261472
2022-09-20,Solana,204185
2022-09-19,Arbitrum,33393
2022-09-19,Avalanche,28775
2022-09-19,Axelar,575
2022-09-19,BSC,838739
2022-09-19,Cosmos,17369
2022-09-19,Ethereum,372631
2022-09-19,Gnosis,3117
2022-09-19,NEAR,112392
2022-09-19,Optimism,12017
2022-09-19,Osmosis,27644
2022-09-19,Polygon,295157
2022-09-19,Solana,231917
2022-09-18,Arbitrum,28531
2022-09-18,Avalanche,26470
2022-09-18,Axelar,576
2022-09-18,BSC,777570
2022-09-18,Cosmos,16689
2022-09-18,Ethereum,397099
2022-09-18,Gnosis,2983
2022-09-18,NEAR,118653
2022-09-18,Optimism,11130
2022-09-18,Osmosis,23364
2022-09-18,Polygon,253585
2022-09-18,Solana,183638
2022-09-17,Arbitrum,22557
2022-09-17,Avalanche,26094
2022-09-17,Axelar,571
2022-09-17,BSC,775914
2022-09-17,Cosmos,17431
2022-09-17,Ethereum,568429
2022-09-17,Gnosis,3022
2022-09-17,NEAR,126772
2022-09-17,Optimism,11636
2022-09-17,Osmosis,20214
2022-09-17,Polygon,239981
2022-09-17,Solana,188979
2022-09-16,Arbitrum,26917
2022-09-16,Avalanche,27099
2022-09-16,Axelar,583
2022-09-16,BSC,881340
2022-09-16,Cosmos,18414
2022-09-16,Ethereum,442482
2022-09-16,Gnosis,3524
2022-09-16,NEAR,135014
2022-09-16,Optimism,12708
2022-09-16,Osmosis,24318
2022-09-16,Polygon,263532
2022-09-16,Solana,199563
2022-09-15,Arbitrum,31466
2022-09-15,Avalanche,29220
2022-09-15,Axelar,583
2022-09-15,BSC,883404
2022-09-15,Cosmos,18118
2022-09-15,Ethereum,430022
2022-09-15,Gnosis,3546
2022-09-15,NEAR,139711
2022-09-15,Optimism,16326
2022-09-15,Osmosis,27275
2022-09-15,Polygon,255590
2022-09-15,Solana,193720
2022-09-14,Arbitrum,33198
2022-09-14,Avalanche,28341
2022-09-14,Axelar,583
2022-09-14,BSC,778726
2022-09-14,Cosmos,16621
2022-09-14,Ethereum,391874
2022-09-14,Gnosis,3074
2022-09-14,NEAR,183293
2022-09-14,Optimism,15966
2022-09-14,Osmosis,27958
2022-09-14,Polygon,241621
2022-09-14,Solana,199271
2022-09-13,Arbitrum,31153
2022-09-13,Avalanche,30469
2022-09-13,Axelar,578
2022-09-13,BSC,768755
2022-09-13,Cosmos,16685
2022-09-13,Ethereum,369766
2022-09-13,Gnosis,3576
2022-09-13,NEAR,142218
2022-09-13,Optimism,12583
2022-09-13,Osmosis,26176
2022-09-13,Polygon,252181
2022-09-13,Solana,206244
2022-09-12,Arbitrum,30975
2022-09-12,Avalanche,31930
2022-09-12,Axelar,609
2022-09-12,BSC,802581
2022-09-12,Cosmos,18059
2022-09-12,Ethereum,344794
2022-09-12,Gnosis,3143
2022-09-12,NEAR,14531
2022-09-12,Optimism,10060
2022-09-12,Osmosis,23248
2022-09-12,Polygon,272219
2022-09-12,Solana,207228
2022-09-11,Arbitrum,25507
2022-09-11,Avalanche,26116
2022-09-11,Axelar,576
2022-09-11,BSC,741596
2022-09-11,Cosmos,17444
2022-09-11,Ethereum,355150
2022-09-11,Gnosis,2612
2022-09-11,NEAR,10185
2022-09-11,Optimism,12151
2022-09-11,Osmosis,21268
2022-09-11,Polygon,233739
2022-09-11,Solana,197954
2022-09-10,Arbitrum,28114
2022-09-10,Avalanche,27163
2022-09-10,Axelar,568
2022-09-10,BSC,812699
2022-09-10,Cosmos,17431
2022-09-10,Ethereum,359856
2022-09-10,Gnosis,2536
2022-09-10,NEAR,10764
2022-09-10,Optimism,8477
2022-09-10,Osmosis,19804
2022-09-10,Polygon,228043
2022-09-10,Solana,202266
2022-09-09,Arbitrum,36742
2022-09-09,Avalanche,31582
2022-09-09,Axelar,569
2022-09-09,BSC,1022443
2022-09-09,Cosmos,24779
2022-09-09,Ethereum,380738
2022-09-09,Gnosis,2845
2022-09-09,NEAR,10799
2022-09-09,Optimism,12524
2022-09-09,Osmosis,27417
2022-09-09,Polygon,244430
2022-09-09,Solana,217781
2022-09-08,Arbitrum,37359
2022-09-08,Avalanche,27304
2022-09-08,Axelar,579
2022-09-08,BSC,966151
2022-09-08,Cosmos,19154
2022-09-08,Ethereum,368463
2022-09-08,Gnosis,2946
2022-09-08,NEAR,11728
2022-09-08,Optimism,10411
2022-09-08,Osmosis,25012
2022-09-08,Polygon,243205
2022-09-08,Solana,212608
2022-09-07,Arbitrum,49396
2022-09-07,Avalanche,27994
2022-09-07,Axelar,572
2022-09-07,BSC,978980
2022-09-07,Cosmos,16182
2022-09-07,Ethereum,341406
2022-09-07,Gnosis,3059
2022-09-07,NEAR,11691
2022-09-07,Optimism,15058
2022-09-07,Osmosis,23089
2022-09-07,Polygon,253281
2022-09-07,Solana,205658
2022-09-06,Arbitrum,45250
2022-09-06,Avalanche,29874
2022-09-06,Axelar,570
2022-09-06,BSC,966320
2022-09-06,Cosmos,17432
2022-09-06,Ethereum,364289
2022-09-06,Gnosis,4080
2022-09-06,NEAR,11108
2022-09-06,Optimism,17331
2022-09-06,Osmosis,25340
2022-09-06,Polygon,262493
2022-09-06,Solana,215019
2022-09-05,Arbitrum,32558
2022-09-05,Avalanche,28309
2022-09-05,Axelar,569
2022-09-05,BSC,842017
2022-09-05,Cosmos,16123
2022-09-05,Ethereum,392149
2022-09-05,Gnosis,6475
2022-09-05,NEAR,10585
2022-09-05,Optimism,12624
2022-09-05,Osmosis,25813
2022-09-05,Polygon,254340
2022-09-05,Solana,189090
2022-09-04,Arbitrum,32198
2022-09-04,Avalanche,25532
2022-09-04,Axelar,561
2022-09-04,BSC,788497
2022-09-04,Cosmos,18324
2022-09-04,Ethereum,459451
2022-09-04,Gnosis,3255
2022-09-04,NEAR,9526
2022-09-04,Optimism,13149
2022-09-04,Osmosis,22991
2022-09-04,Polygon,228652
2022-09-04,Solana,163765
2022-09-03,Arbitrum,30847
2022-09-03,Avalanche,26230
2022-09-03,Axelar,561
2022-09-03,BSC,828129
2022-09-03,Cosmos,18494
2022-09-03,Ethereum,396666
2022-09-03,Gnosis,2601
2022-09-03,NEAR,11056
2022-09-03,Optimism,14827
2022-09-03,Osmosis,19281
2022-09-03,Polygon,218178
2022-09-03,Solana,163520
2022-09-02,Arbitrum,33619
2022-09-02,Avalanche,29738
