Date,Blockchain,DEX,Values
2022-07-03,Ethereum,Synthetix,12
2022-07-03,Ethereum,Uniswap,58805
2022-07-02,Ethereum,Balancer,1774
2022-07-02,Ethereum,Curve,2350
2022-07-02,Ethereum,Sushi,9496
2022-07-02,Ethereum,Synthetix,50
2022-07-02,Ethereum,Uniswap,60824
2022-07-01,Ethereum,Balancer,2736
2022-07-01,Ethereum,Curve,3382
2022-07-01,Ethereum,Sushi,10904
2022-07-01,Ethereum,Synthetix,149
2022-07-01,Ethereum,Uniswap,67874
2022-06-30,Ethereum,Balancer,2709
2022-06-30,Ethereum,Curve,2932
2022-06-30,Ethereum,Sushi,10887
2022-06-30,Ethereum,Synthetix,124
2022-06-30,Ethereum,Uniswap,66182
2022-06-29,Ethereum,Balancer,2162
2022-06-29,Ethereum,Curve,2391
2022-06-29,Ethereum,Sushi,9880
2022-06-29,Ethereum,Synthetix,76
2022-06-29,Ethereum,Uniswap,60815
2022-06-28,Ethereum,Balancer,2036
2022-06-28,Ethereum,Curve,1940
2022-06-28,Ethereum,Sushi,7665
2022-06-28,Ethereum,Synthetix,91
2022-06-28,Ethereum,Uniswap,62111
2022-06-27,Ethereum,Balancer,1175
2022-06-27,Ethereum,Curve,1604
2022-06-27,Ethereum,Sushi,6603
2022-06-27,Ethereum,Synthetix,41
2022-06-27,Ethereum,Uniswap,49400
2022-06-26,Ethereum,Balancer,1033
2022-06-26,Ethereum,Curve,1978
2022-06-26,Ethereum,Sushi,8713
2022-06-26,Ethereum,Synthetix,66
2022-06-26,Ethereum,Uniswap,52118
2022-06-25,Ethereum,Balancer,1279
2022-06-25,Ethereum,Curve,1844
2022-06-25,Ethereum,Sushi,9323
2022-06-25,Ethereum,Synthetix,66
2022-06-25,Ethereum,Uniswap,51532
2022-06-24,Ethereum,Balancer,1851
2022-06-24,Ethereum,Curve,2496
2022-06-24,Ethereum,Sushi,10369
2022-06-24,Ethereum,Synthetix,118
2022-06-24,Ethereum,Uniswap,58645
2022-06-23,Ethereum,Balancer,1264
2022-06-23,Ethereum,Curve,2090
2022-06-23,Ethereum,Sushi,6543
2022-06-23,Ethereum,Synthetix,115
2022-06-23,Ethereum,Uniswap,56304
2022-06-22,Ethereum,Balancer,1466
2022-06-22,Ethereum,Curve,2453
2022-06-22,Ethereum,Sushi,7557
2022-06-22,Ethereum,Synthetix,98
2022-06-22,Ethereum,Uniswap,62862
2022-06-21,Ethereum,Balancer,1794
2022-06-21,Ethereum,Curve,2707
2022-06-21,Ethereum,Sushi,9254
2022-06-21,Ethereum,Synthetix,82
2022-06-21,Ethereum,Uniswap,67523
2022-06-20,Ethereum,Balancer,2647
2022-06-20,Ethereum,Curve,3831
2022-06-20,Ethereum,Sushi,12029
2022-06-20,Ethereum,Synthetix,184
2022-06-20,Ethereum,Uniswap,73340
2022-06-19,Ethereum,Balancer,3089
2022-06-19,Ethereum,Curve,4590
2022-06-19,Ethereum,Sushi,11502
2022-06-19,Ethereum,Synthetix,226
2022-06-19,Ethereum,Uniswap,74894
2022-06-18,Ethereum,Balancer,2558
2022-06-18,Ethereum,Curve,5848
2022-06-18,Ethereum,Sushi,12216
2022-06-18,Ethereum,Synthetix,99
2022-06-18,Ethereum,Uniswap,69595
2022-06-17,Ethereum,Balancer,1766
2022-06-17,Ethereum,Curve,3014
2022-06-17,Ethereum,Sushi,8299
2022-06-17,Ethereum,Synthetix,136
2022-06-17,Ethereum,Uniswap,56687
2022-06-16,Ethereum,Balancer,2619
2022-06-16,Ethereum,Curve,3760
2022-06-16,Ethereum,Sushi,10134
2022-06-16,Ethereum,Synthetix,140
2022-06-16,Ethereum,Uniswap,70482
2022-06-15,Ethereum,Balancer,3760
2022-06-15,Ethereum,Curve,5006
2022-06-15,Ethereum,Sushi,12775
2022-06-15,Ethereum,Synthetix,124
2022-06-15,Ethereum,Uniswap,85237
2022-06-14,Ethereum,Balancer,3634
2022-06-14,Ethereum,Curve,4847
2022-06-14,Ethereum,Sushi,12259
2022-06-14,Ethereum,Synthetix,108
2022-06-14,Ethereum,Uniswap,82300
2022-06-13,Ethereum,Balancer,4868
2022-06-13,Ethereum,Curve,6112
2022-06-13,Ethereum,Sushi,14452
2022-06-13,Ethereum,Synthetix,102
2022-06-13,Ethereum,Uniswap,90526
2022-06-12,Ethereum,Balancer,3330
2022-06-12,Ethereum,Curve,2966
2022-06-12,Ethereum,Sushi,10466
2022-06-12,Ethereum,Synthetix,24
2022-06-12,Ethereum,Uniswap,69472
2022-06-11,Ethereum,Balancer,2532
2022-06-11,Ethereum,Curve,2540
2022-06-11,Ethereum,Sushi,7702
2022-06-11,Ethereum,Synthetix,12
2022-06-11,Ethereum,Uniswap,63900
2022-06-10,Ethereum,Balancer,2290
2022-06-10,Ethereum,Curve,2112
2022-06-10,Ethereum,Sushi,5671
2022-06-10,Ethereum,Synthetix,27
2022-06-10,Ethereum,Uniswap,56097
2022-06-09,Ethereum,Balancer,1692
2022-06-09,Ethereum,Curve,998
2022-06-09,Ethereum,Sushi,4993
2022-06-09,Ethereum,Synthetix,30
2022-06-09,Ethereum,Uniswap,50084
2022-06-08,Ethereum,Balancer,1083
2022-06-08,Ethereum,Curve,1315
2022-06-08,Ethereum,Sushi,5276
2022-06-08,Ethereum,Synthetix,33
2022-06-08,Ethereum,Uniswap,52160
2022-06-07,Ethereum,Balancer,1503
2022-06-07,Ethereum,Curve,1578
2022-06-07,Ethereum,Sushi,6846
2022-06-07,Ethereum,Synthetix,61
2022-06-07,Ethereum,Uniswap,58373
2022-06-06,Ethereum,Balancer,858
2022-06-06,Ethereum,Curve,1046
2022-06-06,Ethereum,Sushi,5144
2022-06-06,Ethereum,Synthetix,13
2022-06-06,Ethereum,Uniswap,59445
2022-06-05,Ethereum,Balancer,610
2022-06-05,Ethereum,Curve,939
2022-06-05,Ethereum,Sushi,4029
2022-06-05,Ethereum,Synthetix,40
2022-06-05,Ethereum,Uniswap,46642
2022-06-04,Ethereum,Balancer,538
2022-06-04,Ethereum,Curve,845
2022-06-04,Ethereum,Sushi,4175
2022-06-04,Ethereum,Synthetix,34
2022-06-04,Ethereum,Uniswap,46966
2022-06-03,Ethereum,Balancer,1155
2022-06-03,Ethereum,Curve,1048
2022-06-03,Ethereum,Sushi,4934
2022-06-03,Ethereum,Synthetix,16
2022-06-03,Ethereum,Uniswap,48330
2022-06-02,Ethereum,Balancer,985
2022-06-02,Ethereum,Curve,1159
2022-06-02,Ethereum,Sushi,4835
2022-06-02,Ethereum,Synthetix,33
2022-06-02,Ethereum,Uniswap,42418
2022-06-01,Ethereum,Balancer,1361
2022-06-01,Ethereum,Curve,1763
2022-06-01,Ethereum,Sushi,6629
2022-06-01,Ethereum,Synthetix,13
2022-06-01,Ethereum,Uniswap,55752
2022-05-31,Ethereum,Balancer,1406
2022-05-31,Ethereum,Curve,1444
2022-05-31,Ethereum,Sushi,7748
2022-05-31,Ethereum,Synthetix,37
2022-05-31,Ethereum,Uniswap,56237
2022-05-30,Ethereum,Balancer,1797
2022-05-30,Ethereum,Curve,1617
2022-05-30,Ethereum,Sushi,7762
2022-05-30,Ethereum,Synthetix,34
2022-05-30,Ethereum,Uniswap,63772
2022-05-29,Ethereum,Balancer,921
2022-05-29,Ethereum,Curve,1154
2022-05-29,Ethereum,Sushi,7039
2022-05-29,Ethereum,Synthetix,12
2022-05-29,Ethereum,Uniswap,49411
2022-05-28,Ethereum,Balancer,1201
2022-05-28,Ethereum,Curve,1631
2022-05-28,Ethereum,Sushi,7687
2022-05-28,Ethereum,Synthetix,3
2022-05-28,Ethereum,Uniswap,54049
2022-05-27,Ethereum,Balancer,2073
2022-05-27,Ethereum,Curve,2064
2022-05-27,Ethereum,Sushi,9398
2022-05-27,Ethereum,Synthetix,16
2022-05-27,Ethereum,Uniswap,68221
2022-05-26,Ethereum,Balancer,1803
2022-05-26,Ethereum,Curve,2045
2022-05-26,Ethereum,Sushi,9786
2022-05-26,Ethereum,Synthetix,6
2022-05-26,Ethereum,Uniswap,65692
2022-05-25,Ethereum,Balancer,1262
2022-05-25,Ethereum,Curve,1603
2022-05-25,Ethereum,Sushi,8062
2022-05-25,Ethereum,Synthetix,23
2022-05-25,Ethereum,Uniswap,62462
2022-05-24,Ethereum,Balancer,1368
2022-05-24,Ethereum,Curve,1369
2022-05-24,Ethereum,Sushi,8930
2022-05-24,Ethereum,Synthetix,26
2022-05-24,Ethereum,Uniswap,64349
2022-05-23,Ethereum,Balancer,1556
2022-05-23,Ethereum,Curve,1968
2022-05-23,Ethereum,Sushi,10432
2022-05-23,Ethereum,Synthetix,29
2022-05-23,Ethereum,Uniswap,76742
2022-05-22,Ethereum,Balancer,1087
2022-05-22,Ethereum,Curve,1514
2022-05-22,Ethereum,Sushi,9268
2022-05-22,Ethereum,Synthetix,7
2022-05-22,Ethereum,Uniswap,60772
2022-05-21,Ethereum,Balancer,1287
2022-05-21,Ethereum,Curve,1856
2022-05-21,Ethereum,Sushi,10643
2022-05-21,Ethereum,Synthetix,5
2022-05-21,Ethereum,Uniswap,59096
2022-05-20,Ethereum,Balancer,1569
2022-05-20,Ethereum,Curve,2098
2022-05-20,Ethereum,Sushi,9792
2022-05-20,Ethereum,Synthetix,11
2022-05-20,Ethereum,Uniswap,69973
2022-05-19,Ethereum,Balancer,2206
2022-05-19,Ethereum,Curve,3578
2022-05-19,Ethereum,Sushi,11680
2022-05-19,Ethereum,Synthetix,22
2022-05-19,Ethereum,Uniswap,80011
2022-05-18,Ethereum,Balancer,1830
2022-05-18,Ethereum,Curve,2320
2022-05-18,Ethereum,Sushi,10388
2022-05-18,Ethereum,Synthetix,33
2022-05-18,Ethereum,Uniswap,71384
2022-05-17,Ethereum,Balancer,1840
2022-05-17,Ethereum,Curve,2030
2022-05-17,Ethereum,Sushi,9794
2022-05-17,Ethereum,Synthetix,14
2022-05-17,Ethereum,Uniswap,65691
2022-05-16,Ethereum,Balancer,2248
2022-05-16,Ethereum,Curve,3729
2022-05-16,Ethereum,Sushi,13295
2022-05-16,Ethereum,Synthetix,43
2022-05-16,Ethereum,Uniswap,76391
2022-05-15,Ethereum,Balancer,2029
2022-05-15,Ethereum,Curve,3386
2022-05-15,Ethereum,Sushi,15211
2022-05-15,Ethereum,Synthetix,36
2022-05-15,Ethereum,Uniswap,80667
2022-05-14,Ethereum,Balancer,2106
2022-05-14,Ethereum,Curve,4089
2022-05-14,Ethereum,Sushi,15952
2022-05-14,Ethereum,Synthetix,4
2022-05-14,Ethereum,Uniswap,89574
2022-05-13,Ethereum,Balancer,2718
2022-05-13,Ethereum,Curve,7004
2022-05-13,Ethereum,Sushi,17809
2022-05-13,Ethereum,Synthetix,29
2022-05-13,Ethereum,Uniswap,86302
2022-05-12,Ethereum,Balancer,4452
2022-05-12,Ethereum,Curve,13496
2022-05-12,Ethereum,Sushi,19466
2022-05-12,Ethereum,Synthetix,120
2022-05-12,Ethereum,Uniswap,84424
2022-05-11,Ethereum,Balancer,4003
2022-05-11,Ethereum,Curve,14490
2022-05-11,Ethereum,Sushi,21951
2022-05-11,Ethereum,Synthetix,22
2022-05-11,Ethereum,Uniswap,92004
2022-05-10,Ethereum,Balancer,3308
2022-05-10,Ethereum,Curve,10646
2022-05-10,Ethereum,Sushi,13492
2022-05-10,Ethereum,Synthetix,25
2022-05-10,Ethereum,Uniswap,83016
2022-05-09,Ethereum,Balancer,3381
2022-05-09,Ethereum,Curve,6972
2022-05-09,Ethereum,Sushi,13531
2022-05-09,Ethereum,Synthetix,32
2022-05-09,Ethereum,Uniswap,81611
2022-05-08,Ethereum,Balancer,1786
2022-05-08,Ethereum,Curve,3437
2022-05-08,Ethereum,Sushi,8618
2022-05-08,Ethereum,Synthetix,17
2022-05-08,Ethereum,Uniswap,66323
2022-05-07,Ethereum,Balancer,1129
2022-05-07,Ethereum,Curve,1962
2022-05-07,Ethereum,Sushi,6818
2022-05-07,Ethereum,Uniswap,56308
2022-05-06,Ethereum,Balancer,1420
2022-05-06,Ethereum,Curve,1606
2022-05-06,Ethereum,Sushi,8015
2022-05-06,Ethereum,Synthetix,15
2022-05-06,Ethereum,Uniswap,63649
2022-05-05,Ethereum,Balancer,1258
2022-05-05,Ethereum,Curve,1327
2022-05-05,Ethereum,Sushi,8119
2022-05-05,Ethereum,Synthetix,16
2022-05-05,Ethereum,Uniswap,66061
2022-05-04,Ethereum,Balancer,1124
2022-05-04,Ethereum,Curve,1718
2022-05-04,Ethereum,Sushi,8949
2022-05-04,Ethereum,Synthetix,18
2022-05-04,Ethereum,Uniswap,70855
2022-05-03,Ethereum,Balancer,823
2022-05-03,Ethereum,Curve,1268
2022-05-03,Ethereum,Sushi,6731
2022-05-03,Ethereum,Synthetix,5
2022-05-03,Ethereum,Uniswap,60061
2022-05-02,Ethereum,Balancer,872
2022-05-02,Ethereum,Curve,1188
2022-05-02,Ethereum,Sushi,7153
2022-05-02,Ethereum,Synthetix,11
2022-05-02,Ethereum,Uniswap,60093
2022-05-01,Ethereum,Balancer,852
2022-05-01,Ethereum,Curve,1103
2022-05-01,Ethereum,Sushi,8195
2022-05-01,Ethereum,Synthetix,18
2022-05-01,Ethereum,Uniswap,62937
2022-04-30,Ethereum,Balancer,1426
2022-04-30,Ethereum,Curve,1512
2022-04-30,Ethereum,Sushi,11174
2022-04-30,Ethereum,Synthetix,3
2022-04-30,Ethereum,Uniswap,94745
2022-04-29,Ethereum,Balancer,2905
2022-04-29,Ethereum,Curve,1308
2022-04-29,Ethereum,Sushi,10229
2022-04-29,Ethereum,Synthetix,13
2022-04-29,Ethereum,Uniswap,97097
2022-04-28,Ethereum,Balancer,2424
2022-04-28,Ethereum,Curve,1496
2022-04-28,Ethereum,Sushi,9000
2022-04-28,Ethereum,Synthetix,16
2022-04-28,Ethereum,Uniswap,85680
2022-04-27,Ethereum,Balancer,1978
2022-04-27,Ethereum,Curve,1518
2022-04-27,Ethereum,Sushi,11230
2022-04-27,Ethereum,Synthetix,8
2022-04-27,Ethereum,Uniswap,77281
2022-04-26,Ethereum,Balancer,1930
2022-04-26,Ethereum,Curve,1381
2022-04-26,Ethereum,Sushi,8481
2022-04-26,Ethereum,Synthetix,14
2022-04-26,Ethereum,Uniswap,81167
2022-04-25,Ethereum,Balancer,1759
2022-04-25,Ethereum,Curve,1512
2022-04-25,Ethereum,Sushi,8021
2022-04-25,Ethereum,Synthetix,14
2022-04-25,Ethereum,Uniswap,85530
2022-04-24,Ethereum,Balancer,1108
2022-04-24,Ethereum,Curve,1138
2022-04-24,Ethereum,Sushi,6813
2022-04-24,Ethereum,Synthetix,10
2022-04-24,Ethereum,Uniswap,68793
2022-04-23,Ethereum,Balancer,1836
2022-04-23,Ethereum,Curve,1199
2022-04-23,Ethereum,Sushi,6854
2022-04-23,Ethereum,Synthetix,8
2022-04-23,Ethereum,Uniswap,75029
2022-04-22,Ethereum,Balancer,3534
2022-04-22,Ethereum,Curve,1752
2022-04-22,Ethereum,Sushi,7841
2022-04-22,Ethereum,Synthetix,13
2022-04-22,Ethereum,Uniswap,74526
2022-04-21,Ethereum,Balancer,6470
2022-04-21,Ethereum,Curve,1700
2022-04-21,Ethereum,Sushi,8400
2022-04-21,Ethereum,Synthetix,25
2022-04-21,Ethereum,Uniswap,83634
2022-04-20,Ethereum,Balancer,4259
2022-04-20,Ethereum,Curve,1463
2022-04-20,Ethereum,Sushi,8232
2022-04-20,Ethereum,Synthetix,9
2022-04-20,Ethereum,Uniswap,81542
2022-04-19,Ethereum,Balancer,2688
2022-04-19,Ethereum,Curve,1515
2022-04-19,Ethereum,Sushi,8596
2022-04-19,Ethereum,Synthetix,12
2022-04-19,Ethereum,Uniswap,82131
2022-04-18,Ethereum,Balancer,1759
2022-04-18,Ethereum,Curve,1824
2022-04-18,Ethereum,Sushi,8919
2022-04-18,Ethereum,Synthetix,16
2022-04-18,Ethereum,Uniswap,86222
2022-04-17,Ethereum,Balancer,1295
2022-04-17,Ethereum,Curve,1709
2022-04-17,Ethereum,Sushi,7943
2022-04-17,Ethereum,Synthetix,5
2022-04-17,Ethereum,Uniswap,85066
2022-04-16,Ethereum,Balancer,894
2022-04-16,Ethereum,Curve,1099
2022-04-16,Ethereum,Sushi,6760
2022-04-16,Ethereum,Synthetix,5
2022-04-16,Ethereum,Uniswap,69685
2022-04-15,Ethereum,Balancer,1171
2022-04-15,Ethereum,Curve,1493
2022-04-15,Ethereum,Sushi,8269
2022-04-15,Ethereum,Synthetix,12
2022-04-15,Ethereum,Uniswap,68317
2022-04-14,Ethereum,Balancer,1411
2022-04-14,Ethereum,Curve,1633
2022-04-14,Ethereum,Sushi,9112
2022-04-14,Ethereum,Synthetix,31
2022-04-14,Ethereum,Uniswap,86181
2022-04-13,Ethereum,Balancer,1030
2022-04-13,Ethereum,Curve,1926
2022-04-13,Ethereum,Sushi,9680
2022-04-13,Ethereum,Synthetix,17
2022-04-13,Ethereum,Uniswap,75940
2022-04-12,Ethereum,Balancer,1313
2022-04-12,Ethereum,Curve,2085
2022-04-12,Ethereum,Sushi,9389
2022-04-12,Ethereum,Synthetix,27
2022-04-12,Ethereum,Uniswap,79620
2022-04-11,Ethereum,Balancer,1920
2022-04-11,Ethereum,Curve,2388
2022-04-11,Ethereum,Sushi,10573
2022-04-11,Ethereum,Synthetix,22
2022-04-11,Ethereum,Uniswap,89089
2022-04-10,Ethereum,Balancer,1322
2022-04-10,Ethereum,Curve,1719
2022-04-10,Ethereum,Sushi,7867
2022-04-10,Ethereum,Synthetix,12
2022-04-10,Ethereum,Uniswap,72371
2022-04-09,Ethereum,Balancer,1340
2022-04-09,Ethereum,Curve,1848
2022-04-09,Ethereum,Sushi,8107
2022-04-09,Ethereum,Synthetix,5
2022-04-09,Ethereum,Uniswap,71044
2022-04-08,Ethereum,Balancer,1601
2022-04-08,Ethereum,Curve,2001
2022-04-08,Ethereum,Sushi,8778
2022-04-08,Ethereum,Synthetix,19
2022-04-08,Ethereum,Uniswap,73554
2022-04-07,Ethereum,Balancer,1898
2022-04-07,Ethereum,Curve,2232
2022-04-07,Ethereum,Sushi,8568
2022-04-07,Ethereum,Synthetix,18
2022-04-07,Ethereum,Uniswap,75067
2022-04-06,Ethereum,Balancer,1592
2022-04-06,Ethereum,Curve,2278
2022-04-06,Ethereum,Sushi,11500
2022-04-06,Ethereum,Synthetix,17
2022-04-06,Ethereum,Uniswap,90748
2022-04-05,Ethereum,Balancer,891
2022-04-05,Ethereum,Curve,1847
2022-04-05,Ethereum,Sushi,8307
2022-04-05,Ethereum,Synthetix,8
2022-04-05,Ethereum,Uniswap,87247
2022-04-04,Ethereum,Balancer,940
2022-04-04,Ethereum,Curve,2441
2022-04-04,Ethereum,Sushi,8876
2022-04-04,Ethereum,Synthetix,13
2022-04-04,Ethereum,Uniswap,102278
2022-04-03,Ethereum,Balancer,1015
2022-04-03,Ethereum,Curve,2295
2022-04-03,Ethereum,Sushi,10807
2022-04-03,Ethereum,Synthetix,7
2022-04-03,Ethereum,Uniswap,95962
2022-04-02,Ethereum,Balancer,1309
2022-04-02,Ethereum,Curve,2786
2022-04-02,Ethereum,Sushi,12105
2022-04-02,Ethereum,Synthetix,14
2022-04-02,Ethereum,Uniswap,101300
2022-04-01,Ethereum,Balancer,1908
2022-04-01,Ethereum,Curve,2146
2022-04-01,Ethereum,Sushi,10237
2022-04-01,Ethereum,Synthetix,15
2022-04-01,Ethereum,Uniswap,95597
2022-03-31,Ethereum,Balancer,1492
2022-03-31,Ethereum,Curve,2447
2022-03-31,Ethereum,Sushi,10387
2022-03-31,Ethereum,Synthetix,12
2022-03-31,Ethereum,Uniswap,92773
2022-03-30,Ethereum,Balancer,1973
2022-03-30,Ethereum,Curve,2079
2022-03-30,Ethereum,Sushi,10127
2022-03-30,Ethereum,Synthetix,24
2022-03-30,Ethereum,Uniswap,95830
2022-03-29,Ethereum,Balancer,2597
2022-03-29,Ethereum,Curve,1993
2022-03-29,Ethereum,Sushi,10866
2022-03-29,Ethereum,Synthetix,19
2022-03-29,Ethereum,Uniswap,104560
2022-03-28,Ethereum,Balancer,2162
2022-03-28,Ethereum,Curve,2211
2022-03-28,Ethereum,Sushi,11372
2022-03-28,Ethereum,Synthetix,19
2022-03-28,Ethereum,Uniswap,105407
2022-03-27,Ethereum,Balancer,1080
2022-03-27,Ethereum,Curve,2110
2022-03-27,Ethereum,Sushi,11117
2022-03-27,Ethereum,Synthetix,6
2022-03-27,Ethereum,Uniswap,81677
2022-03-26,Ethereum,Balancer,670
2022-03-26,Ethereum,Curve,1714
2022-03-26,Ethereum,Sushi,9521
2022-03-26,Ethereum,Synthetix,3
2022-03-26,Ethereum,Uniswap,70983
2022-03-25,Ethereum,Balancer,1083
2022-03-25,Ethereum,Curve,2904
2022-03-25,Ethereum,Sushi,11157
2022-03-25,Ethereum,Synthetix,16
2022-03-25,Ethereum,Uniswap,82967
2022-03-24,Ethereum,Balancer,1171
2022-03-24,Ethereum,Curve,2558
2022-03-24,Ethereum,Sushi,10617
2022-03-24,Ethereum,Synthetix,18
2022-03-24,Ethereum,Uniswap,81663
2022-03-23,Ethereum,Balancer,1278
2022-03-23,Ethereum,Curve,2107
2022-03-23,Ethereum,Sushi,9378
2022-03-23,Ethereum,Synthetix,30
2022-03-23,Ethereum,Uniswap,79711
2022-03-22,Ethereum,Balancer,1005
2022-03-22,Ethereum,Curve,2073
2022-03-22,Ethereum,Sushi,9043
2022-03-22,Ethereum,Synthetix,12
2022-03-22,Ethereum,Uniswap,84316
2022-03-21,Ethereum,Balancer,1220
2022-03-21,Ethereum,Curve,1558
2022-03-21,Ethereum,Sushi,10491
2022-03-21,Ethereum,Synthetix,21
2022-03-21,Ethereum,Uniswap,81713
2022-03-20,Ethereum,Balancer,1497
2022-03-20,Ethereum,Curve,1253
2022-03-20,Ethereum,Sushi,11268
2022-03-20,Ethereum,Synthetix,17
2022-03-20,Ethereum,Uniswap,80659
2022-03-19,Ethereum,Balancer,1341
2022-03-19,Ethereum,Curve,1281
2022-03-19,Ethereum,Sushi,11220
2022-03-19,Ethereum,Synthetix,8
2022-03-19,Ethereum,Uniswap,84401
2022-03-18,Ethereum,Balancer,1094
2022-03-18,Ethereum,Curve,1777
2022-03-18,Ethereum,Sushi,11837
2022-03-18,Ethereum,Synthetix,13
2022-03-18,Ethereum,Uniswap,93293
2022-03-17,Ethereum,Balancer,835
2022-03-17,Ethereum,Curve,1637
2022-03-17,Ethereum,Sushi,9897
2022-03-17,Ethereum,Synthetix,13
2022-03-17,Ethereum,Uniswap,90721
2022-03-16,Ethereum,Balancer,1205
2022-03-16,Ethereum,Curve,1614
2022-03-16,Ethereum,Sushi,9655
2022-03-16,Ethereum,Synthetix,15
2022-03-16,Ethereum,Uniswap,78651
2022-03-15,Ethereum,Balancer,893
2022-03-15,Ethereum,Curve,1291
2022-03-15,Ethereum,Sushi,9461
2022-03-15,Ethereum,Synthetix,18
2022-03-15,Ethereum,Uniswap,83220
2022-03-14,Ethereum,Balancer,872
2022-03-14,Ethereum,Curve,1471
2022-03-14,Ethereum,Sushi,9777
2022-03-14,Ethereum,Synthetix,19
2022-03-14,Ethereum,Uniswap,78715
2022-03-13,Ethereum,Balancer,789
2022-03-13,Ethereum,Curve,1209
2022-03-13,Ethereum,Sushi,9213
2022-03-13,Ethereum,Synthetix,2
2022-03-13,Ethereum,Uniswap,76558
2022-03-12,Ethereum,Balancer,726
2022-03-12,Ethereum,Curve,1119
2022-03-12,Ethereum,Sushi,8529
2022-03-12,Ethereum,Synthetix,2
2022-03-12,Ethereum,Uniswap,69912
2022-03-11,Ethereum,Balancer,1137
2022-03-11,Ethereum,Curve,1569
2022-03-11,Ethereum,Sushi,8632
2022-03-11,Ethereum,Synthetix,20
2022-03-11,Ethereum,Uniswap,77044
2022-03-10,Ethereum,Balancer,1246
2022-03-10,Ethereum,Curve,1572
2022-03-10,Ethereum,Sushi,8628
2022-03-10,Ethereum,Synthetix,30
2022-03-10,Ethereum,Uniswap,74799
2022-03-09,Ethereum,Balancer,1203
2022-03-09,Ethereum,Curve,1337
2022-03-09,Ethereum,Sushi,9104
2022-03-09,Ethereum,Synthetix,26
2022-03-09,Ethereum,Uniswap,83526
2022-03-08,Ethereum,Balancer,1221
2022-03-08,Ethereum,Curve,1546
2022-03-08,Ethereum,Sushi,9621
2022-03-08,Ethereum,Synthetix,22
2022-03-08,Ethereum,Uniswap,81098
2022-03-07,Ethereum,Balancer,1155
2022-03-07,Ethereum,Curve,1884
2022-03-07,Ethereum,Sushi,11825
2022-03-07,Ethereum,Synthetix,50
2022-03-07,Ethereum,Uniswap,76601
2022-03-06,Ethereum,Balancer,940
2022-03-06,Ethereum,Curve,1632
2022-03-06,Ethereum,Sushi,10922
2022-03-06,Ethereum,Synthetix,12
2022-03-06,Ethereum,Uniswap,69610
2022-03-05,Ethereum,Balancer,719
2022-03-05,Ethereum,Curve,1335
2022-03-05,Ethereum,Sushi,9021
2022-03-05,Ethereum,Synthetix,9
2022-03-05,Ethereum,Uniswap,76336
2022-03-04,Ethereum,Balancer,1077
2022-03-04,Ethereum,Curve,1942
2022-03-04,Ethereum,Sushi,11111
2022-03-04,Ethereum,Synthetix,43
2022-03-04,Ethereum,Uniswap,77856
2022-03-03,Ethereum,Balancer,1171
2022-03-03,Ethereum,Curve,1375
2022-03-03,Ethereum,Sushi,8808
2022-03-03,Ethereum,Synthetix,7
2022-03-03,Ethereum,Uniswap,80861
2022-03-02,Ethereum,Balancer,1240
2022-03-02,Ethereum,Curve,2111
2022-03-02,Ethereum,Sushi,9827
2022-03-02,Ethereum,Synthetix,20
2022-03-02,Ethereum,Uniswap,79075
2022-03-01,Ethereum,Balancer,1132
2022-03-01,Ethereum,Curve,1663
2022-03-01,Ethereum,Sushi,11752
2022-03-01,Ethereum,Synthetix,18
2022-03-01,Ethereum,Uniswap,72939
2022-02-28,Ethereum,Balancer,1033
2022-02-28,Ethereum,Curve,1754
2022-02-28,Ethereum,Sushi,9225
2022-02-28,Ethereum,Synthetix,27
2022-02-28,Ethereum,Uniswap,61066
2022-02-27,Ethereum,Balancer,1207
2022-02-27,Ethereum,Curve,1710
2022-02-27,Ethereum,Sushi,10587
2022-02-27,Ethereum,Synthetix,8
2022-02-27,Ethereum,Uniswap,64715
2022-02-26,Ethereum,Balancer,831
2022-02-26,Ethereum,Curve,1308
2022-02-26,Ethereum,Sushi,9455
2022-02-26,Ethereum,Synthetix,5
2022-02-26,Ethereum,Uniswap,57922
2022-02-25,Ethereum,Balancer,1752
2022-02-25,Ethereum,Curve,1738
2022-02-25,Ethereum,Sushi,9245
2022-02-25,Ethereum,Synthetix,33
2022-02-25,Ethereum,Uniswap,61876
2022-02-24,Ethereum,Balancer,2062
2022-02-24,Ethereum,Curve,2220
2022-02-24,Ethereum,Sushi,14587
2022-02-24,Ethereum,Synthetix,33
2022-02-24,Ethereum,Uniswap,93423
2022-02-23,Ethereum,Balancer,988
2022-02-23,Ethereum,Curve,1136
2022-02-23,Ethereum,Sushi,8906
2022-02-23,Ethereum,Synthetix,18
2022-02-23,Ethereum,Uniswap,66918
2022-02-22,Ethereum,Balancer,909
2022-02-22,Ethereum,Curve,1466
2022-02-22,Ethereum,Sushi,10111
2022-02-22,Ethereum,Synthetix,9
2022-02-22,Ethereum,Uniswap,70497
2022-02-21,Ethereum,Balancer,961
2022-02-21,Ethereum,Curve,1192
2022-02-21,Ethereum,Sushi,8285
2022-02-21,Ethereum,Synthetix,7
2022-02-21,Ethereum,Uniswap,63559
2022-02-20,Ethereum,Balancer,850
2022-02-20,Ethereum,Curve,1004
2022-02-20,Ethereum,Sushi,8513
2022-02-20,Ethereum,Synthetix,9
2022-02-20,Ethereum,Uniswap,71273
2022-02-19,Ethereum,Balancer,492
