Date,Blockchain,DEX,Values
2022-11-30,Solana,Orca,5362
2022-11-30,Solana,Raydium,8365
2022-11-30,Solana,Saber,913
2022-11-29,Solana,Jupiter,779700
2022-11-29,Solana,Orca,4900
2022-11-29,Solana,Raydium,7434
2022-11-29,Solana,Saber,957
2022-11-28,Solana,Jupiter,1176496
2022-11-28,Solana,Orca,6807
2022-11-28,Solana,Raydium,8172
2022-11-28,Solana,Saber,1517
2022-11-27,Solana,Jupiter,593716
2022-11-27,Solana,Orca,3778
2022-11-27,Solana,Raydium,7121
2022-11-27,Solana,Saber,447
2022-11-26,Solana,Jupiter,1390399
2022-11-26,Solana,Orca,6631
2022-11-26,Solana,Raydium,6964
2022-11-26,Solana,Saber,1299
2022-11-25,Solana,Jupiter,1636250
2022-11-25,Solana,Orca,5860
2022-11-25,Solana,Raydium,7170
2022-11-25,Solana,Saber,774
2022-11-24,Solana,Jupiter,2335416
2022-11-24,Solana,Orca,8204
2022-11-24,Solana,Raydium,9937
2022-11-24,Solana,Saber,1667
2022-11-23,Solana,Jupiter,3143832
2022-11-23,Solana,Orca,13190
2022-11-23,Solana,Raydium,10330
2022-11-23,Solana,Saber,4464
2022-11-22,Solana,Jupiter,1667008
2022-11-22,Solana,Orca,12497
2022-11-22,Solana,Raydium,12647
2022-11-22,Solana,Saber,3925
2022-11-21,Solana,Jupiter,2794605
2022-11-21,Solana,Orca,33338
2022-11-21,Solana,Raydium,27671
2022-11-21,Solana,Saber,16842
2022-11-20,Solana,Jupiter,1563519
2022-11-20,Solana,Orca,14844
2022-11-20,Solana,Raydium,16143
2022-11-20,Solana,Saber,2420
2022-11-19,Solana,Jupiter,978854
2022-11-19,Solana,Orca,5123
2022-11-19,Solana,Raydium,10652
2022-11-19,Solana,Saber,973
2022-11-18,Solana,Jupiter,1167569
2022-11-18,Solana,Orca,6841
2022-11-18,Solana,Raydium,11760
2022-11-18,Solana,Saber,907
2022-11-17,Solana,Jupiter,1879381
2022-11-17,Solana,Orca,16447
2022-11-17,Solana,Raydium,14624
2022-11-17,Solana,Saber,3121
2022-11-16,Solana,Jupiter,1286580
2022-11-16,Solana,Orca,10951
2022-11-16,Solana,Raydium,15079
2022-11-16,Solana,Saber,1436
2022-11-15,Solana,Jupiter,2153163
2022-11-15,Solana,Orca,20451
2022-11-15,Solana,Raydium,29237
2022-11-15,Solana,Saber,4281
2022-11-14,Solana,Jupiter,5085098
2022-11-14,Solana,Orca,30673
2022-11-14,Solana,Raydium,25473
2022-11-14,Solana,Saber,9618
2022-11-13,Solana,Jupiter,7134275
2022-11-13,Solana,Orca,23858
2022-11-13,Solana,Raydium,19757
2022-11-13,Solana,Saber,6407
2022-11-12,Solana,Jupiter,7809762
2022-11-12,Solana,Orca,30731
2022-11-12,Solana,Raydium,21489
2022-11-12,Solana,Saber,7615
2022-11-11,Solana,Jupiter,5068606
2022-11-11,Solana,Orca,45280
2022-11-11,Solana,Raydium,26502
2022-11-11,Solana,Saber,15024
2022-11-10,Solana,Jupiter,5062997
2022-11-10,Solana,Orca,72387
2022-11-10,Solana,Raydium,41177
2022-11-10,Solana,Saber,22506
2022-11-09,Solana,Jupiter,4977300
2022-11-09,Solana,Orca,114531
2022-11-09,Solana,Raydium,71092
2022-11-09,Solana,Saber,53338
2022-11-08,Solana,Jupiter,3908872
2022-11-08,Solana,Orca,67749
2022-11-08,Solana,Raydium,65041
2022-11-08,Solana,Saber,20870
2022-11-07,Solana,Jupiter,1614137
2022-11-07,Solana,Orca,17724
2022-11-07,Solana,Raydium,27358
2022-11-07,Solana,Saber,1702
2022-11-06,Solana,Jupiter,1175287
2022-11-06,Solana,Orca,12476
2022-11-06,Solana,Raydium,27603
2022-11-06,Solana,Saber,645
2022-11-05,Solana,Jupiter,1749735
2022-11-05,Solana,Orca,17048
2022-11-05,Solana,Raydium,37838
2022-11-05,Solana,Saber,1019
2022-11-04,Solana,Jupiter,873070
2022-11-04,Solana,Orca,15608
2022-11-04,Solana,Raydium,29503
2022-11-04,Solana,Saber,482
2022-11-03,Solana,Jupiter,531896
2022-11-03,Solana,Orca,12161
2022-11-03,Solana,Raydium,19960
2022-11-03,Solana,Saber,636
2022-11-02,Solana,Jupiter,869265
2022-11-02,Solana,Orca,14274
2022-11-02,Solana,Raydium,21872
2022-11-02,Solana,Saber,498
2022-11-01,Solana,Jupiter,562928
2022-11-01,Solana,Orca,8866
2022-11-01,Solana,Raydium,15688
2022-11-01,Solana,Saber,179
2022-10-31,Solana,Jupiter,881131
2022-10-31,Solana,Orca,14072
2022-10-31,Solana,Raydium,19456
2022-10-31,Solana,Saber,160
2022-10-30,Solana,Jupiter,550252
2022-10-30,Solana,Orca,11082
2022-10-30,Solana,Raydium,20055
2022-10-30,Solana,Saber,188
2022-10-29,Solana,Jupiter,745714
2022-10-29,Solana,Orca,14056
2022-10-29,Solana,Raydium,22163
2022-10-29,Solana,Saber,152
2022-10-28,Solana,Jupiter,557455
2022-10-28,Solana,Orca,9965
2022-10-28,Solana,Raydium,17093
2022-10-28,Solana,Saber,114
2022-10-27,Solana,Jupiter,738530
2022-10-27,Solana,Orca,10847
2022-10-27,Solana,Raydium,17342
2022-10-27,Solana,Saber,226
2022-10-26,Solana,Jupiter,710742
2022-10-26,Solana,Orca,14186
2022-10-26,Solana,Raydium,18039
2022-10-26,Solana,Saber,1267
2022-10-25,Solana,Jupiter,817725
2022-10-25,Solana,Orca,15917
2022-10-25,Solana,Raydium,17039
2022-10-25,Solana,Saber,1660
2022-10-24,Solana,Jupiter,397127
2022-10-24,Solana,Orca,4918
2022-10-24,Solana,Raydium,13123
2022-10-24,Solana,Saber,201
2022-10-23,Solana,Jupiter,341375
2022-10-23,Solana,Orca,5769
2022-10-23,Solana,Raydium,12684
2022-10-23,Solana,Saber,301
2022-10-22,Solana,Jupiter,272423
2022-10-22,Solana,Orca,3551
2022-10-22,Solana,Raydium,11055
2022-10-22,Solana,Saber,668
2022-10-21,Solana,Jupiter,836217
2022-10-21,Solana,Orca,8739
2022-10-21,Solana,Raydium,14803
2022-10-21,Solana,Saber,1389
2022-10-20,Solana,Jupiter,694949
2022-10-20,Solana,Orca,6537
2022-10-20,Solana,Raydium,15969
2022-10-20,Solana,Saber,342
2022-10-19,Solana,Jupiter,478691
2022-10-19,Solana,Orca,5241
2022-10-19,Solana,Raydium,13421
2022-10-19,Solana,Saber,304
2022-10-18,Solana,Jupiter,556333
2022-10-18,Solana,Orca,7547
2022-10-18,Solana,Raydium,21326
2022-10-18,Solana,Saber,216
2022-10-17,Solana,Jupiter,330493
2022-10-17,Solana,Orca,5642
2022-10-17,Solana,Raydium,15149
2022-10-17,Solana,Saber,80
2022-10-16,Solana,Jupiter,316746
2022-10-16,Solana,Orca,4798
2022-10-16,Solana,Raydium,13107
2022-10-16,Solana,Saber,107
2022-10-15,Solana,Jupiter,340168
2022-10-15,Solana,Orca,4916
2022-10-15,Solana,Raydium,14642
2022-10-15,Solana,Saber,149
2022-10-14,Solana,Jupiter,1064644
2022-10-14,Solana,Orca,9204
2022-10-14,Solana,Raydium,23760
2022-10-14,Solana,Saber,282
2022-10-13,Solana,Jupiter,1350051
2022-10-13,Solana,Orca,13380
2022-10-13,Solana,Raydium,26641
2022-10-13,Solana,Saber,898
2022-10-12,Solana,Jupiter,1783898
2022-10-12,Solana,Orca,5883
2022-10-12,Solana,Raydium,19882
2022-10-12,Solana,Saber,238
2022-10-11,Solana,Jupiter,4148280
2022-10-11,Solana,Orca,7925
2022-10-11,Solana,Raydium,51336
2022-10-11,Solana,Saber,348
2022-10-10,Solana,Jupiter,536299
2022-10-10,Solana,Orca,6272
2022-10-10,Solana,Raydium,16126
2022-10-10,Solana,Saber,279
2022-10-09,Solana,Jupiter,405721
2022-10-09,Solana,Orca,4288
2022-10-09,Solana,Raydium,12913
2022-10-09,Solana,Saber,145
2022-10-08,Solana,Jupiter,374716
2022-10-08,Solana,Orca,5345
2022-10-08,Solana,Raydium,14152
2022-10-08,Solana,Saber,353
2022-10-07,Solana,Jupiter,500549
2022-10-07,Solana,Orca,7094
2022-10-07,Solana,Raydium,19154
2022-10-07,Solana,Saber,918
2022-10-06,Solana,Jupiter,537989
2022-10-06,Solana,Orca,7234
2022-10-06,Solana,Raydium,19561
2022-10-06,Solana,Saber,659
2022-10-05,Solana,Jupiter,480818
2022-10-05,Solana,Orca,6688
2022-10-05,Solana,Raydium,16910
2022-10-05,Solana,Saber,1071
2022-10-04,Solana,Jupiter,549257
2022-10-04,Solana,Orca,8050
2022-10-04,Solana,Raydium,18458
2022-10-04,Solana,Saber,644
2022-10-03,Solana,Jupiter,511413
2022-10-03,Solana,Orca,7060
2022-10-03,Solana,Raydium,15992
2022-10-03,Solana,Saber,297
2022-10-02,Solana,Jupiter,351983
2022-10-02,Solana,Orca,5461
2022-10-02,Solana,Raydium,14593
2022-10-02,Solana,Saber,347
2022-10-01,Solana,Jupiter,626657
2022-10-01,Solana,Orca,6783
2022-10-01,Solana,Raydium,40589
2022-10-01,Solana,Saber,781
2022-09-30,Solana,Jupiter,632664
2022-09-30,Solana,Orca,9973
2022-09-30,Solana,Raydium,20279
2022-09-30,Solana,Saber,526
2022-09-29,Solana,Jupiter,603406
2022-09-29,Solana,Orca,10819
2022-09-29,Solana,Raydium,22812
2022-09-29,Solana,Saber,310
2022-09-28,Solana,Jupiter,659424
2022-09-28,Solana,Orca,11772
2022-09-28,Solana,Raydium,22608
2022-09-28,Solana,Saber,1551
2022-09-27,Solana,Jupiter,1289234
2022-09-27,Solana,Orca,13125
2022-09-27,Solana,Raydium,27341
2022-09-27,Solana,Saber,31957
2022-09-26,Solana,Jupiter,942259
2022-09-26,Solana,Orca,11900
2022-09-26,Solana,Raydium,19948
2022-09-26,Solana,Saber,2652
2022-09-25,Solana,Jupiter,1019238
2022-09-25,Solana,Orca,7363
2022-09-25,Solana,Raydium,17054
2022-09-25,Solana,Saber,1291
2022-09-24,Solana,Jupiter,625827
2022-09-24,Solana,Orca,9294
2022-09-24,Solana,Raydium,14869
2022-09-24,Solana,Saber,1889
2022-09-23,Solana,Jupiter,847051
2022-09-23,Solana,Orca,12842
2022-09-23,Solana,Raydium,21862
2022-09-23,Solana,Saber,2695
2022-09-22,Solana,Jupiter,995254
2022-09-22,Solana,Orca,10461
2022-09-22,Solana,Raydium,18065
2022-09-22,Solana,Saber,2145
2022-09-21,Solana,Jupiter,2797976
2022-09-21,Solana,Orca,15301
2022-09-21,Solana,Raydium,24377
2022-09-21,Solana,Saber,2161
2022-09-20,Solana,Jupiter,1171327
2022-09-20,Solana,Orca,9206
2022-09-20,Solana,Raydium,18655
2022-09-20,Solana,Saber,1701
2022-09-19,Solana,Jupiter,1629052
2022-09-19,Solana,Orca,11816
2022-09-19,Solana,Raydium,20961
2022-09-19,Solana,Saber,2832
2022-09-18,Solana,Jupiter,472751
2022-09-18,Solana,Orca,8385
2022-09-18,Solana,Raydium,17439
2022-09-18,Solana,Saber,1300
2022-09-17,Solana,Jupiter,396380
2022-09-17,Solana,Orca,6744
2022-09-17,Solana,Raydium,14033
2022-09-17,Solana,Saber,1160
2022-09-16,Solana,Jupiter,577806
2022-09-16,Solana,Orca,11197
2022-09-16,Solana,Raydium,16379
2022-09-16,Solana,Saber,1607
2022-09-15,Solana,Jupiter,904386
2022-09-15,Solana,Orca,13109
2022-09-15,Solana,Raydium,20300
2022-09-15,Solana,Saber,2184
2022-09-14,Solana,Jupiter,675536
2022-09-14,Solana,Orca,11014
2022-09-14,Solana,Raydium,19589
2022-09-14,Solana,Saber,1168
2022-09-13,Solana,Jupiter,1175981
2022-09-13,Solana,Orca,19628
2022-09-13,Solana,Raydium,26743
2022-09-13,Solana,Saber,3260
2022-09-12,Solana,Jupiter,976355
2022-09-12,Solana,Orca,14556
2022-09-12,Solana,Raydium,24818
2022-09-12,Solana,Saber,940
2022-09-11,Solana,Jupiter,579223
2022-09-11,Solana,Orca,12522
2022-09-11,Solana,Raydium,20787
2022-09-11,Solana,Saber,2208
2022-09-10,Solana,Jupiter,724134
2022-09-10,Solana,Orca,17511
2022-09-10,Solana,Raydium,23482
2022-09-10,Solana,Saber,2458
2022-09-09,Solana,Jupiter,921084
2022-09-09,Solana,Orca,20523
2022-09-09,Solana,Raydium,24301
2022-09-09,Solana,Saber,3604
2022-09-08,Solana,Jupiter,749678
2022-09-08,Solana,Orca,13985
2022-09-08,Solana,Raydium,22286
2022-09-08,Solana,Saber,1114
2022-09-07,Solana,Jupiter,761089
2022-09-07,Solana,Orca,9896
2022-09-07,Solana,Raydium,20814
2022-09-07,Solana,Saber,275
2022-09-06,Solana,Jupiter,1250224
2022-09-06,Solana,Orca,16146
2022-09-06,Solana,Raydium,27049
2022-09-06,Solana,Saber,1412
2022-09-05,Solana,Jupiter,386975
2022-09-05,Solana,Orca,9192
2022-09-05,Solana,Raydium,18515
2022-09-05,Solana,Saber,1183
2022-09-04,Solana,Jupiter,365291
2022-09-04,Solana,Orca,10922
2022-09-04,Solana,Raydium,22555
2022-09-04,Solana,Saber,1114
2022-09-03,Solana,Jupiter,500097
2022-09-03,Solana,Orca,8647
2022-09-03,Solana,Raydium,21959
2022-09-03,Solana,Saber,828
2022-09-02,Solana,Jupiter,540658
2022-09-02,Solana,Orca,11953
2022-09-02,Solana,Raydium,26508
2022-09-02,Solana,Saber,1568
2022-09-01,Solana,Jupiter,624803
2022-09-01,Solana,Orca,16460
2022-09-01,Solana,Raydium,23764
2022-09-01,Solana,Saber,3015
2022-08-31,Solana,Jupiter,707337
2022-08-31,Solana,Orca,17698
2022-08-31,Solana,Raydium,27889
2022-08-31,Solana,Saber,2368
2022-08-30,Solana,Jupiter,764188
2022-08-30,Solana,Orca,17133
2022-08-30,Solana,Raydium,28697
2022-08-30,Solana,Saber,2978
2022-08-29,Solana,Jupiter,639867
2022-08-29,Solana,Orca,13340
2022-08-29,Solana,Raydium,26840
2022-08-29,Solana,Saber,2483
2022-08-28,Solana,Jupiter,549484
2022-08-28,Solana,Orca,8353
2022-08-28,Solana,Raydium,24066
2022-08-28,Solana,Saber,391
2022-08-27,Solana,Jupiter,646287
2022-08-27,Solana,Orca,9415
2022-08-27,Solana,Raydium,24666
2022-08-27,Solana,Saber,1721
2022-08-26,Solana,Jupiter,1369592
2022-08-26,Solana,Orca,18941
2022-08-26,Solana,Raydium,34897
2022-08-26,Solana,Saber,4740
2022-08-25,Solana,Jupiter,536859
2022-08-25,Solana,Orca,10704
2022-08-25,Solana,Raydium,22029
2022-08-25,Solana,Saber,2658
2022-08-24,Solana,Jupiter,583146
2022-08-24,Solana,Orca,13149
2022-08-24,Solana,Raydium,25161
2022-08-24,Solana,Saber,3203
2022-08-23,Solana,Jupiter,762489
2022-08-23,Solana,Orca,13461
2022-08-23,Solana,Raydium,25462
2022-08-23,Solana,Saber,3583
2022-08-22,Solana,Jupiter,947727
2022-08-22,Solana,Orca,13967
2022-08-22,Solana,Raydium,24617
2022-08-22,Solana,Saber,2426
2022-08-21,Solana,Jupiter,710056
2022-08-21,Solana,Orca,12427
2022-08-21,Solana,Raydium,19533
2022-08-21,Solana,Saber,2716
2022-08-20,Solana,Jupiter,741733
2022-08-20,Solana,Orca,13208
2022-08-20,Solana,Raydium,23090
2022-08-20,Solana,Saber,3066
2022-08-19,Solana,Jupiter,1044111
2022-08-19,Solana,Orca,18627
2022-08-19,Solana,Raydium,26853
2022-08-19,Solana,Saber,4839
2022-08-18,Solana,Jupiter,525030
2022-08-18,Solana,Orca,9409
2022-08-18,Solana,Raydium,16551
2022-08-18,Solana,Saber,1978
2022-08-17,Solana,Jupiter,774543
2022-08-17,Solana,Orca,11977
2022-08-17,Solana,Raydium,20472
2022-08-17,Solana,Saber,828
2022-08-16,Solana,Jupiter,908514
2022-08-16,Solana,Orca,11718
2022-08-16,Solana,Raydium,21645
2022-08-16,Solana,Saber,801
2022-08-15,Solana,Jupiter,938512
2022-08-15,Solana,Orca,15046
2022-08-15,Solana,Raydium,23314
2022-08-15,Solana,Saber,1194
2022-08-14,Solana,Jupiter,608033
2022-08-14,Solana,Orca,11159
2022-08-14,Solana,Raydium,20298
2022-08-14,Solana,Saber,1236
2022-08-13,Solana,Jupiter,651863
2022-08-13,Solana,Orca,12694
2022-08-13,Solana,Raydium,21062
2022-08-13,Solana,Saber,607
2022-08-12,Solana,Jupiter,715021
2022-08-12,Solana,Orca,12806
2022-08-12,Solana,Raydium,23647
2022-08-12,Solana,Saber,582
2022-08-11,Solana,Jupiter,1053689
2022-08-11,Solana,Orca,18133
2022-08-11,Solana,Raydium,38616
2022-08-11,Solana,Saber,758
2022-08-10,Solana,Jupiter,2973170
2022-08-10,Solana,Orca,14086
2022-08-10,Solana,Raydium,22307
2022-08-10,Solana,Saber,954
2022-08-09,Solana,Jupiter,694947
2022-08-09,Solana,Orca,11138
2022-08-09,Solana,Raydium,18662
2022-08-09,Solana,Saber,1401
2022-08-08,Solana,Jupiter,831275
2022-08-08,Solana,Orca,13805
2022-08-08,Solana,Raydium,20500
2022-08-08,Solana,Saber,3593
2022-08-07,Solana,Jupiter,553537
2022-08-07,Solana,Orca,7649
2022-08-07,Solana,Raydium,14225
2022-08-07,Solana,Saber,1875
2022-08-06,Solana,Jupiter,433487
2022-08-06,Solana,Orca,6586
2022-08-06,Solana,Raydium,17616
2022-08-06,Solana,Saber,1122
2022-08-05,Solana,Jupiter,769532
2022-08-05,Solana,Orca,11525
2022-08-05,Solana,Raydium,19745
2022-08-05,Solana,Saber,2073
2022-08-04,Solana,Jupiter,674092
2022-08-04,Solana,Orca,12673
2022-08-04,Solana,Raydium,22227
2022-08-04,Solana,Saber,2440
2022-08-03,Solana,Jupiter,1533673
2022-08-03,Solana,Orca,29004
2022-08-03,Solana,Raydium,35908
2022-08-03,Solana,Saber,8186
2022-08-02,Solana,Jupiter,994280
2022-08-02,Solana,Orca,25201
2022-08-02,Solana,Raydium,26490
2022-08-02,Solana,Saber,6994
2022-08-01,Solana,Jupiter,1020071
2022-08-01,Solana,Orca,26005
2022-08-01,Solana,Raydium,28573
2022-08-01,Solana,Saber,8107
2022-07-31,Solana,Jupiter,991121
2022-07-31,Solana,Orca,20584
2022-07-31,Solana,Raydium,31746
2022-07-31,Solana,Saber,6480
2022-07-30,Solana,Jupiter,1642476
2022-07-30,Solana,Orca,26495
2022-07-30,Solana,Raydium,33335
2022-07-30,Solana,Saber,8270
2022-07-29,Solana,Jupiter,1625453
2022-07-29,Solana,Orca,25396
2022-07-29,Solana,Raydium,38622
2022-07-29,Solana,Saber,6591
2022-07-28,Solana,Jupiter,1438036
2022-07-28,Solana,Orca,57693
2022-07-28,Solana,Raydium,41283
2022-07-28,Solana,Saber,33866
2022-07-27,Solana,Jupiter,1046934
2022-07-27,Solana,Orca,38631
2022-07-27,Solana,Raydium,35731
2022-07-27,Solana,Saber,8713
2022-07-26,Solana,Jupiter,1012760
2022-07-26,Solana,Orca,50174
2022-07-26,Solana,Raydium,54366
2022-07-26,Solana,Saber,3798
2022-07-25,Solana,Jupiter,1262640
2022-07-25,Solana,Orca,42240
2022-07-25,Solana,Raydium,41661
2022-07-25,Solana,Saber,7311
2022-07-24,Solana,Jupiter,887846
2022-07-24,Solana,Orca,27683
2022-07-24,Solana,Raydium,28448
2022-07-24,Solana,Saber,5148
2022-07-23,Solana,Jupiter,1340143
2022-07-23,Solana,Orca,41608
2022-07-23,Solana,Raydium,41721
2022-07-23,Solana,Saber,7420
2022-07-22,Solana,Jupiter,1186241
2022-07-22,Solana,Orca,29753
2022-07-22,Solana,Raydium,31686
2022-07-22,Solana,Saber,11551
2022-07-21,Solana,Jupiter,1421134
2022-07-21,Solana,Orca,55193
2022-07-21,Solana,Raydium,43930
2022-07-21,Solana,Saber,26371
2022-07-20,Solana,Jupiter,1650527
2022-07-20,Solana,Orca,71072
2022-07-20,Solana,Raydium,50882
2022-07-20,Solana,Saber,25469
2022-07-19,Solana,Jupiter,1961358
2022-07-19,Solana,Orca,91936
2022-07-19,Solana,Raydium,50440
2022-07-19,Solana,Saber,35117
2022-07-18,Solana,Jupiter,1551428
2022-07-18,Solana,Orca,71966
2022-07-18,Solana,Raydium,43155
2022-07-18,Solana,Saber,27066
2022-07-17,Solana,Jupiter,1057454
2022-07-17,Solana,Orca,46381
2022-07-17,Solana,Raydium,33557
2022-07-17,Solana,Saber,16720
2022-07-16,Solana,Jupiter,1359522
2022-07-16,Solana,Orca,58644
2022-07-16,Solana,Raydium,40998
2022-07-16,Solana,Saber,18568
2022-07-15,Solana,Jupiter,2004608
2022-07-15,Solana,Orca,68556
2022-07-15,Solana,Raydium,39191
2022-07-15,Solana,Saber,33091
2022-07-14,Solana,Jupiter,1870659
2022-07-14,Solana,Orca,62778
2022-07-14,Solana,Raydium,46946
2022-07-14,Solana,Saber,21687
2022-07-13,Solana,Jupiter,1604372
2022-07-13,Solana,Orca,70475
2022-07-13,Solana,Raydium,35981
2022-07-13,Solana,Saber,21825
2022-07-12,Solana,Jupiter,1209999
2022-07-12,Solana,Orca,56597
2022-07-12,Solana,Raydium,32635
2022-07-12,Solana,Saber,20013
2022-07-11,Solana,Jupiter,1440338
2022-07-11,Solana,Orca,45658
2022-07-11,Solana,Raydium,27763
2022-07-11,Solana,Saber,11696
2022-07-10,Solana,Jupiter,1710384
2022-07-10,Solana,Orca,40918
2022-07-10,Solana,Raydium,25704
2022-07-10,Solana,Saber,12202
2022-07-09,Solana,Jupiter,996335
2022-07-09,Solana,Orca,43966
2022-07-09,Solana,Raydium,30847
2022-07-09,Solana,Saber,11742
2022-07-08,Solana,Jupiter,1454013
2022-07-08,Solana,Orca,60574
2022-07-08,Solana,Raydium,34480
2022-07-08,Solana,Saber,25539
2022-07-07,Solana,Jupiter,1339515
2022-07-07,Solana,Orca,48344
2022-07-07,Solana,Raydium,32889
2022-07-07,Solana,Saber,17370
2022-07-06,Solana,Jupiter,1923485
2022-07-06,Solana,Orca,62252
2022-07-06,Solana,Raydium,39197
2022-07-06,Solana,Saber,26302
2022-07-05,Solana,Jupiter,1703618
2022-07-05,Solana,Orca,71397
2022-07-05,Solana,Raydium,38252
2022-07-05,Solana,Saber,27683
2022-07-04,Solana,Jupiter,1552631
2022-07-04,Solana,Orca,65228
2022-07-04,Solana,Raydium,35109
2022-07-04,Solana,Saber,26148
2022-07-03,Solana,Jupiter,3115021
2022-07-03,Solana,Orca,111278
2022-07-03,Solana,Raydium,26906
2022-07-03,Solana,Saber,37654
2022-07-02,Solana,Jupiter,2356855
2022-07-02,Solana,Orca,131748
2022-07-02,Solana,Raydium,30630
2022-07-02,Solana,Saber,76769
2022-07-01,Solana,Jupiter,2361639
2022-07-01,Solana,Orca,151032
2022-07-01,Solana,Raydium,44475
2022-07-01,Solana,Saber,93168
2022-06-30,Solana,Jupiter,3075174
2022-06-30,Solana,Orca,120965
2022-06-30,Solana,Raydium,48793
2022-06-30,Solana,Saber,68908
2022-06-29,Solana,Jupiter,2992468
2022-06-29,Solana,Orca,135757
2022-06-29,Solana,Raydium,48097
2022-06-29,Solana,Saber,90081
2022-06-28,Solana,Jupiter,3348601
2022-06-28,Solana,Orca,136969
2022-06-28,Solana,Raydium,43847
2022-06-28,Solana,Saber,73873
2022-06-27,Solana,Jupiter,2710524
2022-06-27,Solana,Orca,104823
2022-06-27,Solana,Raydium,37860
2022-06-27,Solana,Saber,44286
2022-06-26,Solana,Jupiter,2769230
2022-06-26,Solana,Orca,178691
2022-06-26,Solana,Raydium,42934
2022-06-26,Solana,Saber,40242
2022-06-25,Solana,Jupiter,2860792
2022-06-25,Solana,Orca,144742
2022-06-25,Solana,Raydium,42261
2022-06-25,Solana,Saber,27041
2022-06-24,Solana,Jupiter,2998644
2022-06-24,Solana,Orca,192444
2022-06-24,Solana,Raydium,42974
2022-06-24,Solana,Saber,38966
2022-06-23,Solana,Jupiter,3354586
2022-06-23,Solana,Orca,188319
2022-06-23,Solana,Raydium,45583
2022-06-23,Solana,Saber,39171
2022-06-22,Solana,Jupiter,3294254
2022-06-22,Solana,Orca,272168
2022-06-22,Solana,Raydium,54436
2022-06-22,Solana,Saber,57445
2022-06-21,Solana,Jupiter,3125060
2022-06-21,Solana,Orca,267934
2022-06-21,Solana,Raydium,56416
2022-06-21,Solana,Saber,60058
2022-06-20,Solana,Jupiter,3965400
2022-06-20,Solana,Orca,284111
2022-06-20,Solana,Raydium,65714
2022-06-20,Solana,Saber,65297
2022-06-19,Solana,Jupiter,3999332
2022-06-19,Solana,Orca,298361
2022-06-19,Solana,Raydium,67455
2022-06-19,Solana,Saber,82719
2022-06-18,Solana,Jupiter,3715027
2022-06-18,Solana,Orca,282546
2022-06-18,Solana,Raydium,65044
2022-06-18,Solana,Saber,70020
2022-06-17,Solana,Jupiter,3275156
2022-06-17,Solana,Orca,242264
2022-06-17,Solana,Raydium,48743
2022-06-17,Solana,Saber,67761
2022-06-16,Solana,Jupiter,4992611
2022-06-16,Solana,Orca,266365
2022-06-16,Solana,Raydium,55548
2022-06-16,Solana,Saber,68394
2022-06-15,Solana,Jupiter,4937669
2022-06-15,Solana,Orca,298284
2022-06-15,Solana,Raydium,69129
2022-06-15,Solana,Saber,63704
2022-06-14,Solana,Jupiter,4935333
2022-06-14,Solana,Orca,235223
2022-06-14,Solana,Raydium,65433
2022-06-14,Solana,Saber,50885
2022-06-13,Solana,Jupiter,5652050
2022-06-13,Solana,Orca,218882
2022-06-13,Solana,Raydium,81075
2022-06-13,Solana,Saber,40988
2022-06-12,Solana,Jupiter,4591370
2022-06-12,Solana,Orca,230726
2022-06-12,Solana,Raydium,60880
2022-06-12,Solana,Saber,61641
2022-06-11,Solana,Jupiter,3072286
2022-06-11,Solana,Orca,203880
2022-06-11,Solana,Raydium,45016
2022-06-11,Solana,Saber,47556
2022-06-10,Solana,Jupiter,2688915
2022-06-10,Solana,Orca,196201
2022-06-10,Solana,Raydium,41702
2022-06-10,Solana,Saber,60308
2022-06-09,Solana,Jupiter,3024040
2022-06-09,Solana,Orca,218484
2022-06-09,Solana,Raydium,42081
2022-06-09,Solana,Saber,54708
2022-06-08,Solana,Jupiter,3259519
2022-06-08,Solana,Orca,251998
2022-06-08,Solana,Raydium,50457
2022-06-08,Solana,Saber,52257
2022-06-07,Solana,Jupiter,3435056
2022-06-07,Solana,Orca,263609
2022-06-07,Solana,Raydium,44060
2022-06-07,Solana,Saber,46567
2022-06-06,Solana,Jupiter,2359682
2022-06-06,Solana,Orca,255374
2022-06-06,Solana,Raydium,40930
2022-06-06,Solana,Saber,37892
2022-06-05,Solana,Jupiter,2620748
2022-06-05,Solana,Orca,266565
2022-06-05,Solana,Raydium,39300
2022-06-05,Solana,Saber,38318
2022-06-04,Solana,Jupiter,2619572
2022-06-04,Solana,Orca,273511
2022-06-04,Solana,Raydium,37800
2022-06-04,Solana,Saber,46320
2022-06-03,Solana,Jupiter,4000379
2022-06-03,Solana,Orca,217750
2022-06-03,Solana,Raydium,47006
2022-06-03,Solana,Saber,86684
2022-06-02,Solana,Jupiter,4704184
2022-06-02,Solana,Orca,360951
2022-06-02,Solana,Raydium,44035
2022-06-02,Solana,Saber,84242
2022-06-01,Solana,Jupiter,3454841
2022-06-01,Solana,Orca,269414
2022-06-01,Solana,Raydium,44666
2022-06-01,Solana,Saber,60966
2022-05-31,Solana,Jupiter,3694061
2022-05-31,Solana,Orca,281084
2022-05-31,Solana,Raydium,57433
2022-05-31,Solana,Saber,69366
2022-05-30,Solana,Jupiter,3410618
2022-05-30,Solana,Orca,284184
2022-05-30,Solana,Raydium,53524
2022-05-30,Solana,Saber,70497
2022-05-29,Solana,Jupiter,3039656
2022-05-29,Solana,Orca,275390
2022-05-29,Solana,Raydium,45478
2022-05-29,Solana,Saber,72575
